,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,hallitusmuoto,0.818,jestelmä,0.806
1,katsantotapa,0.792,menetystäpä,0.804
2,periaate,0.782,menettelytapa,0.8
3,laitos,0.749,laitos,0.798
4,sotalaitos,0.746,periaate,0.788
5,asemelmollisuus,0.733,äänestystapa,0.78
6,elinkeino,0.723,uudistustyö,0.777
7,vaatimus,0.723,uudistus,0.762
8,hanke,0.721,asiaintila,0.752
9,maatimus,0.718,toimenpide,0.749
10,menetystäpä,0.718,reformi,0.748
11,menetys,0.716,werotus,0.748
12,pyrintö,0.709,lainsäädäntö,0.746
13,mieli-ala,0.709,työnjako,0.743
14,mielipide,0.708,merotus,0.735
15,menettely,0.706,palkkaustapa,0.733
16,armelu,0.705,näkökanta,0.732
17,muutos,0.702,kelsintö,0.729
18,aate,0.701,säädös,0.729
19,rajoitus,0.699,viljelystapa,0.728
20,oppilaitos,0.695,miina-asetus,0.726
21,järjestys,0.691,puoluejako,0.722
22,keksintö,0.691,miljelystapa,0.721
23,perustuslaki,0.69,asiantila,0.719
24,epäkohta,0.687,opetustapa,0.718
25,tosi-asia,0.68,katsantotapa,0.717
26,yksimielisyys,0.68,peri-aate,0.714
27,temppu,0.678,elinkeinolaki,0.713
28,suhde,0.678,maalitapa,0.713
29,waatimus,0.67,lailos,0.712
30,säännös,0.668,edistysaskel,0.71
31,aikakausi,0.664,lieliasetus,0.709
32,kansallisuus,0.662,järjestysmuoto,0.706
33,seitka,0.661,metoodi,0.703
34,perustus,0.658,lelsinlö,0.701
35,koululaki,0.656,yhdenmukaisuus,0.699
36,opetuslaitos,0.656,mullistus,0.699
37,edistys,0.655,lainlaadinta,0.698
38,asewelwollisuus,0.654,käytäntö,0.697
39,kielikysymys,0.646,hoitotapa,0.695
40,arwelu,0.639,oppipakko,0.695
41,kansakunta,0.635,verotus,0.695
42,yhteys,0.635,keksintö,0.694
43,erilaisuus,0.635,epäkohta,0.694
44,ehto,0.634,tullitaksa,0.694
45,mäitös,0.634,systeemi,0.693
46,mieliala,0.634,katsantokanta,0.693
47,harrastus,0.632,itsehallinto,0.691
48,suhta,0.63,parannus,0.691
49,erimielisyys,0.628,maksutapa,0.687
50,puolue,0.627,letsintö,0.684
51,yhtäläisyys,0.627,järjestely,0.682
52,epäjärjestys,0.626,näkökohta,0.682
53,lahkokunta,0.625,menettely,0.682
54,puolustus,0.625,työtapa,0.681
55,kansallinen,0.624,rajoitus,0.681
56,sanomakirjallisuus,0.622,oppiaine,0.681
57,sääntö,0.62,lakiehdotus,0.68
58,seikka,0.62,meroitus,0.679
59,käytäntö,0.618,kehitys,0.678
60,päämaali,0.618,edustuslaitos,0.677
61,nimitys,0.617,muodostus,0.677
62,merkitys,0.617,käsityskanta,0.676
63,toiminta,0.616,lelsintö,0.676
64,kotimainen,0.613,käsitystapa,0.675
65,vääryys,0.612,muutos,0.674
66,liitto,0.612,vaalitapa,0.673
67,järjestäminen,0.61,järjestys,0.671
68,asianlaita,0.608,tieliasetus,0.671
69,laki,0.607,toimintatapa,0.669
70,miisaus,0.605,säädäntö,0.667
71,ajatus,0.605,painolaki,0.667
72,tuuma,0.604,vertailu,0.665
73,hallinto,0.603,muunnos,0.665
74,kirkkolaki,0.602,asetusehdotus,0.665
75,ministeristä,0.6,edellytys,0.664
76,puuha,0.6,maalaki,0.664
77,perustuslaillinen,0.6,ajanlasku,0.664
78,keskuus,0.599,laki,0.663
79,into,0.596,hiippakuntajako,0.662
80,parannus,0.596,keksintä,0.661
81,yhdistys,0.596,olettaminen,0.661
82,välikappale,0.595,rahakanta,0.66
83,omituisuus,0.595,lakimääräys,0.66
84,herätys,0.594,aines,0.658
85,maakunta,0.594,lainehdotus,0.657
86,suunta,0.593,piirijako,0.657
87,paikkakunta,0.592,suunnitelma,0.657
88,siwistys,0.591,maatimus,0.655
89,kiihko,0.59,tullitalsa,0.654
90,seitta,0.589,oikeuslaitos,0.654
91,syytös,0.588,hawainto,0.653
92,toimeliaisuus,0.588,simistystyö,0.653
93,maikutus,0.588,hanke,0.652
94,luottamus,0.587,koululaki,0.652
95,luonne,0.587,säännös,0.65
96,pahe,0.587,järjeslys,0.649
97,lvoima,0.587,lainmuutos,0.648
98,mielisyys,0.586,tanve,0.648
99,mälttämätöin,0.585,oppilaitos,0.647
