,fi_1880,fi_1880_d
0,riitaisa,0.725
1,itsepintainen,0.69
2,kireä,0.675
3,sowinnollinen,0.668
4,weltto,0.651
5,rohtea,0.646
6,juonikas,0.644
7,ahdasmielinen,0.644
8,puolueellinen,0.643
9,ruma,0.643
10,röyhleä,0.641
11,ynseä,0.64
12,kiihkoinen,0.636
13,meltto,0.634
14,ärtyisä,0.633
15,liimas,0.632
16,sominnollinen,0.632
17,liiwas,0.631
18,tiiwas,0.628
19,taipumaton,0.625
20,sotaisa,0.624
21,itsekäs,0.623
22,hyödytön,0.62
23,makama,0.619
24,jumalinen,0.619
25,röyhkeä,0.618
26,typerä,0.616
27,arkaluontoinen,0.615
28,turhamainen,0.614
29,sairaloinen,0.614
30,sekama,0.614
31,kiihkeä,0.613
32,naurettama,0.612
33,ritarillinen,0.611
34,sämyisä,0.611
35,rohlea,0.61
36,tasapuolinen,0.61
37,walawa,0.607
38,kemytmielinen,0.606
39,rauhallinen,0.605
40,kunnianhimoinen,0.602
41,horjuma,0.601
42,sotkuinen,0.6
43,itsepäinen,0.598
44,kateellinen,0.598
45,halpamainen,0.598
46,sekawa,0.597
47,merinen,0.597
48,huoleton,0.597
49,kiiwas,0.596
50,joutama,0.596
51,matama,0.596
52,kopeus,0.594
53,maltillinen,0.594
54,epäonnistunut,0.594
55,lujaluontoinen,0.593
56,orjallinen,0.592
57,erimielinen,0.592
58,hajanainen,0.592
59,toimeton,0.592
60,horjuwa,0.592
61,leslinäinen,0.591
62,watawa,0.591
63,wihattu,0.59
64,turmaton,0.59
65,uppiniskainen,0.589
66,kiimas,0.589
67,hienotunteinen,0.589
68,pontema,0.589
69,wakawa,0.587
70,kimuloinen,0.587
71,alakuloinen,0.586
72,kehno,0.586
73,lcmoton,0.586
74,awomielinen,0.585
75,epäluotettama,0.585
76,ystämällinen,0.585
77,umpimielinen,0.584
78,ajattelematon,0.583
79,kiukkuinen,0.583
80,kiihkoisa,0.583
81,joutawa,0.582
82,jäntemä,0.582
83,kewytmielinen,0.582
84,ystäwällinen,0.58
85,häijy,0.58
86,läheinen,0.579
87,lewoton,0.579
88,malama,0.578
89,hnono,0.578
90,rohkea,0.578
91,likeinen,0.577
92,toiwoton,0.577
93,harmapuheinen,0.577
94,turja,0.577
95,synkkämielinen,0.576
96,intohimoinen,0.576
97,tiimas,0.575
98,ruokoton,0.575
99,äreä,0.575
