,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
42,rehtorin,0.57,kirjallisuudesta,0.625,luonnontieteen,0.681
43,täkäläisen,0.569,tieteellisen,0.624,kirkkohis,0.68
44,opettajaksi,0.566,kristillisen,0.618,latinankielen,0.68
45,suomalaisuuden,0.562,vaiheet,0.614,historiallisen,0.68
46,opettajan,0.561,kristinuskon,0.614,dogmatiikan,0.679
47,opettajalle,0.559,uskonopin,0.611,sielutieteen,0.676
48,kielensä,0.557,synnystä,0.608,hislo,0.672
49,majisteri,0.556,runoi,0.608,toriassa,0.671
50,opettaja,0.555,runon,0.607,maantieteestä,0.671
51,ala-alkeiskoulussa,0.552,suomennoksen,0.607,keskiajan,0.67
52,opettajain,0.549,maantiede,0.605,kemian,0.67
53,kansan,0.549,selittäminen,0.603,kaunokirjallisuudessa,0.67
54,magister,0.547,historiansa,0.602,maantiede,0.669
55,kirjoittajan,0.546,ihmiskunnan,0.602,tieteiden,0.669
56,kansallisuuden,0.545,yliopistossamme,0.6,tieteitten,0.669
57,pataljonan,0.545,opin,0.6,filologian,0.668
58,toimittajan,0.544,uskonnon,0.6,fysikan,0.665
59,kielelle,0.543,satujen,0.6,tutkijan,0.663
60,kouluin,0.542,nyky-ajan,0.599,tieteellisen,0.661
61,toimittajaksi,0.542,muinais,0.599,toriaan,0.659
62,toimituksesta,0.538,maantiedossa,0.599,logiikan,0.658
63,opetus,0.537,uskon-opin,0.598,historialla,0.658
64,hoitajan,0.534,muinaisuudesta,0.598,histor,0.652
65,opistossa,0.534,tielen,0.594,kasmitieteen,0.652
66,senaatissa,0.533,kieleen,0.594,logikan,0.65
67,esimieheksi,0.533,aikakauden,0.593,pääpiirteet,0.65
68,opiston,0.532,kieleksi,0.593,lemian,0.649
69,suomenkielen,0.531,oppikirja,0.591,toriasta,0.647
70,kansallisen,0.53,kielien,0.588,oikeustieteen,0.646
71,tyksen,0.528,kansallisen,0.588,histo,0.645
72,ajatuksen,0.528,lyhyesti,0.584,fysiologian,0.645
73,oppinsa,0.528,pääkohdat,0.583,keski-ajan,0.643
74,esimiehen,0.526,kansallishengen,0.581,eläintieteen,0.643
75,piplia,0.525,alkeita,0.581,yliopistossamme,0.643
76,säädyn,0.524,kielelle,0.58,luonnontiede,0.643
77,kiitollisuuden,0.524,luonnontiede,0.579,ustonnon,0.642
78,romasti,0.524,simistyneen,0.579,tieteessä,0.64
79,kouluissa,0.524,ruotsinkielen,0.579,lirjallisuuden,0.64
80,suomenkielellä,0.522,tieteissä,0.578,toriaa,0.639
81,oppilas,0.52,kristin-opin,0.576,taloustieteen,0.639
82,approbatur,0.519,runoilijan,0.576,fysio,0.638
83,esittelee,0.518,kielioppi,0.575,oppikirjan,0.637
84,cygnaeus,0.517,luonteen,0.575,tähtitiede,0.636
85,teri,0.517,kieliopista,0.574,toriallisen,0.636
86,nuorison,0.517,valtiollisen,0.572,muinais,0.636
87,koulun,0.516,uudemman,0.572,lauseopin,0.635
88,sihteerin,0.516,kieli,0.571,maantieteessä,0.633
89,jäseneksi,0.515,riasta,0.571,historiamme,0.632
90,majist,0.515,keski-ajan,0.571,taloustiede,0.63
91,simis,0.514,kemian,0.57,histori,0.628
92,ihmiskunnan,0.514,biblian,0.57,uslonnon,0.628
93,sanain,0.513,taiteen,0.57,pedago,0.628
94,toistaiseksi,0.513,maantieteestä,0.57,jumaluus-,0.628
95,papiston,0.512,maatiede,0.57,ticlcn,0.627
96,hallituksessa,0.511,riassa,0.569,maantiedettä,0.627
97,siwistyksen,0.511,historiallista,0.569,historiat,0.625
98,toh,0.51,kristinopin,0.569,luonnonhistorian,0.625
99,harjoitus,0.51,kirjallisuuteen,0.569,tutkijana,0.622
