,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,saksalainen,0.758,suomalainen,0.876,rnotsalainen,0.9
1,suomalainen,0.674,suomenkielinen,0.795,suomalainen,0.877
2,sanomalehti,0.674,ruotsinkielinen,0.785,ruotsalaiuen,0.862
3,kirjoitus,0.648,suomalaiuen,0.78,suomalaiuen,0.84
4,mainio,0.638,snomalainen,0.765,suomalaineu,0.835
5,ensimäinen,0.634,oppikoulu,0.661,ruolsalainen,0.832
6,pispa,0.628,seuranäytelmä,0.646,suomalaiucn,0.827
7,kirja,0.624,naiskoulu,0.642,suoinalainen,0.798
8,niminen,0.623,saksalainen,0.641,snomalainen,0.79
9,tekemä,0.617,teatcri,0.64,suomalaiueu,0.788
10,sanomalehdessä,0.608,normalikoulu,0.635,nuotsalainen,0.78
11,toimittama,0.606,virolainen,0.633,suomalaille,0.775
12,lause,0.602,alkeis-opisto,0.632,suomenkielinen,0.759
13,nimeltä,0.593,kansanlaulu,0.626,snomalaincn,0.759
14,lönnrotin,0.591,alkeisopisto,0.625,suomalaincu,0.757
15,kuuluisa,0.588,neliluokkainen,0.613,suomalainm,0.749
16,nimi,0.587,tyttökoulu,0.612,ruotsinkielinen,0.742
17,kirje,0.584,tcateri,0.611,suomalaine,0.726
18,eräästä,0.578,operanäytäntö,0.608,suomenlielinen,0.721
19,tohtor,0.576,realikoulu,0.607,fuomalainen,0.716
20,tarina,0.572,malainen,0.606,luomalainen,0.712
21,ensimmäinen,0.566,wirsikirja,0.602,lomalainen,0.712
22,testamentti,0.559,virsikirja,0.598,©uomalainen,0.708
23,piispa,0.556,teateriseura,0.596,uomalainen,0.702
24,nainen,0.555,ylempi,0.596,vuomalainen,0.693
25,lehti,0.555,©uomalainen,0.592,.suomalainen,0.682
26,mainen,0.553,etewä,0.59,klassillinen,0.679
27,piplia,0.553,lyseo,0.589,ruotfalainen,0.669
28,painos,0.55,kaksiluokkainen,0.587,suomalamen,0.669
29,kirjoittaja,0.548,kotimainen,0.585,suomalaincn,0.668
30,rohmessori,0.547,lutherilainen,0.583,tuomalainen,0.667
31,kirjoituksesta,0.545,seo,0.576,suomalaiucu,0.663
