,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
32,sakari,0.545,arkadiateaterissa,0.571,ruotsalainenkin,0.657
33,ruotsiksi,0.545,alempi,0.569,venäläinen,0.656
34,nimellä,0.543,kirjallisuus,0.562,mirolainen,0.653
35,kirjoitettu,0.541,alhaisempi,0.559,wenäläincn,0.649
36,suomi,0.54,tanskalainen,0.558,hengellinen,0.649
37,englantilainen,0.538,seminari,0.557,norjalainen,0.647
38,sanoma,0.525,ylhäisempi,0.554,emankelinen,0.647
39,mainitsee,0.525,rippisaarna,0.553,suomalainenkin,0.642
40,runo,0.521,rippi,0.552,lättiläinen,0.641
41,seuraama,0.518,uusi,0.551,juhlasaarna,0.64
42,eräs,0.515,sanomalehti,0.549,wenäläinen,0.638
43,uusi,0.514,ewankeliumi,0.548,suomalainen,0.633
44,eras,0.514,salainen,0.547,..suomalainen,0.629
45,kertomus,0.513,venäläinen,0.544,ruotsalais-,0.622
46,sana,0.507,laulaja,0.544,kielinen,0.62
47,tohtori,0.507,teateri,0.542,saksalainen,0.618
48,suomennettu,0.506,etemä,0.542,menälainen,0.618
49,toimitettu,0.503,teaterihuone,0.54,menolainen,0.618
50,tekijä,0.501,kansantajuinen,0.539,ewankelinen,0.615
51,lehtori,0.5,luento,0.535,menäläinen,0.614
52,lausuu,0.5,ruotsalaisen,0.533,wenälämen,0.614
53,puhe,0.496,jumalanpalmelus,0.533,klupi,0.613
54,kirjasta,0.495,arkadia,0.53,wcnäläinen,0.611
55,äskettäin,0.494,uomalainen,0.529,suum,0.61
56,laulu,0.494,yksityinen,0.529,menäläincn,0.608
57,selitetty,0.493,suomalaisen,0.529,snomal,0.606
58,kirjapainosta,0.492,ainen,0.527,raamatunselilys,0.602
59,suomeksi,0.491,tiedemies,0.526,suoinal,0.601
60,lönnrot,0.491,kielinen,0.525,suumal,0.601
61,turku,0.491,ruotsalaiseksi,0.525,suomalais-,0.598
62,lähettäjä,0.489,menkielinen,0.525,ruotsinmaalainen,0.598
63,sananlasku,0.488,nusi,0.521,teaatteii,0.597
64,omituinen,0.488,merikoulu,0.52,salamen,0.597
65,aamurusko,0.487,käännös,0.518,wirolainen,0.597
66,kuwa,0.487,dramallinen,0.518,tcatcri,0.597
67,suomennos,0.485,klupi,0.516,tcateri,0.596
68,jälkimäinen,0.484,iltaseura,0.516,luterilainen,0.596
69,runon,0.482,raamatunselitys,0.516,menaläinen,0.595
70,kirjallisuus,0.482,uufi,0.515,laineu,0.594
71,hämäläinen,0.481,lauluseura,0.514,saksankielinen,0.592
72,surullinen,0.48,porthan,0.512,teaatter,0.592
73,lukemisia,0.48,kauppakoulu,0.512,kaksikielinen,0.588
74,juttu,0.479,ehtoosaarna,0.512,nenäläinen,0.586
75,lääkäri,0.478,uiminen,0.509,lutherilainen,0.583
76,kielestä,0.478,ruotsalaisella,0.508,amirchanjanz,0.583
77,manha,0.477,opetuslaitos,0.508,salainen,0.583
78,edellinen,0.476,mainio,0.507,katolilainen,0.583
79,kartta,0.476,unkarilainen,0.507,lastensaarna,0.583
80,wihko,0.475,alkuteos,0.505,etcmä,0.581
81,muistutus,0.472,seminaari,0.503,ruotsimielinen,0.58
82,suomalaisesta,0.471,kirjallisuusseura,0.503,sentapainen,0.58
83,pienoinen,0.469,tcatcrissa,0.501,supisuomalainen,0.579
84,kirjassa,0.468,suomi,0.5,suoni,0.578
85,eräältä,0.468,nuija,0.5,satsalainen,0.577
86,kohtaus,0.468,opera,0.499,kaksiluokkainen,0.576
87,alamainen,0.467,opetuskielenä,0.499,lvenäläinen,0.576
88,londonissa,0.466,jumalanpalwelus,0.495,suomal,0.575
89,raamattu,0.465,norjalainen,0.495,ruots,0.574
90,ensimäincn,0.465,sanakirja,0.495,protestanttinen,0.573
91,piplian,0.465,ensimäincn,0.492,ummikko,0.572
92,martti,0.463,unsi,0.491,tuenalainen,0.572
93,kiitetty,0.461,tieteellinen,0.491,teatcri,0.571
94,lähetys,0.461,aikakauskirja,0.491,ruotsinlielinen,0.571
95,esittelee,0.46,wenäläinen,0.49,ugrilainen,0.569
96,jäsen,0.458,niminen,0.489,liberalinen,0.568
97,taulu,0.454,aamusaarna,0.488,kaunokirjailija,0.567
98,lainen,0.454,teatcrissa,0.488,eteivä,0.567
99,kaunistettu,0.453,koraali,0.486,virolainen,0.567
