,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,valtakunnan,0.767,malta,0.739,ivalta,0.808
1,valtaa,0.704,walta,0.733,lvalta,0.776
2,vapauden,0.704,vapaus,0.73,walta,0.761
3,vallan,0.702,lvalta,0.725,vapaus,0.717
4,vapautta,0.683,ivalta,0.722,malta,0.665
5,malta,0.644,valtaa,0.67,valta-,0.661
6,val,0.637,oikeus,0.666,päätösvalta,0.658
7,vapaaksi,0.629,oikens,0.644,valtakunta,0.653
8,valtakunnassa,0.604,väli,0.643,nialta,0.65
9,vallassa,0.598,vallassa,0.639,velvollisuus,0.637
10,viljelys,0.597,valtakunta,0.63,velwollisuus,0.607
11,voiman,0.597,oikcns,0.61,velmollisuus,0.595
12,väli,0.591,vaatimus,0.602,tasavalta,0.594
13,halli,0.591,melmollisuus,0.598,turvallisuus,0.581
14,voiton,0.58,mclmollisuus,0.594,valtaa,0.578
15,europa,0.572,oiteus,0.582,päätösmalta,0.578
16,ruotsi,0.571,oileus,0.574,uikeus,0.578
17,liitto,0.571,vcl,0.569,vaatimus,0.571
18,välillä,0.567,valtakunnan,0.567,oikeus,0.571
19,voimassa,0.567,välittömästi,0.567,edustus,0.565
20,vieläkin,0.564,wclwollisuus,0.565,itsehallinto,0.564
21,vuoksi,0.559,voima,0.564,oikeub,0.563
22,voima,0.556,vapaa,0.562,sotavoima,0.563
23,va,0.553,vallan,0.561,itsenäisyys,0.559
24,hallitukselle,0.551,valtio,0.555,painopiste,0.552
25,sardinia,0.55,vaikutus,0.542,vääryys,0.551
26,italian,0.55,välttämätöntä,0.539,tulevaisuus,0.55
27,hallitusta,0.55,voitettu,0.535,yliherruus,0.549
28,vel,0.546,valtakuntaan,0.535,eduskunnalla,0.548
29,paami,0.544,edustus,0.532,mapans,0.546
30,hallitus,0.541,hallitsija,0.531,velvollisuudeksi,0.546
31,varoja,0.538,laki,0.528,mapaus,0.545
32,vaksi,0.538,valtansa,0.527,autonomia,0.542
33,maltain,0.531,vallalla,0.527,voima,0.541
34,vaatii,0.523,oitcus,0.525,väkivalta,0.537
35,miseksi,0.52,liitto,0.523,vallasta,0.534
36,sääntö,0.519,valio,0.521,äänivalta,0.531
37,hallituksessa,0.518,welwollisuus,0.521,waltiomuoto,0.531
38,maltakunnan,0.516,vissi,0.517,neuvosto,0.53
39,var,0.511,vallasta,0.517,ylimalta,0.53
40,tarkoituksena,0.51,hallituksella,0.517,valtansa,0.529
41,sotamäki,0.501,mapaus,0.516,vastuunalaisuus,0.529
42,vapaasti,0.499,vaatimusta,0.516,päätöswalta,0.529
43,ase,0.498,hallinto,0.515,valio,0.529
44,yhteys,0.497,voiman,0.514,mclmollisuus,0.528
45,keskus,0.497,maimaishoito,0.513,lvapaus,0.528
46,hallituksen,0.496,oilcus,0.513,vaalioikeus,0.528
47,itämallan,0.495,sles,0.512,laillisuus,0.528
48,wenäjä,0.495,hallitns,0.51,riippumattomuus,0.527
49,keisa,0.492,vel,0.51,pääesi,0.525
50,preussi,0.492,vapaasti,0.509,herruus,0.525
51,hallitukselta,0.49,vääryys,0.509,turvissa,0.524
52,maltaa,0.489,vapautta,0.507,apaus,0.523
53,papisto,0.489,virkamies,0.504,perustuslaki,0.523
54,esitys,0.488,vaikea,0.504,valvominen,0.521
55,itämältä,0.487,vapauden,0.503,roalta,0.521
56,valmistaa,0.486,keus,0.502,sovinto,0.521
57,oikeudesta,0.484,vakuus,0.501,turvana,0.52
58,voimalla,0.484,jäsenillä,0.499,valtalunnan,0.518
59,erityisen,0.483,naassa,0.499,hallitsija,0.517
60,vaa,0.483,virasto,0.498,melwollisuus,0.517
61,varoista,0.482,perustuslaissa,0.497,vakaumus,0.515
62,voittaa,0.48,vaau,0.496,välttämättömyys,0.514
