,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
63,oikeuksia,0.478,ääntö,0.489,elwollisuus,0.514
64,yhteyden,0.476,mahdollisuus,0.487,vastustus,0.511
65,väen,0.475,vika,0.484,mellvollisuus,0.51
66,ita,0.473,toimena,0.481,velvollisuutena,0.509
67,oikeutta,0.472,lali,0.48,ystävyys,0.507
68,väki,0.472,väliaikaisesti,0.479,päällikkyys,0.507
69,saksanmaan,0.472,maltakunta,0.478,edesvastaus,0.507
70,ministeri,0.47,väärin,0.476,toimimalta,0.506
71,voidaan,0.47,valtaan,0.475,vallan,0.506
72,lord,0.47,voipi,0.475,häviö,0.506
73,vastaa,0.469,voimaa,0.475,sananwalta,0.506
74,asiain,0.466,valtakuntaa,0.474,valtias,0.505
75,yhteisten,0.464,oifeus,0.473,kielto-oikeus,0.505
76,mal,0.463,perustuslaki,0.472,wapaus,0.503
77,esi,0.463,väestö,0.469,valtakunnan,0.503
78,misestä,0.463,valtiolla,0.469,valtiollisesti,0.502
79,väliä,0.462,suojelus,0.469,welwollisuus,0.502
80,ruotu,0.461,vaatimuksiin,0.468,oikens,0.501
81,vir,0.461,aikomuksena,0.468,päämiehelle,0.501
82,mallan,0.46,pakko,0.466,hallitsijalla,0.501
83,vastata,0.459,välttämättömästi,0.466,valtana,0.5
84,simis,0.459,vaikeata,0.466,sananmalta,0.499
85,vil,0.458,vaikkapa,0.465,wlllta,0.499
86,jäsenille,0.457,natta,0.465,vapautus,0.499
87,sardinian,0.456,oikcus,0.464,raja,0.499
88,italia,0.455,valitus,0.463,elmollisuus,0.498
89,yhteyteen,0.455,bulgaria,0.463,siviili,0.498
90,vai,0.454,esimiehellä,0.462,pyhyys,0.498
91,walta,0.454,valtiollisen,0.461,melmollisuus,0.498
92,vähimmän,0.453,jäsenellä,0.46,perimys,0.496
93,laki,0.452,oikeutta,0.459,polvi,0.495
94,paamin,0.452,vaatinut,0.459,paavi,0.495
95,neapelin,0.452,ruhtinaskunta,0.459,valtiomuodon,0.494
96,englanti,0.449,raja,0.458,luottamus,0.494
97,asetuksissa,0.448,maltaa,0.458,oikcns,0.493
98,tus,0.447,wapaus,0.458,hallitsevan,0.493
99,tanskan,0.445,voidaksensa,0.458,perustus,0.493
