,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,näköala,0.796,tienoo,0.799
1,laakso,0.795,lakeus,0.779
2,erämaa,0.78,tasanko,0.772
3,näkö-ala,0.775,ympäristö,0.763
4,paikkakunta,0.756,ylänkö,0.758
5,järwi,0.729,näkö-ala,0.758
6,ympäristö,0.71,paikkakunta,0.741
7,liikunto,0.698,mesistö,0.739
8,saaristo,0.696,näkyala,0.726
9,joki,0.689,jokilaakso,0.725
10,kaupuuki,0.682,asutus,0.72
11,saari,0.675,pikkukaupunki,0.715
12,puisto,0.662,metsikkö,0.714
13,järmi,0.66,lahdelma,0.707
14,kylä,0.66,niemeke,0.704
15,näkö,0.646,metsäinen,0.704
16,maakunta,0.645,nälöala,0.703
17,kaupunki,0.645,asuttu,0.697
18,kaupunti,0.642,näköala,0.697
19,matala,0.64,seutua,0.697
20,uhkea,0.636,harjanne,0.696
21,juopa,0.635,aukea,0.691
22,kukkula,0.632,seutukunta,0.69
23,ilmiö,0.632,maakunta,0.69
24,kenttä,0.63,keskuspaikka,0.687
25,pilmi,0.627,tasankoa,0.686
26,kohina,0.625,wesistö,0.681
27,laaja,0.624,erämaa,0.677
28,amara,0.624,järmi,0.677
29,liike,0.624,perukassa,0.674
30,asuttu,0.623,keskipiste,0.672
31,hautausmaa,0.623,rantamaa,0.668
32,torni,0.613,lähiseutu,0.667
33,ilmanala,0.612,pohjoisosa,0.661
34,maisema,0.611,kalmisto,0.657
35,innostus,0.61,lehtimetsä,0.656
36,paikka,0.607,kukkula,0.656
37,kulma,0.606,erämaata,0.655
38,tulma,0.606,maaperä,0.655
39,temppeli,0.605,kyläkin,0.655
40,etelässä,0.602,kulmakunta,0.654
41,linnoitus,0.601,tienoot,0.653
42,kapea,0.6,seudut,0.653
43,epäjärjestys,0.6,kauppakaupunki,0.65
44,laaksossa,0.597,pääkaupunki,0.649
45,kulkeminen,0.594,vesistö,0.649
46,suunta,0.593,asuttua,0.648
47,asema,0.593,markkinapaikka,0.647
48,jylhä,0.592,kaupunki,0.647
49,linna,0.592,alue,0.645
50,puro,0.592,ilmakehä,0.645
51,kyla,0.591,kylä,0.645
52,mieliala,0.591,asemakin,0.644
53,tölli,0.59,koskineen,0.644
54,ilmakin,0.589,puisto,0.641
55,lahko,0.587,maanosa,0.64
56,alue,0.586,ympäristöineen,0.64
57,kuumuus,0.586,maanlaatu,0.638
58,pauhina,0.584,saariryhmä,0.638
59,ahdinko,0.584,puro,0.637
60,pilwi,0.582,ranteilla,0.636
61,seutua,0.579,metsäisen,0.635
62,aukko,0.578,asutun,0.633
63,maantie,0.578,mäntymetsä,0.633
64,mutka,0.578,satamapaikka,0.632
65,salaisuus,0.578,selänteen,0.632
66,luonto,0.577,joki,0.63
67,tulva,0.576,lammikko,0.63
68,loisto,0.576,rantamailla,0.629
69,tasainen,0.574,pohjukassa,0.628
70,maara,0.574,järwi,0.627
71,alakuloisuus,0.573,pääpaikka,0.625
72,ympärys,0.571,kuusimetsä,0.625
73,rajana,0.569,keskipisteessä,0.625
74,ranta,0.566,ulappa,0.623
75,hiljaisuus,0.566,ilmanala,0.623
76,maa-ala,0.565,asujamisto,0.622
77,mökki,0.563,maakaistale,0.621
78,pohjassa,0.562,kosteikko,0.62
79,satama,0.561,rakennustapa,0.619
80,tulwa,0.561,rantamilla,0.618
81,luoto,0.56,jylhän,0.615
82,tiheä,0.56,niemekkeellä,0.615
83,wuori,0.559,muhkein,0.614
84,laakson,0.559,kaupunkikin,0.614
85,näöltään,0.559,kirkkoineen,0.614
86,pamaus,0.558,maa-ala,0.614
87,lauma,0.557,nurmikko,0.613
88,sumu,0.557,satamakaupunki,0.612
89,rannat,0.557,keskusta,0.612
90,huipulla,0.557,eteläisin,0.611
91,komea,0.557,alankoa,0.611
92,loistama,0.556,rantamaita,0.61
93,ilman-ala,0.556,jokilaakson,0.61
94,autio,0.554,laupunki,0.61
95,edessämme,0.554,väkirikas,0.609
96,miltei,0.554,rinteellä,0.609
97,luonnoltaan,0.553,etelä-puolella,0.608
98,mannermaan,0.553,jylhää,0.607
99,kaukainen,0.553,kylpypaikka,0.607
