,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,waltiopäiwät,0.645,waltiopäiwät,0.703
1,vallat,0.636,waltiopaiwät,0.693
2,ministerit,0.627,maltiopäiwät,0.673
3,edustajat,0.622,porvarissääty,0.673
4,lähettiläät,0.62,valtiosäädyt,0.659
5,unkarilaiset,0.619,waltiopäiwat,0.659
6,maltiopäimät,0.618,valiokunnat,0.643
7,itävalta,0.609,waltiopiiiwät,0.641
8,saksalaiset,0.607,valtiopäiväin,0.623
9,ruhtinaat,0.604,waltioväiwät,0.617
10,italialaiset,0.594,waltiopäimät,0.617
11,istunnot,0.589,waltiopäiwiit,0.604
12,valtiot,0.589,valtiopäiville,0.597
13,kreikkalaiset,0.588,suurkäräjät,0.596
14,edusmiehet,0.586,täysi-istuntoon,0.596
15,prinssit,0.585,maltiopäimät,0.596
16,tanskalaiset,0.582,mtaristo,0.594
17,armeijat,0.579,waltiopiiiwiit,0.593
18,piispat,0.577,waltiopäilvät,0.591
19,wallat,0.577,tiopäivät,0.585
20,puolueet,0.576,valtiopäivien,0.584
21,puolalaiset,0.575,neuvosto,0.571
22,katoliset,0.561,valtiopäimät,0.569
23,keskustelut,0.559,istunnot,0.569
24,valtakunnat,0.559,lakivaliokunta,0.567
25,waltiopaiwät,0.558,väliaikaiset,0.566
26,ranskalaiset,0.555,waltiopaiwat,0.565
27,waltiot,0.553,vaalit,0.564
28,itävallan,0.553,maapäiwät,0.562
29,keisarilliset,0.552,valtiovaliokunta,0.56
30,ylimykset,0.549,tasavaltalaiset,0.559
31,hallitsijat,0.544,waltioftäiwät,0.557
32,virkakunnat,0.543,valtiopäivillä,0.557
33,sotajoukot,0.541,walliopäiwät,0.556
34,kansallisuudet,0.54,päiville,0.551
35,upsierit,0.539,ritaristo,0.551
36,rykmentit,0.537,valtiopäiviin,0.546
37,juhlamenot,0.534,säädyt,0.546
38,pohjois-saksan,0.534,valtiopäiviltä,0.546
39,mallat,0.532,waliolunnat,0.545
40,valtiopäivillä,0.532,nitaristo,0.544
41,linnoitukset,0.527,säödyt,0.544
42,kuninkaat,0.526,kamarit,0.543
43,varustukset,0.525,valtiopäiviä,0.54
44,virastot,0.525,porvarissäädyn,0.537
45,raha-asiat,0.525,porwarissäaty,0.537
46,hallitukset,0.524,porwarissaäty,0.534
47,itämaita,0.524,pappissääty,0.534
48,keisarit,0.524,aatelittomat,0.534
49,maakunnat,0.523,täysistuntoon,0.529
50,virkamiehet,0.522,asevelvollisuus,0.526
51,karjalaiset,0.522,maapäimät,0.524
52,upseerit,0.522,porlvarissääty,0.522
53,franskalaiset,0.521,yhteisistuntoon,0.52
54,englantilaiset,0.52,ritarista,0.52
55,huhut,0.519,yhdysvallat,0.519
56,jesuitat,0.518,pappissaäty,0.519
57,heimot,0.515,valtiopäi-,0.519
58,muinaiset,0.514,waliokunnat,0.516
59,valtiolliset,0.513,pappissäaty,0.516
60,kristityt,0.513,valtiosäätyjen,0.515
61,pataljonat,0.513,waltiosäädyt,0.514
62,preussilaiset,0.512,säätytaloon,0.512
63,sodat,0.511,rautatieasiat,0.51
64,venäläiset,0.51,malliopäimät,0.509
65,fennomanit,0.51,tiopäimät,0.505
66,liittolaiset,0.508,talonpoilaissääty,0.504
67,sotaiset,0.505,päiväjärjestyksen,0.503
68,luostarit,0.504,itävallan,0.501
69,sotilaat,0.504,rilaristo,0.501
70,siirtolaiset,0.502,pappissiiiity,0.499
71,satamat,0.502,talousvaliokunta,0.499
72,kenraalit,0.501,hyväksyneet,0.499
73,norjalaiset,0.501,kenraalikuvernööri,0.499
74,juutalaiset,0.5,vallat,0.498
75,lennätinsanomat,0.5,pappisjääty,0.496
76,orjat,0.499,talonpoikaissaäty,0.495
77,tiedemiehet,0.499,suurvallat,0.491
78,pispat,0.499,kaupunginvaltuusmiehet,0.49
79,tutkimukset,0.498,talonpoikaissääty,0.49
80,telut,0.497,porvarissäädyssä,0.489
81,kongressissa,0.496,edustajat,0.487
82,kongressiin,0.495,edusmiehet,0.487
83,irlannin,0.495,porwarissääty,0.486
84,sanomalehdet,0.495,rauhankonfe,0.483
85,kamarit,0.494,valtioneuvoston,0.483
86,julistaneet,0.494,taloupoikaissääty,0.483
87,itäwallau,0.494,uniooni,0.482
88,kapinoitsiat,0.493,savokarjalaiset,0.48
89,kroatian,0.491,aateli,0.48
90,rauhalliset,0.491,maltiosäädyt,0.479
91,päättyneet,0.491,tiopäiwät,0.477
92,mieliset,0.489,esityslistat,0.477
93,maltiot,0.489,valtiopäi,0.477
94,vaalit,0.489,pankkivaliokunta,0.476
95,waltiosäädyt,0.485,aatelissääty,0.475
96,säädyt,0.485,pappisfääty,0.473
97,wcnäläiset,0.484,rautatierakennukset,0.472
98,suomalaiset,0.484,lomakurssit,0.472
99,serbialaiset,0.484,lääkäriseura,0.471
