,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,erityis,0.804,erityis,0.813
1,nykyis,0.741,tieteellis,0.764
2,yksityis,0.721,itsenäis,0.741
3,sellais,0.655,henkis,0.731
4,maalais,0.633,käytännöllis,0.724
5,tarpeellis,0.615,taloudellis,0.717
6,käläisen,0.611,waltiollis,0.713
7,töi,0.611,erinäis,0.713
8,arpajais,0.608,nykyis,0.71
9,suomalais,0.604,yleis-,0.709
10,asianomais,0.603,suomenkielis,0.707
11,oppilais,0.601,yksityis,0.702
12,asioi,0.584,yhteiskunnallis,0.7
13,semmois,0.582,täydellis,0.697
14,oppilait,0.578,valtiollis,0.696
15,syis,0.57,tämmöis,0.692
16,waltuusmies,0.565,järjestämises,0.689
17,valtuusmies,0.561,sisällis,0.685
18,käsityöläis,0.557,uskonnollis,0.683
19,venäläis,0.555,ylimääräis,0.674
20,kansalais,0.554,hengellis,0.672
21,saksalais,0.548,järjestämis,0.671
22,epäilemät,0.542,tällais,0.671
23,pyynnös,0.536,hyödyllis,0.671
24,näi,0.535,isänmaallis,0.667
25,mui-,0.534,maltiollis,0.663
26,englantilais,0.533,edistämis,0.662
27,sit-,0.533,täkäläis,0.66
28,muit,0.532,täyttämis,0.654
29,ruotsalais,0.527,säilyttämis,0.646
30,mäkin,0.526,todellis,0.645
31,magistra,0.522,sellais,0.641
32,yleises,0.518,nylyis,0.638
33,yleistä,0.513,edistymis,0.638
34,kaikenlais,0.513,käyttämis,0.637
35,tiede,0.512,ylsityis,0.637
36,näis,0.512,aineellis,0.633
37,käläisessä,0.511,samallais,0.632
38,yhteisten,0.505,ensimmäis,0.624
39,var-,0.505,rehellis,0.618
40,wenäläis,0.503,ylläpitämis,0.614
41,näpänä,0.502,käyttämises,0.614
42,roar,0.501,tilastollis,0.612
43,yhteis,0.5,toimenpiteis,0.611
44,nii-,0.499,erimielisyyt,0.609
45,louden,0.497,yhteyt,0.606
46,osanotosta,0.496,ylcis,0.604
47,lvar,0.496,kotimais,0.602
48,harjoittamista,0.495,tarpeellis,0.601
49,laitosten,0.492,ulkonais,0.598
50,suur,0.492,semmois,0.596
51,toimikuntain,0.49,ileis,0.594
52,niis,0.49,kehittymis,0.593
53,menäläis,0.487,säännöllis,0.593
54,helsingis,0.483,loudellista,0.592
55,nais,0.483,menäläis,0.59
56,osanottoa,0.483,myöntämis,0.589
57,mui,0.482,yleisten,0.589
58,miehis,0.482,marsinais,0.588
59,tieteellisten,0.481,suoranais,0.586
60,yleisten,0.481,tärkei,0.581
61,heis,0.481,kansalais,0.579
62,järjestämisessä,0.481,syntymis,0.578
63,maanmiljelys-,0.479,suomenkiel,0.577
64,et-,0.477,viranomais,0.573
65,ainei,0.475,miranomais,0.573
66,lisäämistä,0.472,virallis,0.573
67,lousseuran,0.47,senlais,0.572
68,virkakuntain,0.469,pitämis,0.569
69,teol,0.468,wirallis,0.569
70,yksis,0.466,loudellisten,0.569
71,näit,0.466,ytsityis,0.566
72,hänes,0.464,entis-,0.566
73,vaurastumista,0.461,rauhallis,0.565
74,yksityisten,0.459,itsenäisyyt,0.565
75,oppilaitosten,0.459,ammattilais,0.564
76,töjen,0.457,siirtämis,0.561
77,kotiteollisuutta,0.456,lähettämis,0.56
78,hengellisten,0.455,suur,0.56
79,poike,0.455,tutkimis,0.557
80,koskemien,0.454,synnys,0.556
81,niarten,0.454,pyrinnöis,0.556
82,yleisen,0.453,aseit,0.556
83,miel,0.452,erilais,0.555
84,perillis,0.452,wiranomais,0.555
85,mvi,0.451,yleisis,0.555
86,kreikkalais,0.45,maallis,0.554
87,uar,0.449,tyytymättömyyt,0.551
88,usei,0.449,hädänalais,0.551
89,töiden,0.449,tekemis,0.55
90,nöissä,0.449,helsinkiläis,0.549
91,mi,0.448,asiallis,0.549
92,pyrintöjen,0.448,ulkomais,0.549
93,toimitus-,0.448,loudellisia,0.548
94,yleisempää,0.447,venäläis,0.548
95,perinpohjaista,0.447,kansansi,0.548
96,turkkilais,0.445,suomalais,0.546
97,täkäläisten,0.444,yleistä,0.546
98,töitten,0.444,samanlais,0.545
99,käsiteollisuuden,0.444,sikäläis,0.543
