,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,dramallinen,0.718,riallinen,0.726
1,arkisto,0.704,toriallinen,0.72
2,kalewala,0.686,elämäkerrallinen,0.698
3,alkuperäinen,0.656,romantillinen,0.678
4,tieteellinen,0.642,luonnontieteellinen,0.673
5,opillinen,0.642,histor,0.655
6,romani,0.636,draamallinen,0.645
7,kielitieteellinen,0.633,maantieteellinen,0.626
8,kalemala,0.632,romani,0.62
9,runoelma,0.627,tieteellinen,0.615
10,tilastollinen,0.625,maatieteellinen,0.599
11,alkuteos,0.624,anvokas,0.599
12,enfimäinen,0.616,roinaani,0.594
13,biblia,0.612,arwolas,0.589
14,runoelmia,0.611,romanttinen,0.585
15,ensimäincn,0.61,historia,0.579
16,kirjoitt,0.61,kansanelämästä,0.576
17,tartossa,0.61,kaksiosainen,0.576
18,palestinan,0.61,turnaus,0.576
19,wihlo,0.609,runollinen,0.576
20,historiallisen,0.605,arwokas,0.575
21,kirjoittama,0.604,romaani,0.574
22,maantiede,0.602,musei,0.574
23,kanteletar,0.601,muinais-,0.573
24,ensimainen,0.601,hengellinen,0.568
25,lukukirja,0.601,armokkain,0.567
26,unkarilainen,0.601,latinankielinen,0.567
27,jakso,0.6,nykyaikainen,0.566
28,wihko,0.596,venäjänkielestä,0.564
29,gnsimäinen,0.595,muinainen,0.562
30,mihto,0.595,suorasanainen,0.561
31,wihto,0.594,armolas,0.559
32,nios,0.594,alkuperäinen,0.557
33,tilasto,0.594,armokas,0.556
34,enstmäinen,0.593,opettawainen,0.556
35,maatiede,0.592,muinaistaru,0.554
36,mihko,0.59,looginen,0.554
37,muinaisuudesta,0.589,ikimanha,0.553
38,vihlo,0.589,armotas,0.553
39,lainopillinen,0.588,merkillisin,0.55
40,runollinen,0.588,toriasta,0.55
41,shakespearen,0.587,klassillinen,0.549
42,ensimmäinen,0.585,tyypillinen,0.549
43,uusmaalainen,0.585,kertoelma,0.547
44,washington,0.584,muistorikas,0.546
45,kertoelma,0.583,lyyrillinen,0.546
46,suomennos,0.582,kuivaama,0.546
47,sanakirja,0.58,kunniakas,0.546
48,seitsemäs,0.574,historiasta,0.545
49,kansantajuinen,0.573,suurenmoinen,0.544
50,auerbach,0.572,shakes,0.544
51,suomentama,0.572,saksankielinen,0.542
52,sampo,0.571,ginen,0.541
53,lyhykäinen,0.571,kansallismuseo,0.541
54,schillerin,0.57,yhtenäinen,0.541
55,ruotsinkielinen,0.568,kolminäytöksinen,0.541
56,ensimäinen,0.568,ihanteellinen,0.541
57,etemin,0.564,kuwallinen,0.539
58,runouden,0.563,his-,0.538
59,riasta,0.562,fyysillinen,0.537
60,kantelettaren,0.56,6:8,0.537
61,saksalaisesta,0.559,kansantajuinen,0.537
62,dickens,0.559,ctewin,0.536
63,nowelli,0.559,huomattavin,0.534
64,kustantama,0.557,arwotas,0.534
65,koitar,0.557,muinais,0.534
66,hämäläisten,0.556,taiteellinen,0.534
67,toriasta,0.556,mainehikas,0.534
68,albumi,0.554,jännittävä,0.533
69,uskonnollinen,0.553,täydellisin,0.532
70,käännös,0.553,maankuulu,0.532
71,kumaus,0.553,historian,0.531
72,keskiajan,0.552,nomelli,0.531
73,wiides,0.55,intialainen,0.53
74,runo,0.55,kolmiosainen,0.53
75,maantieto,0.55,huomattawin,0.53
76,suoment,0.548,elmia,0.53
77,verne,0.548,kuvaus,0.53
78,kristillinen,0.548,arvokas,0.529
79,kirjallisuuden,0.547,omistettu,0.527
80,aarre-aitta,0.542,kallisarwoinen,0.526
81,toimittama,0.541,soitannollinen,0.526
82,sowittanut,0.541,historialli,0.525
83,cnsimäinen,0.54,ltirj,0.525
84,kalemalan,0.539,arwokkain,0.525
85,historiasta,0.539,aladdin,0.524
86,kalevala,0.539,tuwaus,0.524
87,säkeniä,0.538,allinen,0.524
88,mauri,0.538,yleistajuinen,0.524
89,kuwalla,0.538,kalevala,0.523
90,kielioppi,0.537,kuvasto,0.523
91,kirj,0.537,merkillinen,0.522
92,kirjallisuus,0.537,suurenmoisin,0.522
93,©uomalainen,0.537,traagillinen,0.522
94,esitelmä,0.536,etewin,0.521
95,teellinen,0.536,taidehistoriallinen,0.521
96,jallisuus,0.535,historialliseen,0.521
97,hengellinen,0.533,maailmankuulu,0.521
98,kuwaus,0.533,ansiokas,0.52
99,kumaelmia,0.532,laaja,0.52
