,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,kirkkoherrakunta,0.726,maa-alue,0.823
1,raja,0.687,maa-ala,0.796
2,kauppala,0.677,alve,0.771
3,piiri,0.676,maakaistale,0.726
4,alueen,0.659,maapalsta,0.722
5,alueesen,0.653,maan-ala,0.712
6,piiriin,0.649,takamaa,0.702
7,kaupunti,0.64,raja,0.693
8,kylä,0.627,ajotie,0.693
9,hautausmaa,0.621,alueesta,0.691
10,ruhtinaskunta,0.621,maapala,0.688
11,piirikuntaa,0.618,aluetta,0.688
12,ympäristö,0.618,alne,0.687
13,piirikunta,0.615,alueeseen,0.676
14,saari,0.611,maakunta,0.675
15,kappeli,0.609,maalunta,0.674
16,asema,0.609,satamapaikka,0.674
17,rukoushuone,0.602,maanala,0.666
18,maa-ala,0.6,maakappale,0.666
19,kokouspaikka,0.597,saariryhmä,0.665
20,rajalla,0.596,tienoo,0.662
21,kirkonkylä,0.595,eteläisin,0.662
22,bulgaria,0.595,palsta,0.661
23,rajana,0.591,mesistö,0.659
24,maakunta,0.59,alueesen,0.657
25,kyla,0.587,satamakaupunki,0.655
26,seutu,0.586,pohjoispuoli,0.653
27,luoto,0.586,eteläinen,0.649
28,järwi,0.581,seutu,0.645
29,kaupunki,0.581,metsämaa,0.645
30,kihlakunta,0.571,piiri,0.644
31,piirikuntaan,0.57,metsäpalsta,0.643
32,hiippa,0.567,tasanko,0.642
33,suunta,0.566,ylänkö,0.642
34,linja,0.562,lullumäylä,0.639
35,maaseurakuntaan,0.557,merimerkki,0.639
36,saaristo,0.557,linnoitus,0.638
37,roälillä,0.557,alueen,0.637
38,alueella,0.552,sotasatama,0.634
39,kaupuuki,0.55,kaupungin-osa,0.634
40,satama,0.549,lastauspaikka,0.633
41,kihlakunnat,0.547,länsipuoli,0.633
42,pohjoisin,0.547,laituri,0.632
43,kirkkoherrakuntaan,0.546,alueet,0.63
44,paikka,0.544,tonttimaa,0.629
45,linna,0.542,alueella,0.629
46,lahko,0.539,puisto,0.629
47,maaseurakunta,0.539,piirikunta,0.628
48,kulma,0.537,asema,0.624
49,joki,0.536,alueeksi,0.623
50,maantie,0.534,eteläpuolelle,0.622
51,erinäiseksi,0.534,vesistö,0.621
52,pitäjäksi,0.534,puistoksi,0.621
53,maaseura,0.533,kylätie,0.621
54,itäpuolelle,0.531,eteläpuoli,0.62
55,kirkkoherrakunnaksi,0.53,aiema,0.619
56,tuomio-,0.53,maanosa,0.618
57,pohjoispuolella,0.53,asemapaikka,0.618
58,eteläpuolella,0.53,wesistö,0.617
59,kirkko,0.528,liikamaa,0.617
60,emäseurakunnasta,0.527,itäpuolinen,0.617
61,tuomiokuntaan,0.527,tulliasema,0.615
62,piirin,0.526,jokilaakso,0.615
63,pääkaupunki,0.525,läntisin,0.615
64,laaja,0.522,lähtökohta,0.614
65,torni,0.522,laupunki,0.614
66,järmi,0.521,rakennustapa,0.612
67,aluetta,0.52,palotorni,0.612
68,paikkakunta,0.518,niemeke,0.612
69,sotajoukko,0.518,alaltaan,0.611
70,tirtto,0.517,kaupunginosa,0.609
71,itsenäisyys,0.516,keskuspaikka,0.606
72,maltakunta,0.516,tilus,0.606
73,mcro,0.516,alueineen,0.604
74,rajalta,0.514,lohkaistu,0.604
75,pitäjäs,0.514,lakeus,0.604
76,piirissä,0.513,pohjoisrannalla,0.604
77,näsi,0.512,keskiosa,0.603
78,eteläpuolelle,0.511,rakennusryhmä,0.602
79,kihlakuntaan,0.51,laupunti,0.602
80,rajaa,0.51,linja,0.601
81,hippa,0.51,yhdyskunta,0.601
82,piiristä,0.509,eteläpuolella,0.6
83,postinkulku,0.509,niemimaa,0.6
84,laakso,0.509,humila,0.6
85,alueelle,0.508,eteläosa,0.6
86,linnoitus,0.508,pohjoispuolelle,0.599
87,pitäjääsen,0.507,itäpuoli,0.599
88,taupunti,0.504,ajosilta,0.597
89,ahmenanmaan,0.504,pinta-ala,0.597
90,nuijamaan,0.503,pohjoisosa,0.597
91,kaupungiksi,0.503,möljä,0.596
92,pitäjä,0.502,maa-alaan,0.596
93,sotamoima,0.501,koillispuolella,0.596
94,valtakunta,0.501,laajuudeltaan,0.596
95,rakentaminen,0.501,asutus,0.595
96,läntiseen,0.5,palstatila,0.595
97,asemapaikka,0.5,matalikko,0.594
98,kauppalaa,0.499,toiminta-ala,0.594
99,rajalle,0.499,itäpuolelle,0.592
