,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,alamainen,0.598,ent,0.671,eutinen,0.775
1,kisälli,0.574,kaartilainen,0.668,enlinen,0.746
2,seppä,0.567,kristian,0.667,entinm,0.736
3,otto,0.545,cnt,0.662,silloinen,0.647
4,august,0.534,gustaw,0.636,cnt,0.638
5,muutettu,0.526,eut,0.632,ent,0.627
6,mestari,0.524,alaupseeri,0.624,nykyinen,0.62
7,lindberg,0.523,fabian,0.621,upporikas,0.614
8,blom,0.52,israel,0.617,eut,0.605
9,lääkäri,0.519,nimeltänsä,0.615,manhcmpi,0.604
10,oskar,0.518,henrik,0.612,lohun,0.598
11,kauppamiehen,0.509,kustaa,0.61,aatelinen,0.596
12,wilhelm,0.508,kaarle,0.607,nytyinen,0.595
13,ritari,0.508,filip,0.605,loses,0.595
14,nimitetty,0.505,wilhelm,0.603,nykynen,0.593
15,maamittari,0.505,efraim,0.603,emmanuel,0.591
16,ström,0.501,josef,0.602,edesmennyt,0.587
17,kari,0.499,ulrik,0.597,nuorempi,0.586
18,gustaf,0.498,wiktor,0.596,nikolaus,0.585
19,karl,0.491,emanuel,0.595,pamel,0.584
20,adolf,0.488,kustawi,0.595,wauhempi,0.583
21,talonisäntä,0.487,isat,0.593,iäkäs,0.582
22,kutsuttu,0.486,henrit,0.59,demetrius,0.582
23,juhana,0.485,gabriel,0.588,ijäkäs,0.579
24,merimies,0.485,anton,0.588,nylyincn,0.577
25,erik,0.484,lohau,0.586,ponvari,0.575
26,wiralle,0.484,joakim,0.584,gnt,0.574
27,nimis,0.484,reinhold,0.583,ijätäs,0.573
28,sakari,0.484,nimeltään,0.582,maratas,0.566
29,kaarlo,0.483,talonomistaja,0.58,ctcmä,0.566
30,emil,0.483,lindqmist,0.58,cut,0.563
31,kapteini,0.482,jakob,0.578,sillomen,0.562
32,viralle,0.482,johan,0.578,fraus,0.561
33,frosterus,0.482,joel,0.578,edivard,0.56
34,leski,0.48,korpraali,0.575,manhempi,0.56
35,herman,0.479,fredrik,0.575,toimelas,0.557
36,kaarle,0.476,henril,0.575,monimuotinen,0.555
37,mamselli,0.475,abraham,0.573,ferdinand,0.553
38,gustaw,0.474,wasili,0.573,luhn,0.552
39,edesmenneen,0.474,kirjuri,0.572,gabriel,0.551
