,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
40,konsuli,0.474,simon,0.572,cräö,0.55
41,nils,0.473,vilhelm,0.569,paulinus,0.549
42,lund,0.473,aatolf,0.569,sikäläinen,0.549
43,trenki,0.472,mikael,0.568,ijäläs,0.548
44,mainio,0.472,eerik,0.568,wanhempi,0.547
45,samuel,0.471,pihl,0.568,edmard,0.547
46,henrik,0.47,markus,0.567,stefan,0.546
47,gabriel,0.467,fridolf,0.567,maralas,0.545
48,fredrik,0.466,arwid,0.566,mainio,0.544
49,nykyinen,0.466,anders,0.565,nossi,0.541
50,pispa,0.465,palwelewa,0.565,armenialainen,0.541
51,anders,0.464,gustalv,0.565,mielenmikainen,0.541
52,nimismies,0.462,kustami,0.564,salomon,0.54
53,luostarin,0.461,gnstam,0.564,änders,0.539
54,suutari,0.46,alsel,0.563,hcnril,0.539
55,toht,0.46,joseph,0.563,walentin,0.539
56,kustaa,0.459,maunu,0.562,jaakob,0.537
57,abraham,0.459,edward,0.561,robert,0.534
58,hoitajaksi,0.458,ompelia,0.558,nylyinen,0.534
59,simon,0.458,konstantin,0.558,apraham,0.533
60,kapten,0.456,niiles,0.558,mämy,0.533
61,teri,0.456,arthur,0.557,niminen,0.532
62,carl,0.455,mattias,0.556,kristian,0.532
63,torniossa,0.453,soljan,0.556,fredrik,0.531
64,elisabeth,0.452,gustaa,0.554,ishan,0.53
65,wainajan,0.452,juhan,0.553,peel,0.53
66,ruotsalainen,0.451,luonas,0.552,vanhempi,0.528
67,professori,0.45,iwar,0.551,elsassilainen,0.528
68,hoitaja,0.45,gnstaf,0.55,frediil,0.528
69,kauppamies,0.45,söderholm,0.55,moniwuotinen,0.528
70,lind,0.449,michael,0.549,marakas,0.528
71,lindström,0.449,oustam,0.549,osuma,0.527
72,kreiwi,0.449,erland,0.548,mestari,0.527
73,mikkeli,0.447,malakias,0.548,loscf,0.526
74,jakob,0.447,maurits,0.548,jooseppi,0.526
75,tari,0.447,renli,0.548,eteivä,0.525
76,tuomari,0.447,salomon,0.548,abolf,0.525
77,katarina,0.445,merikapteeni,0.547,eras,0.525
78,niminen,0.445,leander,0.546,bry,0.524
79,oppilas,0.444,trenli,0.546,etelvä,0.524
80,työmies,0.442,inhana,0.544,urbanus,0.524
81,torppari,0.441,nikodemus,0.544,frcdrit,0.524
82,ensimmäinen,0.44,muonamies,0.544,klemens,0.524
83,johannes,0.44,fredrit,0.543,irju,0.523
84,pietar,0.44,heikkomielinen,0.543,filemon,0.522
85,edward,0.439,sigfrid,0.542,eräs,0.522
86,greiwi,0.439,erik,0.541,träs,0.522
87,viktor,0.438,bror,0.541,vasili,0.521
88,rusthollari,0.438,nuel,0.541,erös,0.521
89,kuuluisa,0.437,cut,0.54,wanhcmpi,0.521
90,nimitettiin,0.437,puukhollari,0.54,augnst,0.521
91,malm,0.436,trenti,0.539,urhokas,0.521
92,pietari,0.436,feodor,0.538,stefanus,0.521
93,josef,0.436,junkkari,0.537,titus,0.521
94,paroni,0.435,adam,0.536,lohau,0.52
95,robert,0.434,adolf,0.536,fabian,0.52
96,waasassa,0.433,dawid,0.536,virolainen,0.52
97,holm,0.431,kasper,0.535,kuuluisa,0.519
98,fredrika,0.431,trcnki,0.535,abdon,0.519
99,promasti,0.43,adrian,0.534,tomas,0.519
