,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,akatemian,0.687,akademia,0.861
1,yliopisto,0.635,tiedeakatemia,0.823
2,haara-osasto,0.6,akatemian,0.732
3,yliopiston,0.592,tiedeakatemialle,0.731
4,alkeisopisto,0.591,kunnallisneumosto,0.7
5,yliopistossa,0.59,tiedeseura,0.698
6,lysein,0.586,taideyhdistys,0.68
7,merikoulu,0.584,temian,0.676
8,pipliaseura,0.584,muinaismuistoyhdistys,0.674
9,normalikoulu,0.578,yliopisto,0.673
10,tiedeseura,0.576,tiedeakatemian,0.673
11,yli-opiston,0.57,akatemialle,0.669
12,mopiston,0.57,muinaismuisto-yhdistys,0.669
13,oppikoulu,0.568,akate,0.667
14,opisto,0.566,akatemiassa,0.664
15,akatemiassa,0.564,konsistorio,0.654
16,kauppakoulu,0.564,akademian,0.649
17,alkeis-opisto,0.56,kirjallisuusseura,0.641
18,taiteilija,0.56,kaupunginhallitus,0.637
19,pipliaseuran,0.56,kansalliskokous,0.634
20,realikoulu,0.56,taideakatemian,0.632
21,teaterihuone,0.559,tiedeakatemiassa,0.629
22,museoon,0.556,akatemiaan,0.629
23,opetuslaitos,0.555,kongressi,0.622
24,realitoulun,0.554,kansallismuseon,0.618
25,upsalassa,0.553,lähetysseura,0.616
26,kansanlaulu,0.553,opetusministeri,0.61
27,taide-,0.552,lääketieteellinen,0.61
28,käsityökoulu,0.552,lääketieteellisen,0.608
29,muistopatsasta,0.551,kansleri,0.605
30,taideniekka,0.548,konsistoori,0.605
31,naiskoulu,0.548,lordmayori,0.605
32,teatcri,0.547,korkeakoulu,0.604
33,dosentiksi,0.545,konsistori,0.603
34,runoilija,0.545,tonsistoori,0.601
35,kadettikoulun,0.544,tiedekunta,0.6
36,kadettikoulu,0.543,yliopistonsa,0.597
37,yliopistosta,0.543,leipzigin,0.595
38,muistopatsas,0.543,lääläriseura,0.593
39,konsistori,0.542,ylioppilaskunta,0.592
40,osakunta,0.541,puutarhaseura,0.587
41,laulukunta,0.536,kabinetti,0.585
42,kauppakoulun,0.536,parlamentti,0.581
43,tuomiokirkko,0.534,bolognan,0.581
44,haaraosasto,0.534,yliopistossa,0.579
45,tcateri,0.532,ritarikunta,0.579
46,lauluseura,0.532,ministeristo,0.576
47,kielinen,0.529,lonsistori,0.576
48,näyttelijä,0.526,dosentiksi,0.576
49,alkeis,0.525,longressi,0.574
50,teknillisen,0.525,yliopiston,0.574
51,kielioppi,0.523,duuma,0.573
52,lähetysseura,0.523,professoriksi,0.573
53,yhdistys,0.522,liittokunnan,0.571
54,seminari,0.52,historioitsija,0.571
55,tiedeseuran,0.52,taide,0.57
56,kirjallisuus,0.519,ulkoasiainministeri,0.57
57,museon,0.518,paami,0.57
58,teateri,0.517,konsistoriumi,0.568
59,lyseion,0.515,kansleriksi,0.567
60,tieli,0.513,llubi,0.567
61,tiedemies,0.511,klubi,0.566
62,museossa,0.51,lonsistoori,0.566
63,yliopistomme,0.509,yliopistot,0.566
64,tarton,0.509,yhdistys,0.565
65,tyttökoulu,0.509,maailmannäyttelyyn,0.564
66,yliopistoa,0.507,taiteilijaseura,0.564
67,professori,0.507,naisyhdistys,0.563
68,neliluokkainen,0.506,yliopistolle,0.563
69,kaksiluokkainen,0.505,sähkötoimisto,0.563
70,alkeis-opiston,0.505,bernissä,0.563
71,piplia,0.504,breslaun,0.562
72,alkeiskoulu,0.503,neuwosto,0.562
73,amanuensi,0.503,yleisesikunta,0.56
74,miopiston,0.502,oxfordin,0.559
75,runeberg,0.501,yliopista,0.559
76,ylio,0.5,rahaministeri,0.559
77,palosammutuskunta,0.499,taideteollisuusyhdistys,0.556
78,normalikoulun,0.499,riemujuhlassa,0.556
79,pip,0.498,akade,0.555
80,kirjallisuusseura,0.498,edustajatamari,0.554
81,alkeisopiston,0.497,arkkipiispaksi,0.554
82,lyseon,0.496,paawi,0.554
83,kaartia,0.495,heidelbergin,0.554
84,koron-,0.495,kongressissa,0.554
85,muinaismuisto,0.495,teollisuusnäyttely,0.554
86,kokoelma,0.495,kauppaministeri,0.552
87,realiloulun,0.494,aka,0.552
88,iltaseura,0.491,neumosto,0.551
89,lyseo,0.49,konsistoorio,0.551
90,professoriksi,0.489,lansleri,0.55
91,realikoulun,0.489,presitentti,0.549
92,lielellä,0.488,professoriisi,0.549
93,pedagogian,0.488,maailmannäyttely,0.548
94,muistopatsaan,0.488,taidenäyttely,0.546
95,lähetysseuran,0.488,tiedemies,0.546
96,perustaja,0.486,kuuingas,0.545
97,soittokunnan,0.485,taideyhdistykselle,0.545
98,kielisen,0.485,departementti,0.544
99,tutkija,0.485,katakombit,0.544
