,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
65,puhdas,0.443,termeys,0.42,alulla,0.468
66,wähäinen,0.441,loppumaisillaan,0.42,kuivaus,0.467
67,viimeinen,0.44,lukukausi,0.419,viettäminen,0.467
68,ensimäinen,0.439,tulewaisuus,0.419,herännäisyys,0.464
69,toiwo,0.438,lopussa,0.419,alkupuolella,0.463
70,laita,0.438,unelma,0.418,loppuminen,0.461
71,näköinen,0.438,ilmestyminen,0.418,surma,0.461
72,aurinko,0.437,loppn,0.417,esittäminen,0.46
73,lopussa,0.436,hupainen,0.417,tulokin,0.459
74,tapa,0.436,wiimeinen,0.416,esikoinen,0.458
75,elämä,0.435,merkillisin,0.415,kumaus,0.457
76,kohtuullinen,0.434,ilmakin,0.415,lupussa,0.456
77,täysi,0.433,raittius,0.414,seitsemännentoista,0.455
78,juoksu,0.431,syntymisestä,0.414,polemiikki,0.455
79,kirjoitus,0.431,harjoitus,0.414,purkaus,0.454
80,pimiä,0.43,meilläkin,0.413,toimotus,0.451
81,näkö,0.429,kaste,0.413,kaswullisuus,0.451
82,käyttäminen,0.428,woima,0.413,harwinaisen,0.45
83,tunnettu,0.427,sehän,0.412,wastakohta,0.45
84,esimerkki,0.426,aattona,0.412,maikulus,0.449
85,ajatus,0.426,aika,0.412,somitus,0.449
86,sisällinen,0.425,siunaus,0.412,menestys,0.448
87,luonto,0.424,juoksu,0.412,häiriö,0.448
88,kallis,0.424,kalemala,0.412,lopnlla,0.448
89,paljas,0.424,perustus,0.411,puuha,0.448
90,moima,0.423,weisu,0.411,loppu-,0.447
91,taulu,0.422,karmis,0.411,kylmö,0.447
92,tulo,0.421,alun,0.408,tnlos,0.446
93,ilma,0.419,kalewalan,0.408,alun,0.446
94,kadonnut,0.419,uskonto,0.407,sisältö,0.446
95,kewät,0.419,edistys,0.407,alkaessa,0.445
96,keksitty,0.418,lopulle,0.407,lopettaminen,0.444
97,kone,0.418,lukuhalu,0.406,aikakin,0.444
98,pysynyt,0.418,ilma,0.405,hanke,0.444
99,woitto,0.416,ensimäinen,0.405,häwitys,0.444
