,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,merkki,0.596,alkn,0.735,alkn,0.84
1,perustus,0.575,altu,0.634,altu,0.74
2,muoto,0.569,alkupuoli,0.615,allu,0.724
3,tys,0.558,loppupuoli,0.591,loppupuoli,0.608
4,muuttunut,0.541,allu,0.574,loppu,0.591
5,tarkoitus,0.537,peräinen,0.551,alkupuoli,0.588
6,kirjallisuus,0.534,hedelmä,0.541,waikutus,0.565
7,luonnollinen,0.53,loppu,0.523,alku-,0.556
8,merkillinen,0.528,alulla,0.522,loppn,0.554
9,lyhyt,0.527,almanakassa,0.515,aihe,0.546
10,laulu,0.523,aikakausi,0.514,alkuosa,0.546
11,alulla,0.518,syntyminen,0.507,ilmestyminen,0.545
12,kummallinen,0.513,ihanuus,0.493,mietto,0.54
13,meno,0.512,aine,0.493,waitutus,0.537
14,teko,0.508,suoja,0.493,wietto,0.536
15,kirkas,0.505,merkitys,0.489,wiimmeinen,0.533
16,kokemus,0.498,aineena,0.48,programmi,0.528
17,puhe,0.496,kumaus,0.478,pääjuoni,0.524
18,nimi,0.496,uudistus,0.477,luppu,0.521
19,talwi,0.495,ulkomuoto,0.476,tulos,0.515
20,tawallinen,0.494,herätys,0.472,teko,0.508
21,tamallinen,0.492,aatto,0.464,kangastus,0.507
22,kulku,0.488,kauneus,0.461,iltahetki,0.506
23,soma,0.488,waikutus,0.46,maikutus,0.506
24,kaunis,0.487,toimeentulo,0.458,ilmaantuminen,0.499
25,ihana,0.486,lyhyt,0.457,ihmetyö,0.498
26,pitkällinen,0.483,menestys,0.457,unelma,0.498
27,tasainen,0.483,tarkotus,0.456,alfu,0.497
28,aine,0.482,teko,0.455,pimeneminen,0.497
29,ehto,0.481,lukeminen,0.451,päänumero,0.496
30,woima,0.481,rekikeli,0.451,toisinto,0.493
31,perustettu,0.48,ilmiö,0.451,juoni,0.492
32,lämmin,0.479,maikutus,0.448,loistokohta,0.492
33,kaltainen,0.473,pohjana,0.446,herääminen,0.492
34,sywä,0.473,nuotti,0.446,ennustus,0.49
35,kolkko,0.473,riita-asia,0.444,lvaikutus,0.489
36,omituinen,0.471,merkki,0.442,altn,0.489
37,kuwa,0.47,päätarkoitus,0.441,keskipaikoilla,0.489
38,erinomainen,0.468,meillä,0.44,ilmiö,0.488
39,liikunto,0.467,kaunistus,0.44,aikakausi,0.488
40,eroitus,0.465,pyhyys,0.435,enteitä,0.488
41,koetus,0.464,kirjainen,0.435,liitteeksi,0.482
42,siwulla,0.464,ydin,0.435,wailutus,0.482
43,alainen,0.463,ihana,0.435,käännekohta,0.481
44,wahwa,0.461,muisto,0.434,waikntus,0.481
45,selitetty,0.46,sointu,0.434,loppupuolella,0.481
46,lasku,0.46,nimikin,0.432,waikutns,0.481
47,selwä,0.459,lukutaito,0.431,kuwaus,0.48
48,lause,0.459,selkeä,0.43,kahdeksannentoista,0.48
49,laatu,0.458,terweys,0.43,syntyminen,0.479
50,seuraawa,0.457,ansio,0.429,maitutus,0.479
51,kylmyys,0.455,tapainen,0.428,waellus,0.479
52,suloinen,0.454,juhla,0.427,toiwe,0.476
53,yleinen,0.453,kaunis,0.427,käänne,0.474
54,kylmä,0.453,soitanto,0.426,vaikutus,0.474
55,010,0.451,tämähän,0.426,nmmeinen,0.473
56,muutos,0.45,hedelmänä,0.425,kukoistus,0.473
57,suomalaisilla,0.45,muoto,0.425,keskiwaiheilla,0.472
58,loppunut,0.449,alussa,0.424,koetus,0.472
59,seuraus,0.448,ihanin,0.422,takatalwi,0.471
60,täytetty,0.448,alkuna,0.422,yritys,0.47
61,taiwas,0.447,loppupuolella,0.421,näyttönumero,0.469
62,yö,0.446,homma,0.421,alussa,0.469
63,walo,0.446,lasku,0.421,alkupuolen,0.468
64,tähti,0.446,talwi,0.421,vietto,0.468
