,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,ehdotus,0.821,lansunto,0.91
1,ehdoitus,0.797,lausunta,0.878
2,esitys,0.793,lausuuto,0.876
3,chdoitus,0.756,lansnnto,0.868
4,mietintö,0.75,lausnnto,0.866
5,ehdotns,0.726,lausunlo,0.839
6,lausunnosta,0.72,ehdotus,0.822
7,lausuntoa,0.72,esitys,0.809
8,ehdotuksesta,0.715,ehdoitus,0.802
9,pyyntöesitys,0.713,ehdoilus,0.788
10,esityö,0.702,ehdotns,0.77
11,mietinnöstä,0.699,ehdoms,0.759
12,anomus,0.697,esityö,0.758
13,pyyntö-esitys,0.695,ehdoius,0.758
14,päätös,0.689,chdoitus,0.757
15,pyyntö,0.687,esilys,0.756
16,lause,0.68,lausunt,0.756
17,miete,0.68,ehdolus,0.755
18,lausunnon,0.668,ebdotus,0.749
19,ehdoitulsesta,0.666,laufunto,0.747
20,ehdoituksesta,0.658,lausuntoa,0.742
21,vastalause,0.641,ehboitus,0.736
22,mietintönsä,0.635,anomus,0.73
23,esityksestä,0.635,ehdoitutsesta,0.725
24,pöytäkirja,0.631,lausunnon,0.724
25,lysymys,0.63,ehdoitns,0.722
26,lausuntonsa,0.63,pääiös,0.718
27,vuosikertomus,0.629,lausuutoa,0.715
28,pyyntö-esityksestä,0.624,chdotns,0.715
29,selitys,0.621,esiiys,0.71
30,tarkastettamaksi,0.618,chdolus,0.705
31,tilinteko,0.616,ehdows,0.705
32,kysymyksestä,0.616,lansnntoa,0.705
33,tarkastettawaksi,0.615,kirjelmä,0.704
34,kysymys,0.614,lertomns,0.702
35,sunto,0.61,ehdotuksesta,0.702
36,säädylle,0.6,päätös,0.7
37,ehdotuksen,0.6,ehdutus,0.698
38,esittely,0.599,selwitys,0.692
39,esityksen,0.597,ehdotu,0.69
40,wahwistettawaksi,0.596,mietintö,0.689
41,määräys,0.596,selitys,0.688
42,talonpoikaissäädyssä,0.592,selmitys,0.688
43,järjestämisestä,0.589,laatima,0.688
44,wuosikertomus,0.588,lcrtomus,0.686
45,esitystä,0.588,lausuntaa,0.685
46,päätöksestä,0.585,ehdotutsesta,0.683
47,ehdoitutsesta,0.584,hdotus,0.683
48,kertomus,0.583,pöytäkirjanote,0.682
49,käsiteltäwäksi,0.583,päälös,0.682
50,lauseensa,0.583,ehbotus,0.682
51,tarkastuksesta,0.582,pohjustus,0.682
52,lakimaliokunnan,0.58,pöytäkirja,0.681
53,dotus,0.58,ehdotulsesta,0.678
54,doitus,0.58,tertomus,0.677
55,porwarissäädyssä,0.579,lansuntoa,0.675
56,käsiteltämäksi,0.578,chdoituksesta,0.673
57,tysymys,0.576,esitysehdotus,0.673
58,tarkastettavaksi,0.575,anomns,0.672
59,muutoksesta,0.573,pyynlö,0.672
60,protokolla,0.572,lirioitus,0.671
61,perusteista,0.571,ehdotukselta,0.668
62,suostumus,0.571,muutosehdotus,0.667
63,valtio-,0.571,anomusehdolus,0.666
64,myöntämä,0.571,yhteensomitusehdotus,0.665
65,pappissäädyssä,0.571,lausunnosta,0.665
66,ehdoituksen,0.567,lerlomus,0.664
67,suunnitelma,0.566,alustus,0.662
68,maltio-,0.566,kertomus,0.662
69,hylväksyttiin,0.565,selonteko,0.662
70,lausunnossa,0.564,lausunloa,0.661
71,waltio-,0.564,mietinlö,0.661
72,tehoitus,0.563,väätös,0.661
73,pyyntö-esityksiä,0.563,pyyntö,0.659
74,tilintarkastajain,0.562,sunto,0.659
75,päätettäwäksi,0.561,esitys-ehdotus,0.658
76,mietintöön,0.561,mietinnöstä,0.656
77,ehdottama,0.56,lertomus,0.655
78,lausunnot,0.56,perustelu,0.655
79,tutkijakunta,0.559,selilys,0.652
80,laki-,0.555,ehdoitulsesta,0.651
81,lausetta,0.554,hywäksyttäwälsi,0.651
82,hallinnosta,0.553,lausnntoa,0.65
83,hywätsyttiin,0.553,kyiymys,0.648
84,tutkittawaksi,0.552,yhteensowitusehdotus,0.648
85,hyväksyttiin,0.551,sclmitys,0.647
86,säännöille,0.551,ohjesääntö,0.647
87,tarkastamisesta,0.55,anumus,0.645
88,wahwistus,0.55,auomus,0.644
89,asetuksesta,0.549,kirjoitus,0.644
90,kirjoitus,0.549,pyyntöesitys,0.639
91,valiokunnalle,0.546,laatimasta,0.639
92,mietinnössä,0.545,anomuscsitys,0.638
93,tutkimus,0.545,ehdolulsesta,0.638
94,hymätsyttiiu,0.545,lausunnoksi,0.637
95,asetukseksi,0.544,kertomns,0.636
96,tutkijakunnan,0.544,lansnnnon,0.636
97,talousmaliokunnan,0.544,muosilertomus,0.635
98,pöytäkirjaan,0.543,ehdoitukscsta,0.635
99,maliolunnan,0.542,piirijaosta,0.634
