,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,heittää,0.68,siirtää,0.805,munttaa,0.89
1,jäädä,0.663,siirtyä,0.771,mnuttaa,0.86
2,pyrkiä,0.649,asettaa,0.762,mnnttaa,0.848
3,jättää,0.634,laittaa,0.753,siirtää,0.806
4,nostaa,0.625,asettua,0.723,siirtyä,0.768
5,miedä,0.618,jättää,0.722,nuuttaa,0.75
6,panna,0.618,heittää,0.709,muutella,0.728
7,asettaa,0.613,sijoittaa,0.694,jättää,0.722
8,johonkuhun,0.61,panna,0.692,wiedä,0.713
9,pysyä,0.609,wicdä,0.682,asettaa,0.713
10,laskea,0.609,laskea,0.679,ulotuttaa,0.711
11,kääntää,0.603,miedä,0.677,micdä,0.703
12,eroittaa,0.593,sulkea,0.67,korjata,0.698
13,wiedä,0.586,lakkauttaa,0.665,wieda,0.698
14,kutsua,0.578,poiketa,0.659,sijoittaa,0.695
15,menettää,0.578,hyljätä,0.659,laittaa,0.692
16,hakea,0.574,päästää,0.657,miedä,0.691
17,rientää,0.569,sysätä,0.653,maihtaa,0.687
18,omaan,0.566,peräyttää,0.652,häätää,0.687
19,ruweta,0.565,lyhentää,0.651,uudistaa,0.686
20,ottaa,0.557,eroittaa,0.649,ulottaa,0.683
21,kunnes,0.557,rakentaa,0.647,sysätä,0.682
22,yhdistää,0.556,kääntyä,0.647,kartoittaa,0.681
23,heitetään,0.553,purkaa,0.643,eroitlaa,0.68
24,muuttamaan,0.55,croittaa,0.64,uuttaa,0.679
25,pyrkii,0.544,muuttamaan,0.64,syöstä,0.678
26,rumeta,0.543,wiedä,0.639,rakentaa,0.678
27,nousta,0.542,perustaa,0.635,wicdä,0.675
28,muuttua,0.541,tunkeutua,0.633,sulkea,0.673
29,joutua,0.539,ehtiä,0.632,somittaa,0.673
30,käyttää,0.539,pauna,0.631,supistaa,0.672
31,kohota,0.537,lähteä,0.629,palauttaa,0.672
32,hankkii,0.537,täyttää,0.628,laskea,0.671
33,oikealle,0.537,viedä,0.628,sowittaa,0.671
34,walita,0.537,luoda,0.627,tehdä,0.67
35,heit,0.537,riistää,0.626,syrjäyttää,0.67
36,pääsee,0.533,ryhtyä,0.626,muuttua,0.665
37,luottaa,0.532,turmautua,0.626,suunnata,0.665
38,ajaa,0.532,turwautua,0.625,asettua,0.664
39,koettaa,0.53,lähettää,0.623,jätlää,0.663
40,lunastaa,0.53,jäädä,0.622,perustaa,0.662
41,hywään,0.529,työntää,0.619,eroittaa,0.662
42,säilyttää,0.527,ulottaa,0.618,lakkauttaa,0.661
43,kääntyä,0.525,turmata,0.618,laajentaa,0.661
44,säästää,0.525,korjata,0.618,wetäytyä,0.661
45,kulkea,0.523,palata,0.614,järjestää,0.66
46,mähitellen,0.522,hankkia,0.613,säilyttää,0.657
47,mieltänsä,0.522,poistaa,0.613,jätiää,0.656
48,astua,0.519,micdä,0.613,purkaa,0.656
49,kääntyy,0.519,järjestää,0.612,mieda,0.656
50,uudestansa,0.518,rumeta,0.608,sioittaa,0.655
51,waatia,0.518,hämittää,0.608,muuttamaan,0.653
52,omiin,0.517,erottaa,0.606,päästää,0.652
53,vapaasti,0.516,lawentaa,0.606,tebdä,0.652
54,päästää,0.515,käyttää,0.606,viedä,0.651
55,ryhtyä,0.514,antautua,0.605,sowiltaa,0.65
56,metää,0.514,laajentaa,0.603,jällää,0.65
57,etsiä,0.514,tarttua,0.603,muodostua,0.65
58,laittaa,0.512,maatia,0.603,rikkoa,0.65
59,perustaa,0.512,kääntää,0.603,solvittaa,0.65
60,paraite,0.511,kutsua,0.602,muuntaa,0.648
61,tarttua,0.51,lykätä,0.601,muodostella,0.648
62,korottaa,0.51,sekoittaa,0.599,lykätä,0.647
63,rakentaa,0.509,tuoda,0.599,hakea,0.646
64,kunne,0.509,matkata,0.598,lisätä,0.646
65,ottaman,0.509,supistaa,0.598,iviedä,0.646
66,joutuu,0.503,peruuttaa,0.595,heittää,0.646
67,panemaan,0.502,katsoa,0.595,metäytyä,0.646
68,suojella,0.501,tunkea,0.593,jäädä,0.645
69,kumminki,0.501,katkaista,0.593,erottaa,0.644
70,malmistaa,0.5,sowittaa,0.591,lähettää,0.642
71,toimiin,0.499,vaatia,0.589,rajoittaa,0.641
72,rupeaa,0.498,matkustaa,0.589,sultea,0.641
73,kadottaa,0.498,pyrkiä,0.588,lytätä,0.641
74,erilleen,0.498,tehdä,0.588,jältää,0.64
75,wetää,0.498,aukaista,0.588,tunkea,0.639
76,häwittää,0.497,ajaa,0.587,palata,0.639
77,panee,0.497,muuttua,0.586,muuttaisi,0.639
78,tuoda,0.497,säilyttää,0.586,peruuttaa,0.638
79,uusiin,0.497,pilata,0.585,aslua,0.638
80,kokea,0.495,tehä,0.583,pernstaa,0.636
81,hallita,0.495,somittaa,0.583,iättää,0.635
82,kannattaa,0.494,mahtua,0.582,pitentää,0.634
83,pohjalle,0.493,nimittää,0.58,nimittää,0.634
84,suoraan,0.493,kustantaa,0.577,naida,0.633
85,tnlla,0.488,pyyhkiä,0.575,pitkittää,0.633
86,hoitaa,0.488,anastaa,0.575,poistaa,0.631
87,tapahtua,0.487,kartoittaa,0.575,kääntyä,0.631
88,pakottaa,0.487,tnlla,0.574,jättöä,0.631
89,täyttää,0.486,häwittää,0.574,peräyttää,0.63
90,jaksaa,0.485,säilyä,0.574,täyttää,0.63
91,miseen,0.485,ruweta,0.574,alistaa,0.63
92,löytää,0.483,palauttaa,0.573,korottaa,0.629
93,itseensä,0.482,lakata,0.572,luoda,0.628
94,tabi,0.482,nostaa,0.572,lamentaa,0.628
95,saada,0.481,ohjata,0.571,työntää,0.627
96,katsomatta,0.481,rajoittaa,0.57,raiwata,0.627
97,parantaa,0.48,puuttua,0.569,kiirehtiä,0.627
98,pysymään,0.477,otaksua,0.568,waihtaa,0.625
99,edespäin,0.476,muodostaa,0.568,puistaa,0.625
