,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,talonmiehen,0.563,ehdotus,0.741,päälös,0.934
1,malit,0.558,määräys,0.733,pääiös,0.902
2,kiteen,0.553,pöytäkirja,0.718,paatos,0.881
3,talonmies,0.549,esitys,0.712,väätös,0.881
4,konn,0.546,ehdoitus,0.698,päätäs,0.798
5,talollisen,0.54,suostumus,0.694,malitus,0.769
6,kihlak,0.515,lausunto,0.689,walilus,0.755
7,kunink,0.5,tuomio,0.685,chdotns,0.751
8,torpparin,0.497,anomus,0.684,muutosehdotus,0.744
9,talonpojan,0.488,välipäätös,0.683,määräys,0.733
10,lakikunnassa,0.481,sääntö,0.679,ehdotus,0.732
11,sam,0.477,chdoitus,0.673,ehdoilus,0.729
12,perintö,0.476,protokolla,0.672,pöytäkirja,0.729
13,käräjä,0.474,asia,0.663,päätöskin,0.727
14,kihlakunnan,0.472,esityö,0.66,ehdotns,0.727
15,este,0.472,ehdotns,0.657,valitus,0.724
16,wali,0.468,päätöksestä,0.651,päätöksestä,0.724
17,oik,0.46,juttu,0.642,ehdoitus,0.719
18,kauppiaan,0.458,äänestys,0.64,chdoitus,0.715
19,tuomarille,0.456,päätön,0.637,malilus,0.712
20,kappeli,0.454,miete,0.633,tuomio,0.707
21,ikaalisten,0.454,lysymys,0.632,ehdoitns,0.707
22,hoitaja,0.453,muutos,0.617,walitus,0.706
23,jutussa,0.453,tutkimus,0.616,lausuuto,0.703
24,nimismies,0.452,tutkittamaksi,0.61,lausunto,0.7
25,tilasta,0.452,myönnytys,0.609,sopimuskirja,0.698
26,euran,0.45,tös,0.607,malitns,0.691
27,liperin,0.448,pyyntöesitys,0.601,äänestys,0.681
28,per.,0.447,tysymys,0.6,maatimus,0.68
29,juho,0.447,wahwistettawaksi,0.599,alitus,0.679
30,talonp,0.445,tutkittawaksi,0.598,esitys,0.678
31,pit,0.445,päättäminen,0.597,päätö,0.677
32,kutsumus,0.445,lotous,0.596,chdolus,0.676
33,pitäjäs,0.443,valitus,0.594,asia,0.676
34,lautamies,0.443,pyyntö,0.594,ehdoms,0.675
35,lesken,0.44,lirje,0.591,säätyanomus,0.668
36,kirkonkylässä,0.439,tolous,0.589,ehdolus,0.668
37,jako,0.437,ehdoitulsesta,0.588,anomus,0.667
38,juhana,0.437,julistus,0.587,ehdows,0.665
39,ntena,0.437,lolous,0.586,ehdutus,0.664
40,ilomantsin,0.435,pykäle,0.586,lansunto,0.664
41,kappelista,0.433,vaatimus,0.585,ehboitus,0.662
42,d.,0.432,wahwistus,0.585,ohjesääntö,0.662
43,lohtajan,0.43,ratkaistamaksi,0.585,selwitys,0.66
44,syysk,0.429,walitus,0.582,kuolemantuomio,0.657
45,liedon,0.428,lause,0.581,lausunta,0.657
46,nimismiehen,0.427,vastalause,0.581,waatimus,0.656
47,kr,0.426,päätöstä,0.579,lainehdotus,0.655
48,halikon,0.426,pyyntö-esitys,0.578,ehdokaslista,0.655
49,längelmäeltä,0.425,kutsumus,0.578,esityö,0.654
50,sestä,0.424,malitus,0.577,tnomio,0.654
51,maalisk.,0.423,päällekantaja,0.576,myönnytys,0.652
52,litin,0.423,kielto,0.575,lansnnto,0.651
53,janakkalan,0.423,ehdotuksesta,0.575,päätöstä,0.651
54,kylästä,0.421,mastans,0.573,päätökselle,0.649
55,kcsäk,0.419,tirje,0.572,ebdotus,0.649
56,pietar,0.417,päätöksessä,0.572,pöytälirja,0.648
57,käräjät,0.417,syytös,0.571,tös,0.647
58,adam,0.416,lisäys,0.571,wälipäätös,0.647
59,sääksmäen,0.414,tuttittawaksi,0.57,päätötsestä,0.646
60,lokak,0.414,afia,0.568,mahmistus,0.646
61,asikkalan,0.414,käsky,0.565,wastalause,0.645
62,tilalla,0.413,pykälä,0.564,ehdoius,0.644
63,ammatti,0.413,kysymys,0.563,tutkiuto,0.643
64,kylässä,0.411,tutkinto,0.562,pöytätirja,0.643
65,nummen,0.411,ohjesääntö,0.558,sääntö,0.643
66,proklaama-,0.411,päätökset,0.556,anomns,0.642
67,ösa,0.411,wäitös,0.556,esiiys,0.641
68,ero,0.409,tarkastettawaksi,0.555,laki-ehdotus,0.641
69,ristiinan,0.409,kirjoitus,0.554,riitajuttu,0.64
70,perillisille,0.409,kuulutus,0.553,roalitus,0.639
71,nurmeksen,0.408,dotus,0.551,päätöksessä,0.638
72,tuomarin,0.407,asetns,0.551,lvalitus,0.638
73,wastaus,0.407,syyttäjä,0.551,auomus,0.636
74,oikeuteen,0.407,ratkaiseminen,0.55,syytös,0.636
75,toukkok,0.407,selitys,0.549,rattaistawaksi,0.635
76,pitäjä,0.407,mietintö,0.548,loppupäätös,0.633
77,pitäjäksi,0.405,sopimus,0.546,toimenpide,0.633
78,kuuluma,0.403,perustuslaki,0.545,selmitys,0.631
79,jämsän,0.403,mielipide,0.544,tielto,0.631
80,i6,0.403,päätettämäksi,0.541,päätökset,0.631
81,marrask,0.403,oikeudessa,0.54,esilys,0.63
82,ötä,0.402,waatimus,0.54,päätöswalta,0.63
83,sääntö,0.401,säännös,0.54,kielto,0.628
84,wilh,0.401,tehoitus,0.539,waali,0.627
85,tuomari,0.401,kontrahti,0.539,muutos-ehdotus,0.627
86,joulut,0.4,pöytäkirjaan,0.538,wahwistus,0.627
87,päätöksiä,0.399,mirasto,0.537,myöntymys,0.626
88,konkursi-asioita,0.399,päätökselle,0.534,ratkaistamalsi,0.626
89,heinäk,0.398,tarkastus,0.534,sopimus,0.626
90,p..,0.398,rikos,0.533,ehbotus,0.625
91,herman,0.397,ratkaistawaksi,0.533,anomus-esitys,0.625
92,otto,0.397,lokous,0.531,kirjelmä,0.624
93,uudenkirkon,0.396,puhe,0.53,säädös,0.624
94,hauhon,0.395,kokons,0.53,waatimns,0.624
95,tz,0.395,ehdoituksesta,0.53,perustelu,0.623
96,joulukuussa,0.394,asetus,0.529,pyyntö,0.623
97,kaup,0.393,päätökseksi,0.529,äänestyslista,0.621
98,petter,0.393,vaatimuksesta,0.525,asiakirja,0.621
99,rusthollari,0.392,kanne,0.525,päätöksen,0.621
