,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,ulkonainen,0.793,ihmisellinen,0.887
1,maallinen,0.793,ulkonainen,0.811
2,järjellinen,0.753,maailmallinen,0.805
3,kristillisyys,0.747,aistillinen,0.775
4,kansallinen,0.745,jumalallinen,0.77
5,viisaus,0.737,pelkkä,0.768
6,välikappale,0.73,simeellinen,0.761
7,jumalanpelko,0.728,simeellincn,0.754
8,sisällinen,0.723,simecllinen,0.753
9,nöyryys,0.716,eläimellinen,0.752
10,päämaali,0.715,todellinen,0.752
11,kuuliaisuus,0.713,siweellinen,0.746
12,täydellisin,0.711,maallinen,0.741
13,yhteiskunta,0.707,sisällinen,0.739
14,pelkkä,0.702,yhteiskunnallinen,0.734
15,luonnollinen,0.702,elimellinen,0.728
16,totinen,0.699,siveellinen,0.725
17,lvoima,0.699,hetkellinen,0.721
18,silvistys,0.698,järjellinen,0.72
19,ruumiillinen,0.698,sisäinen,0.717
20,rehellisyys,0.698,ihmisyys,0.713
21,rikkaus,0.697,aineellisuus,0.712
22,nero,0.695,luonnollinen,0.707
23,pahuus,0.693,ruumiillinen,0.705
24,yksimielisyys,0.692,yksilöllinen,0.702
25,senkaltainen,0.692,yksipuolinen,0.702
26,jumalallinen,0.69,kuolematon,0.701
27,aineellinen,0.689,moraalinen,0.701
28,yhteiskunnallinen,0.687,synnynnäinen,0.7
29,miisaus,0.686,kansallinen,0.7
30,woimallinen,0.683,symällinen,0.7
31,hartaus,0.682,moimallinen,0.699
32,itsenäinen,0.68,mikään,0.699
33,sisällisesti,0.68,ideaalinen,0.698
34,mielenlaatu,0.679,ylemämpi,0.695
35,luottamus,0.678,yliluonnollinen,0.694
36,määryys,0.677,itsekäs,0.694
37,rattans,0.677,itselläisyys,0.693
38,raakuus,0.676,pintapuolinen,0.689
39,järki,0.67,isänmaanrakkaus,0.689
40,kansallisuus,0.67,ihanteellinen,0.689
41,rakkaus,0.669,näennäinen,0.688
42,malttamaton,0.669,simcellinen,0.688
43,wälttämätöin,0.669,woimallinen,0.687
44,olemus,0.667,aatteellinen,0.684
45,kansakunta,0.666,itsessään,0.684
46,pyhin,0.665,ajallinen,0.684
47,ihmisellä,0.664,sopusuhtainen,0.681
48,pyhyys,0.664,persoonallinen,0.681
49,siwistys,0.664,nöyryys,0.68
50,mätöin,0.663,isänmaanratkaus,0.68
51,henkinen,0.662,ihmiskunnassa,0.679
52,luonne,0.661,poliitillinen,0.678
53,lujuus,0.66,hyme,0.678
54,hyödytön,0.66,voimallisin,0.677
55,nurja,0.659,pintapuolisuus,0.676
56,turmelus,0.659,epäkristillinen,0.676
57,katsantotapa,0.659,ilmeellinen,0.675
58,itsessään,0.657,jumalisuus,0.675
59,peritty,0.656,hywe,0.675
60,kunnioitus,0.656,ylewä,0.674
61,todellinen,0.656,nykyaikainen,0.674
62,siwistynyt,0.655,epäsimeellinen,0.674
63,synti,0.655,järjetön,0.674
64,totuus,0.654,pettämätön,0.673
65,mieli-ala,0.654,uskonnollisuus,0.673
66,tunto,0.652,ihmiselämässä,0.672
67,harrastus,0.652,saastainen,0.67
68,side,0.649,jalous,0.67
69,syntinen,0.648,ahdasmielisyys,0.67
70,woima,0.647,itsekkäisyys,0.669
71,edistys,0.646,elähyttäwä,0.669
72,meissä,0.646,totinen,0.668
73,yhteiskunnassa,0.646,lihallinen,0.668
74,simeys,0.646,ihmisrakkaus,0.667
75,jalompi,0.645,uskonnollinen,0.666
76,simistys,0.645,täydellisyys,0.665
77,onnellisuus,0.644,pessimismi,0.665
78,wakawa,0.643,kasmattama,0.664
79,maltiollinen,0.643,senkaltainen,0.663
80,ihmisyyden,0.642,iankaikkinen,0.663
81,walistus,0.642,ustonto,0.662
82,ymmärrys,0.642,järkähtämätön,0.661
83,tuki,0.642,horjumaton,0.66
84,ihmisessä,0.642,inhimillisyys,0.659
85,aisti,0.641,jalompi,0.658
86,äly,0.641,käsittämätön,0.657
87,eläwä,0.639,fiweellinen,0.657
88,oikea,0.637,turmeltumaton,0.656
89,voimallinen,0.636,jumalanpelko,0.656
90,ylpeys,0.634,makamuus,0.654
91,isänmaallinen,0.634,miisaus,0.654
92,kristillinen,0.633,realistinen,0.654
93,välttämätön,0.633,luonnonlaki,0.653
94,ylemä,0.632,kumoamaton,0.652
95,uskonnollinen,0.632,voimallinen,0.652
96,täytös,0.63,ylemä,0.651
97,mikään,0.629,ihmistyö,0.65
98,laiskuus,0.629,semmoinen,0.649
99,uutteruus,0.629,rattaus,0.647
