,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,artikla,0.801,kirjoitus,0.731
1,momentti,0.712,pykälä,0.728
2,art,0.712,pykäle,0.713
3,8-,0.687,pääkirjoitus,0.705
4,pyk,0.68,artikkelin,0.697
5,pykälä,0.678,lentokirja,0.694
6,§,0.658,pytälä,0.687
7,lumussa,0.656,asiakirja,0.686
8,tz,0.651,kirjotus,0.679
9,§•,0.649,julkaisu,0.675
10,lumuu,0.644,artikkelissa,0.669
11,kys,0.643,tirjotus,0.668
12,momentissa,0.636,memoriaali,0.666
13,§.ssä,0.628,kyhäelmä,0.666
14,§8,0.62,kirjoitns,0.665
15,luwussa,0.615,lause,0.663
16,pykäle,0.612,otsake,0.66
17,mom,0.605,lentolirja,0.657
18,pykälässä,0.602,liijoitus,0.657
19,§§,0.601,kirjoilus,0.652
20,lmvun,0.598,julistus,0.65
21,8-n,0.584,momentti,0.646
22,lumun,0.58,lirjotus,0.646
23,§.n,0.578,asetusehdotus,0.643
24,oikeudenkäymiskaaren,0.578,liittokirja,0.64
25,lulvun,0.572,lentokirjanen,0.637
26,psalm,0.569,säädös,0.637
27,hymätsyttiiu,0.568,lainehdotus,0.633
28,palst,0.566,säännös,0.631
29,waiwaishoidosta,0.553,lauselma,0.63
30,ssä,0.546,lirjoitns,0.628
31,öfa,0.544,lakiehdotus,0.628
32,hylväksyttiin,0.544,manifesti,0.627
33,hymäksyttiin,0.537,kirjoitussarja,0.627
34,hymäksyttiiu,0.535,rikoslaki,0.626
35,luw,0.535,mastalause,0.625
36,säännöksiä,0.534,perussääntö,0.625
37,suojelemisesta,0.533,kyhäys,0.623
38,säädetään,0.529,otsakirjoitus,0.622
39,nnessä,0.529,vastalause,0.62
40,rikoksista,0.519,tiedon-anto,0.619
41,sääntöjä,0.519,wastalause,0.618
42,naimiskaaren,0.519,wihkonen,0.616
43,kysymys,0.518,käskykirje,0.615
44,momentin,0.515,pylälä,0.613
45,luwun,0.514,systeemi,0.612
46,hymätsyttiin,0.512,mihkonen,0.612
47,pykälästä,0.511,käännös,0.611
48,perintökaaren,0.509,lirjoitus,0.611
49,tilasto,0.504,aikakauskirja,0.609
50,lvihko,0.504,kirjanen,0.609
51,arkki,0.502,esipuhe,0.607
52,nios,0.501,mastalausc,0.607
53,sisältää,0.501,sopimuskirja,0.607
54,pöytäkirjassa,0.5,kirjainen,0.606
55,koirista,0.498,mihku,0.606
56,kaaren,0.497,sepustus,0.605
57,kirkkolain,0.496,muodostelu,0.604
58,rikoksesta,0.494,perustuslaki,0.603
59,ösä,0.494,vihkonen,0.603
60,nnessa,0.492,sanamuoto,0.603
61,dcs,0.491,asetus,0.602
62,säännöissä,0.491,kieliasetus,0.601
63,elinkeinoista,0.49,ponsilause,0.6
64,asetukseen,0.489,wihku,0.599
65,kysymykset,0.486,pääkohdissaan,0.598
66,pykälät,0.486,tirjoitns,0.597
67,hymälsyttiin,0.485,pääkirjoituksessa,0.596
68,ruhtinaskunta,0.485,lakiehdoitus,0.596
69,sääntö,0.484,nimistö,0.595
70,määräyksiä,0.484,asetuskokoelmassa,0.594
71,gal,0.482,pääkappale,0.594
72,laki,0.48,selonteko,0.593
73,hyväksyttiin,0.48,artikla,0.593
74,armollisessa,0.48,kirjoitulsessa,0.588
75,kaup.osa,0.479,lirioitus,0.586
76,perustuslaissa,0.477,painotuote,0.586
77,mihko,0.477,perustelu,0.584
78,ehdotus,0.477,teksti,0.582
79,hywätsyttiin,0.476,ukaasi,0.582
80,asetuksessa,0.476,todistuskappale,0.581
81,lakimaliokunnan,0.475,kirjoituksesta,0.581
82,rikkomisesta,0.473,wlhlo,0.58
83,säätään,0.471,tirjoilus,0.578
84,estämisestä,0.471,mastine,0.577
85,asetusta,0.471,ponsi,0.577
86,luvun,0.47,määritys,0.577
87,karkaamisesta,0.469,julistuskirja,0.575
88,wihto,0.469,ailalauslirja,0.575
89,ohjesäännön,0.467,alkulause,0.575
90,esitys,0.466,numero,0.575
91,lumusta,0.466,kumateos,0.575
92,lausunto,0.465,säe,0.572
93,lohko,0.465,nidos,0.572
94,säättynä,0.465,vihlonen,0.571
95,luokassa,0.465,tilasto,0.57
96,wihlo,0.465,värssy,0.568
97,perustuksista,0.464,märssy,0.568
98,hywäksyttiin,0.464,teos,0.568
99,maksoluokka,0.462,annostelu,0.568
