,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
60,auttaa,0.547,tahdottaisiin,0.55,ymmärrettäisiin,0.596
61,onki,0.546,ajatellaan,0.549,edislää,0.595
62,rasittaa,0.545,matkaansaattaa,0.549,wastnstaa,0.594
63,käyttää,0.545,hyödyttäisi,0.548,wastustetaan,0.594
64,saisimme,0.544,kannattamat,0.548,noudattaisi,0.592
65,etsii,0.543,puollustaa,0.547,edellyttää,0.592
66,kaipaa,0.543,autetaan,0.547,saawnttaa,0.591
67,elättää,0.542,luonnotonta,0.546,käyttäisi,0.591
68,katsoa,0.542,maatisi,0.545,rikastuttaa,0.588
69,olisikin,0.54,edullisesti,0.545,täyttäisi,0.587
70,onkin,0.54,waatii,0.545,fannattaa,0.587
71,täytyisi,0.54,maituttaa,0.545,kannattanut,0.584
72,hyö,0.54,edistäisi,0.545,auttaa,0.584
73,kaataa,0.539,häwittää,0.544,edistetyksi,0.583
74,tuntuu,0.539,lvaatii,0.544,ivaatii,0.583
75,harma,0.539,katsastaa,0.543,tarivitsee,0.583
76,hallita,0.538,waikuttaa,0.542,käyttääkin,0.582
77,maamies,0.538,säilyttää,0.542,tarmitsee,0.582
78,tarkoittaa,0.538,annostella,0.54,lawentaa,0.582
79,kärsii,0.537,hallita,0.539,kartuttaa,0.581
80,raaka,0.536,tarkoitetaan,0.538,tyydyttää,0.581
81,häwittää,0.536,luullaksemme,0.538,waslustaa,0.577
82,tulis,0.536,hoitaa,0.537,puuhattaisiin,0.576
83,säästää,0.536,kasmattaa,0.535,edistäisimät,0.575
84,tapahtuisi,0.535,marjella,0.535,nattaisi,0.574
85,tuntea,0.535,suositaan,0.534,toettaa,0.574
86,tekisi,0.535,sekoittaa,0.534,walwoisi,0.573
87,syöpi,0.534,todellisesti,0.533,ylläpitäisi,0.573
88,katselee,0.534,tarmitsec,0.531,lannattaisi,0.573
89,metää,0.534,saamuttaa,0.529,vastustetaan,0.573
90,saattaa,0.533,vähentää,0.529,tvaatii,0.571
91,rupeaa,0.533,hämittää,0.529,kannattawat,0.571
92,seuraisi,0.533,kaswattaa,0.528,kehittäisi,0.57
93,taitaisi,0.532,parjata,0.528,tarkoittaisi,0.57
94,waatii,0.531,menestyä,0.528,armostclla,0.57
95,tnlee,0.531,ajatella,0.528,käsittelisi,0.57
96,sonta,0.531,kannata,0.528,sclwittää,0.569
97,kaypi,0.53,ruotsalaisuus,0.527,vastustaisi,0.569
98,amaa,0.53,käsittäisi,0.527,sopisihan,0.567
99,paraite,0.53,itsenäistä,0.527,vastaisi,0.567
