,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,synnyttää,0.683,hyödyttää,0.676,tannattaa,0.82
1,liikuttaa,0.68,edustaa,0.67,lannattaa,0.776
2,maikuttaa,0.678,kannattaisi,0.668,kannattaisi,0.726
3,tarmitsee,0.671,ylläpitää,0.66,harrastaa,0.72
4,jaksaa,0.665,laajentaa,0.641,sietää,0.703
5,turmelee,0.664,tyydyttää,0.626,suosii,0.702
6,säilyttää,0.662,anttaa,0.623,kannatettaisiin,0.694
7,syntyisi,0.661,tarkoittaa,0.621,puollustaa,0.694
8,hyödyttää,0.641,edistää,0.611,kannatetaan,0.689
9,käsittää,0.638,käyttää,0.61,maslustaa,0.688
10,pyrkii,0.635,enentää,0.608,lannaltaa,0.684
11,tuottaa,0.635,sortaa,0.601,kannattamaan,0.677
12,estää,0.632,sietää,0.6,hyödyttää,0.676
13,kadottaa,0.623,täyttää,0.599,kannattaakin,0.674
14,eroittaa,0.613,kartuttaa,0.598,edustaa,0.674
15,saatasiin,0.606,tarlvitsee,0.598,edistää,0.668
16,armaa,0.601,tarwitsee,0.596,puolustaa,0.668
17,syöttää,0.6,harrastaa,0.594,nattaa,0.663
18,ymmärretään,0.6,koroittaa,0.594,harrastaisi,0.661
19,saataisi,0.599,rajoittaa,0.593,edistäisi,0.655
20,ymmärtää,0.593,wähentää,0.592,tarkoittaa,0.653
21,katsotaan,0.592,kannattamaan,0.589,mastustaa,0.652
22,paranee,0.589,ymmärtää,0.587,kannattamaa,0.651
23,löytää,0.586,edesauttaa,0.587,edesauttaa,0.642
24,waikuttaa,0.586,auttaa,0.585,koettaa,0.64
25,täyttää,0.58,edistyttää,0.584,edistääkseen,0.637
26,woittaa,0.577,saawuttaa,0.583,helpottaa,0.637
27,hämittää,0.576,wiljellä,0.582,kannattamalla,0.636
28,tarwitsee,0.574,jaksaa,0.581,edistyttää,0.635
29,poistaa,0.574,vaatisi,0.58,kannattamat,0.635
30,kaswaa,0.573,suosia,0.578,suosisi,0.633
31,kasmaa,0.573,käyttäessä,0.578,awustaa,0.632
32,paraiten,0.572,punnita,0.575,tukee,0.631
33,menisi,0.571,waatisi,0.575,ylläpitää,0.63
34,muuksi,0.57,auttaisi,0.573,edustaisi,0.63
35,tahdotaan,0.568,koettaa,0.573,kannattama,0.629
36,pikemmin,0.568,miljellä,0.573,kannatettama,0.629
37,itseensä,0.567,tarmitsee,0.571,mastustaisi,0.627
38,moipi,0.567,lawentaa,0.571,wastustaa,0.627
39,jäisi,0.566,paraite,0.57,amustaa,0.627
40,wälttää,0.566,muodostaa,0.569,puolustaisi,0.62
41,helposti,0.565,puolustaa,0.569,mastaisi,0.618
42,armata,0.565,kustantaa,0.568,mastustetaan,0.617
43,syyttää,0.565,ylentää,0.568,tarkottaa,0.614
44,näkisi,0.564,rasittaa,0.568,tarkoittaakin,0.614
45,kieltämme,0.563,alentaa,0.568,vastustaa,0.612
46,paljaalla,0.561,suurentaa,0.568,kannattaakseen,0.612
47,maatii,0.56,huojentaa,0.567,tyydyttäisi,0.612
48,jääpi,0.557,käsittää,0.566,kannattaisimat,0.611
49,taidetaan,0.556,täydellisemmin,0.566,laajentaa,0.61
50,ainetta,0.556,liikuttaa,0.563,pönkittää,0.609
51,parantaa,0.556,kohottaa,0.559,tarwitsce,0.607
52,ennättää,0.555,supistaa,0.558,auttaisi,0.603
53,peittää,0.554,puuhata,0.558,suosia,0.602
54,puuttuu,0.554,ajatelkaamme,0.557,mastnstaa,0.602
55,joutuisi,0.553,säästää,0.555,wastaisi,0.602
56,todistaa,0.552,parantaa,0.555,mastuslaa,0.599
57,kohota,0.55,järjestää,0.555,lamentaa,0.598
58,möisi,0.55,korottaa,0.553,helpoittaa,0.597
59,paljoutta,0.548,suosii,0.553,hyödyttäisi,0.596
