,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,ulkomainen,0.642,suomalainen,0.686
1,kansallinen,0.637,aalewa,0.679
2,suomenkielinen,0.633,lotimainen,0.678
3,oppikoulu,0.619,snomalainen,0.677
4,suomalainen,0.618,henkiwakuutusyhtiö,0.669
5,korkeampi,0.618,henkivakuutus-,0.662
6,järjestelmä,0.613,kuutus-osakeyhtiö,0.659
7,yksityinen,0.608,wakuutusosakeyhtiö,0.658
8,oppilaitos,0.598,baltilainen,0.653
9,laitos,0.591,suomalamen,0.646
10,ruotsalainen,0.585,kåleva,0.642
11,ruotsinkielinen,0.583,henliwakuutus,0.635
12,kansallisuus,0.574,jenniä,0.634
13,opetuslaitos,0.573,luutusyhtiö,0.631
14,itsenäinen,0.572,henkivakuutusosakeyhtiö,0.631
15,täydellisempi,0.572,-osakeyhtiö,0.63
16,sotalaitos,0.569,henkivakuutus,0.63
17,suomi,0.568,palovakuutus-osake,0.627
18,nusi,0.566,makuutusyhtiö,0.625
19,alhaisempi,0.559,wakuutusyhtiö,0.625
20,tieteellinen,0.558,vakuutusosakeyhtiö,0.624
21,hallitusmuoto,0.557,kuutusyhtiö,0.621
22,aimottu,0.556,merivakuutus-osakeyhtiö,0.619
23,kielikysymys,0.555,henliwaluutus,0.619
24,uusi,0.552,palolvakuutusyhtiö,0.618
25,alkeisopisto,0.552,henkiwakuutus,0.616
26,kirkollinen,0.551,henkivakuutus-osakeyhtiö,0.614
27,alkeis-opisto,0.55,henkimakuutus,0.611
28,yhdistys,0.546,ulkomainen,0.61
29,yleisempi,0.546,fennia,0.608
30,aikakauskirja,0.546,palovakuutus-osakeyhtiö,0.608
31,venäläinen,0.545,henkiv,0.608
32,nnsi,0.543,phtiö,0.607
33,naiskoulu,0.542,zuomi,0.607
34,perustuslaillinen,0.538,wakuutus-osakeyhtiö,0.604
35,realikoulu,0.537,palowakuutus-,0.604
36,normalikoulu,0.536,nordstjerna,0.603
37,yhteinen,0.536,vakuutusyhtiö,0.6
38,opisto,0.535,nuotsalainen,0.599
39,kirjallisuus,0.535,makuutus-osakeyhtiö,0.596
40,suomalaiuen,0.534,kalewa,0.596
41,perustettawa,0.53,luotettawin,0.592
42,alempi,0.53,sakeyhtiö,0.591
43,sanomakirjallisuus,0.528,waluutusyhtiö,0.59
44,elinkeino,0.528,kalelva,0.589
45,kaksiluokkainen,0.527,tapaturmavakuutus-osakeyhtiö,0.588
46,asemelmollisuus,0.527,gnfimäinen,0.588
47,teollisuus,0.526,yhtio,0.588
48,saksalainen,0.526,palonmkuutus,0.587
49,maltiollinen,0.517,kaiustokauppa,0.587
50,seminari,0.516,vakuutus-osakeyhtiö,0.584
51,suomella,0.516,osakeylitiö,0.581
52,marsinainen,0.515,palovakuutusosakeyhtiö,0.579
53,valtiollinen,0.513,wenaläinen,0.579
54,erityinen,0.512,tapaturmawakuutus,0.577
55,tcateri,0.511,pankkilaitos,0.573
56,suomessakin,0.51,suoinalainen,0.571
57,hanke,0.51,maaseututeaatteri,0.57
58,pelkkä,0.508,vakuutus-yhtiö,0.57
59,koululaki,0.508,-osake,0.569
60,ylempi,0.507,tuomalainen,0.569
61,täydellinen,0.507,-yhtiö,0.568
62,unsi,0.507,oopperaseura,0.568
63,samanlainen,0.506,tapaturma-vakuutusyhtiö,0.568
64,keksintö,0.505,suomalaiuen,0.567
65,jonkunmoinen,0.503,akuutus,0.567
66,yhteiskunnallinen,0.502,vlitiö,0.566
67,laatuansa,0.501,palowaluutus-yhtiö,0.566
68,ylhäisempi,0.501,makuutus-yhtiö,0.566
69,suomenmaa,0.498,suomalaincu,0.566
70,neliluokkainen,0.497,palomakuutusyhtiö,0.565
71,henkinen,0.496,venäläinen,0.565
72,hengellinen,0.496,palowatuutusyhtiö,0.562
73,senlainen,0.496,fennia,0.562
74,ensimäiuen,0.495,palowaluutusyhtiö,0.562
75,yhteys,0.495,tusosakeyhtiö,0.562
76,omituinen,0.495,palovakuutus,0.561
77,uudempi,0.494,dsakeyhtiö,0.559
78,teaterihuone,0.493,vakuutu,0.559
79,perustetaan,0.492,kalustokanppa,0.559
80,nykyinen,0.492,sweitsiläinen,0.558
81,semmoinen,0.49,winterthurissa,0.557
82,asewelwollisuus,0.49,henkivakuutus-yhtiö,0.557
83,ulkomaalainen,0.489,weuäläinen,0.557
84,snomi,0.489,suomalaineu,0.556
85,toimottu,0.488,hhtiö,0.555
86,wenäläinen,0.488,ybtiö,0.555
87,välttämätön,0.487,teaatteii,0.555
88,jonkunlainen,0.487,ylitiö,0.555
89,uufi,0.486,tus-yhtiö,0.554
90,kapinallinen,0.486,palovakuutus-,0.554
91,opillinen,0.486,buomalainen,0.554
92,edistys,0.485,kuutus-yhtiö,0.553
93,oikeuksiinsa,0.484,muft,0.552
94,wälttämätöin,0.484,salamander,0.552
95,isänmaallinen,0.483,henkivakuutus-osake-,0.551
96,aivoa,0.483,suomalainm,0.551
97,erinäinen,0.482,wenälainen,0.551
98,opetuskielenä,0.482,yhtiä,0.55
99,yleinen,0.481,lvälittää,0.55
