,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,puolanmaan,0.912,keisari,0.779
1,itsemaltias,0.76,ruhtinas,0.773
2,itscmaltias,0.747,hallitsija,0.769
3,itsewaltias,0.738,lcisari,0.759
4,venäjänmaan,0.697,tcisari,0.744
5,suuriruhtiuas,0.696,leisari,0.743
6,isoruhtinas,0.674,kuningas,0.736
7,suuriruhtinas,0.6,teisari,0.727
8,suuriruh,0.585,keisarikin,0.716
9,herttuatar,0.544,rnhtinas,0.716
10,riruhtinas,0.502,hallitsijapari,0.703
11,saloille,0.495,mikado,0.701
12,wladimir,0.49,ruhlinas,0.701
13,suuriruhti,0.48,keisarina,0.7
14,suuriruhtinaalle,0.477,keiiari,0.698
15,suuriruhtinaat,0.477,leifari,0.694
16,perintöruhtinas,0.477,metropoliitti,0.693
17,suuriruhtinaan,0.466,perinlöruhtinas,0.689
18,ruhtinaalle,0.464,sulttaani,0.687
19,saloissa,0.46,pcrintöruhtinas,0.686
20,vladimir,0.455,lunirgas,0.686
21,santeri,0.454,keisan,0.685
22,lahtea,0.45,suurruhtinas,0.682
23,kaartista,0.447,leisarl,0.682
24,aleksanteri,0.441,luningas,0.681
25,keisari,0.441,kcisari,0.676
26,armollisin,0.441,tuningas,0.675
27,kaarti,0.431,metropolita,0.673
28,ehtoosaarnat,0.431,suuriruhtiuas,0.673
29,kaartissa,0.431,leisar,0.672
30,waakuna,0.43,suuriruht,0.672
31,puolisollensa,0.43,metropoliitta,0.671
32,seitsemänkymmenen,0.429,lnningas,0.667
33,teisari,0.429,kunirgas,0.666
34,tinaan,0.428,suuriruhtinas,0.664
35,pohjoisen,0.428,prinssi,0.664
36,tinas,0.428,lelsari,0.663
37,aleksei,0.425,valloittaja,0.663
38,ric,0.425,valtaistuimella,0.662
39,mailalle,0.424,kisan,0.662
40,tähdestä,0.422,suuriruhlinas,0.66
41,kenraa,0.42,kuuingas,0.66
42,bel,0.419,bismarck,0.659
43,suuriruhtinan,0.419,patriarkka,0.659
44,nanmaan,0.417,shahi,0.658
45,armeijalle,0.416,.keisari,0.658
46,saloja,0.416,keijari,0.656
47,keisarinnalle,0.415,suliani,0.655
48,rajan,0.413,knningas,0.655
49,siipensä,0.413,herttua,0.653
50,lieli,0.413,ruhtiuas,0.652
51,kaartia,0.411,paami,0.652
52,nikolai,0.409,tsaarille,0.652
53,ruhtinatar,0.408,vismarck,0.651
54,wuorien,0.408,leisaii,0.651
55,makedonian,0.407,suttani,0.649
56,dmitri,0.407,bismarct,0.649
57,kiitos-,0.407,teisarin,0.646
58,ritari,0.404,kuningaskin,0.646
59,wla,0.403,keisarinna,0.645
60,krci,0.403,suuriruhtinaana,0.644
61,panlli,0.403,hallitsia,0.642
62,pääkonsuli,0.402,wenäjä,0.642
63,senaatimme,0.4,venäjä,0.642
64,ruhtinaat,0.4,sergius,0.639
65,hollantiin,0.398,leisarinna,0.639
66,ruh,0.397,kuuiugas,0.638
67,egyptiin,0.397,perintöruhtinas,0.638
68,nli,0.397,mihailo,0.637
69,luningas,0.397,suitani,0.637
70,burgin,0.396,paawi,0.636
71,hallitsijaksi,0.396,mitsh,0.636
72,wcuäjän,0.396,ruhtinatar,0.636
73,keisariksi,0.395,hallitsin,0.636
74,ministerinsä,0.395,shaahi,0.636
75,ruhtiuas,0.395,kuniugas,0.635
76,messä,0.394,perintöruhtiuas,0.635
77,menestykseksi,0.394,orlow,0.635
78,sergei,0.394,kuningatar,0.634
79,perintöruhtinaan,0.394,maltaistuimelle,0.633
80,pääkaupunki,0.393,leisarille,0.632
81,pauli,0.392,kruununprinssi,0.631
82,tiedeseura,0.39,ruhtinaana,0.63
83,keisarinnan,0.389,vapauttaja,0.63
84,fanfa,0.389,ruht,0.63
85,rajojen,0.389,luningatar,0.63
86,tuningas,0.388,lelsarl,0.627
87,upseereille,0.388,leisarin,0.626
88,liiwin,0.388,waltaistuimelle,0.626
89,kaartille,0.387,perintöruhlinas,0.625
90,pääkaupunkiin,0.387,leskikeisarinna,0.624
91,waltiolainoista,0.387,luningis,0.624
92,kuninkaansa,0.387,feifari,0.624
93,kesti-,0.387,sultaani,0.623
94,portugalin,0.387,keisari,0.622
95,kaartin,0.386,ruhtinaalle,0.622
96,edinburgin,0.386,sultani,0.621
97,lcu,0.385,ruhtinaskunta,0.621
98,armeijansa,0.384,leisaripari,0.621
99,ruhtinas,0.384,hallitsijamme,0.621
