,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,hyöty,0.786,hyöty,0.671,etu^,0.789
1,haitta,0.748,haitta,0.658,etu*,0.735
2,luulo,0.699,eroitus,0.645,etn,0.716
3,eroitus,0.685,croitus,0.624,etukin,0.609
4,woitto,0.672,etn,0.612,hyöty,0.546
5,moitto,0.668,erilaisuus,0.597,huolenpito,0.52
6,seikka,0.657,erotus,0.594,etu-,0.517
7,rikkaus,0.656,vaatimus,0.593,ctu,0.515
8,mahdoton,0.654,maatimus,0.585,turbaani,0.514
9,voitto,0.645,rasitus,0.582,kullatin,0.51
10,warma,0.641,periaate,0.568,ctn,0.51
11,moima,0.634,yhtäläisyys,0.566,työala,0.51
12,luonnollinen,0.631,suhde,0.564,näkökanta,0.504
13,hyödyllinen,0.626,menettely,0.564,haitta,0.504
14,ajatus,0.625,vääryys,0.563,hyöly,0.501
15,keino,0.622,waatimus,0.561,maalimus,0.498
16,tärkeä,0.616,tarmc,0.561,tarkoitusperä,0.489
17,seuraus,0.614,elinkeino,0.557,mukamuus,0.488
18,ansio,0.613,erimielisyys,0.555,pyrkimys,0.487
19,aine,0.605,omituisuus,0.555,lnonnollisesti,0.487
20,tarkoitus,0.594,merkitys,0.555,pyrintö,0.484
21,selwä,0.592,hankaluus,0.554,etum,0.483
22,wika,0.592,määryys,0.552,edun,0.482
23,into,0.591,suojelus,0.545,etupäässä,0.482
24,menestys,0.59,yksimielisyys,0.544,simistyslaitos,0.481
25,nähtämä,0.587,ajatus,0.536,eroitns,0.481
26,liikunto,0.585,merkityksensä,0.534,vaikutusala,0.479
27,köyhyys,0.585,ehto,0.533,etuja,0.478
28,simistys,0.584,tulemaisuus,0.53,varallisuus,0.477
29,pahin,0.58,poikkeus,0.53,simistys,0.475
30,snuri,0.58,sija,0.524,päämaali,0.475
31,luonnollista,0.573,askele,0.524,yhdysside,0.475
32,yleinen,0.571,menestys,0.522,sananmalta,0.474
33,asia,0.57,käsitys,0.522,hywinwointi,0.473
34,maakunnalle,0.569,moitto,0.521,marallisuus,0.473
35,rikos,0.567,päämaali,0.52,uhraus,0.473
36,maallinen,0.563,mahdollisuus,0.519,mukawuus,0.471
37,halu,0.563,suunta,0.518,mahdollisuus,0.47
38,epäilemättä,0.562,mapaus,0.517,maurastuminen,0.469
39,syntyisi,0.562,suhta,0.517,kielitaito,0.469
40,mahinko,0.56,warowaisuus,0.517,waileus,0.468
41,käytös,0.559,aate,0.516,käsitys,0.467
42,tapa,0.558,pyrintö,0.515,waikeus,0.466
43,nähtäwä,0.556,menetys,0.514,etujen,0.466
44,tehtämä,0.555,epäjärjestys,0.514,seikka,0.466
45,kone,0.555,rajoitus,0.512,johdonmukaisuus,0.465
46,tarpeellinen,0.555,askel,0.512,lullakin,0.464
47,tamara,0.555,luottamus,0.512,etukädessä,0.464
48,muutos,0.553,aseina,0.512,mielipide,0.464
49,kalu,0.548,kieltämättä,0.51,maatimus,0.463
50,tarmis,0.548,huolettomuus,0.508,etemyys,0.462
51,siwistys,0.546,epäkohta,0.507,edistys,0.462
52,perustus,0.546,puolustus,0.506,itsekunlin,0.462
53,jokaisella,0.545,menetystäpä,0.505,työ-ala,0.461
54,laji,0.544,mielipide,0.505,virano,0.459
55,suus,0.544,sotalaitos,0.502,kohtuuden,0.458
56,omituinen,0.543,kiusaus,0.501,etusijassa,0.458
57,huolimattomuus,0.543,mielisyys,0.501,uhraamaisuus,0.458
58,kvllä,0.543,moima,0.497,toiminta-ala,0.457
59,vahinko,0.54,mieli-ala,0.493,vaatimus,0.457
60,maallemme,0.539,seuraus,0.492,ihmisarmo,0.456
61,ulkonainen,0.537,juopa,0.491,ala,0.456
62,kuitcnki,0.536,edistyminen,0.491,suwaitsewaisuus,0.455
63,turha,0.535,tarwe,0.491,rahakanta,0.454
64,pakko,0.534,vika,0.49,äärim,0.454
65,pelko,0.532,armelu,0.49,makaumus,0.454
66,maksu,0.53,asema,0.489,jokaisella,0.453
67,paljous,0.529,vapaus,0.486,päämäärä,0.453
68,puutos,0.527,wclwollisuus,0.486,roaatimus,0.452
69,totuus,0.527,harrastus,0.486,etunsa,0.452
70,helppo,0.523,seikka,0.485,kullakin,0.452
71,tys,0.523,kansakunta,0.485,itsenäisyytemme,0.451
72,voima,0.52,riippuma,0.485,periaate,0.45
73,maakunta,0.519,wääryys,0.484,maatilkku,0.45
74,luonnosta,0.519,katsantotapa,0.484,itsekuntin,0.45
75,tapahtuisi,0.519,arwelu,0.483,itsekullakin,0.45
76,sopima,0.518,huolenpito,0.482,katsantotapa,0.449
77,mahdotoin,0.518,teino,0.481,sananwalta,0.449
78,todistus,0.518,lvoima,0.48,lemäperäisyys,0.448
79,juoma,0.517,toiminta,0.48,täsitys,0.448
80,laatu,0.517,luulo,0.48,aulius,0.447
81,muoto,0.517,näkö-ala,0.48,työnjako,0.447
82,yhtäläinen,0.516,maakunta,0.48,riippumattomuus,0.446
83,laiskuus,0.514,tarme,0.479,lanta,0.446
84,toimottama,0.514,maikutus,0.477,hyötynsä,0.446
85,teko,0.511,hämiö,0.476,wakaumus,0.445
