,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
86,seki,0.51,hulluus,0.476,tummallakin,0.445
87,kannattaa,0.509,kiitollisuus,0.474,työmaa,0.445
88,helpompi,0.509,mälttämätöin,0.473,katsantokanta,0.445
89,syy,0.508,kunnioitus,0.473,hyöiy,0.445
90,este,0.507,tanve,0.473,simislys,0.444
91,sowelias,0.505,edun,0.472,äänimalta,0.444
92,woima,0.505,paikkakunta,0.472,hankaluus,0.443
93,jako,0.504,ahdinko,0.471,kohtuuttomuus,0.443
94,melmollisuus,0.503,loukkaus,0.47,seitta,0.442
95,sisällinen,0.502,into,0.47,ensikädessä,0.442
96,waiwa,0.501,temppu,0.468,aseina,0.442
97,yhteinen,0.499,tunto,0.467,eroilus,0.441
98,tunto,0.499,edesmastaus,0.467,uhraawaisuus,0.441
99,työ,0.499,välikappale,0.467,yliherruus,0.439
