,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
46,mieli,0.576,silmä,0.611,suloisuuden,0.652
47,luojan,0.573,elämämme,0.611,synkkyys,0.652
48,epä,0.572,suloa,0.611,jumala,0.651
49,totuus,0.571,kristillisyys,0.611,runollisuus,0.651
50,rinnalla,0.57,rikkaus,0.611,kirkkautta,0.647
51,luon,0.567,katsanto,0.61,päimyt,0.646
52,walo,0.565,suloinen,0.608,kasvullisuus,0.646
53,ihmisissä,0.562,suomemme,0.607,kasmullisuus,0.646
54,maallinen,0.562,muotonsa,0.607,yksinäisyys,0.644
55,ahkeruus,0.559,loistaa,0.606,entisyys,0.642
56,suomenmaa,0.558,näkö-ala,0.603,synkeys,0.641
57,rikkauden,0.558,synkkää,0.601,ihanuudessa,0.641
58,olo,0.557,olentonsa,0.601,launeus,0.64
59,pimeyden,0.556,kaunistus,0.601,hengettäret,0.638
60,ihminen,0.554,loiston,0.6,kristikunta,0.638
61,aurinko,0.552,unelma,0.599,olento,0.638
62,näkö,0.552,muoto,0.599,maailmakin,0.637
63,voima,0.551,tunto,0.598,miehuus,0.635
64,ihmisen,0.551,mielenlaatu,0.598,auriuko,0.635
65,arka,0.55,jumala,0.597,sydäu,0.635
66,järjen,0.549,ihmiskunnalle,0.596,taimas,0.634
67,kaltainen,0.548,suloisuutta,0.596,runotar,0.631
68,jokapaikassa,0.548,ilmaus,0.596,sielu,0.631
69,silmä,0.546,simistys,0.595,päimäpaiste,0.63
70,mielen,0.546,hymyys,0.595,maippaansa,0.63
71,pahan,0.546,kauneutta,0.594,ilmakehä,0.63
72,puoleensa,0.546,sulo,0.594,rauhainen,0.628
73,kylmyys,0.545,ihmishenki,0.594,äärettömyys,0.627
74,kansalla,0.545,tulewaisuus,0.594,olentonsa,0.627
75,maailmassa,0.544,lemmen,0.593,ilmanala,0.624
76,into,0.543,silvistys,0.593,ihmisluonto,0.624
77,ruumis,0.543,sydämmessä,0.59,ilman-ala,0.624
78,ihmisyyden,0.543,elomme,0.59,tuoksu,0.623
79,murhe,0.541,näköala,0.59,kylmyys,0.623
80,raskas,0.541,elämän,0.589,maaperä,0.622
81,suus,0.54,rikkauden,0.589,kaiho,0.622
82,mielemme,0.539,kylmyys,0.589,lasmullisuus,0.621
83,pohjalla,0.537,suloutta,0.587,luontomme,0.62
84,sielun,0.537,kukoistaa,0.586,loiste,0.619
85,walon,0.537,nero,0.586,tailvas,0.618
86,yhtäläinen,0.537,murhe,0.585,onnetar,0.617
87,kansamme,0.536,toimeliaisuus,0.585,ihanaksi,0.617
88,riemu,0.536,ilmanala,0.585,kolkko,0.616
89,maallemme,0.535,raittius,0.585,tyyneys,0.615
90,onni,0.533,ympärillämme,0.585,kauneutta,0.615
91,muuttua,0.533,liikunto,0.585,aurinto,0.614
92,totinen,0.532,ilmakin,0.584,iltatuuli,0.614
93,mailman,0.531,ylpeys,0.584,aurinkoinen,0.614
94,kansakunnan,0.531,luounon,0.584,suloutensa,0.614
95,luonnossa,0.531,edistyminen,0.583,järki,0.614
96,meissä,0.53,riento,0.583,iltarusko,0.613
97,sula,0.529,sydämemme,0.582,matollaan,0.613
98,silmissä,0.529,kansamme,0.582,tuolsu,0.612
99,ihana,0.527,sumu,0.582,jumalatar,0.612
