,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,järki,0.736,lnonto,0.834,luouto,0.848
1,sydän,0.702,ihanuus,0.808,lnonto,0.846
2,maailma,0.694,luouto,0.807,luontokin,0.827
3,sielu,0.691,kauneus,0.791,luonlo,0.818
4,woima,0.688,maailma,0.732,hengetär,0.768
5,tunto,0.686,kirkkaus,0.718,luoja,0.76
6,olento,0.665,luoja,0.707,maailma,0.747
7,rikkaus,0.663,sydän,0.705,ihanuus,0.733
8,siwistys,0.657,ihmiskunta,0.703,sulous,0.723
9,muoto,0.656,loisto,0.691,sydän,0.721
10,pelko,0.651,elämä,0.685,kauneus,0.707
11,simistys,0.647,mailma,0.684,ihmissydän,0.702
12,kristillisyys,0.646,aurinko,0.682,mailma,0.702
13,luonnollinen,0.645,luonne,0.676,elämä,0.7
14,raakuus,0.639,olento,0.673,ihmismieli,0.7
15,himo,0.638,luonnon,0.67,ihanuuden,0.699
16,menestys,0.637,ihanuuden,0.67,pohjolamme,0.691
17,loistaa,0.633,mailina,0.668,suloa,0.687
18,moima,0.633,helmassa,0.663,kirkkaus,0.683
19,laiskuus,0.623,pimeys,0.659,luomakunta,0.683
20,paljas,0.619,järki,0.657,aurinko,0.683
21,ulkonainen,0.618,taimas,0.654,tunnelma,0.68
22,elämämme,0.618,rehellisyys,0.648,todellisuus,0.678
23,pimeys,0.617,ilman-ala,0.647,nuoruus,0.675
24,puhdas,0.616,isänmaa,0.647,ihmiskunta,0.672
25,mielessä,0.615,näkö,0.642,tuulahdus,0.672
26,kansallinen,0.614,ihanaksi,0.635,haltijatar,0.672
27,meno,0.613,ylellisyys,0.63,tuulonen,0.67
28,liikunto,0.612,nuoruus,0.628,suloisuus,0.669
29,ihmis,0.597,synkkä,0.628,päimänpaiste,0.667
30,sisällinen,0.596,loiste,0.627,pimeys,0.665
31,köyhyys,0.596,onnellisuuden,0.627,auringonpaiste,0.664
32,luoja,0.595,rakkaus,0.625,luonnotar,0.664
33,huolimattomuus,0.593,omatunto,0.623,eläinkunta,0.662
34,kokemus,0.592,tailvas,0.622,henkäys,0.662
35,suloinen,0.592,tulemaisuus,0.622,yksitoikkoisuus,0.661
36,suomemme,0.588,sielu,0.62,luonnolle,0.661
37,onnen,0.586,sydämensä,0.619,sulouden,0.661
38,rakkaus,0.583,taiwas,0.619,luonne,0.66
39,nero,0.583,turmelus,0.618,ihmiselämä,0.659
40,raaka,0.581,ihanuutta,0.618,rakkaus,0.658
41,sydämessä,0.581,hedelmä,0.616,luonnon,0.656
42,ymmärrys,0.579,säde,0.616,sallimus,0.656
43,sydämen,0.578,pahuus,0.615,ihminen,0.655
44,elämä,0.577,mato,0.615,ihmislapsi,0.654
45,kirkas,0.577,kirkas,0.615,suloutta,0.654
