,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
35,keino,0.552,wiljeleminen,0.562,tuntemus,0.587
36,huolimattomuus,0.552,miljelys,0.562,tuotantokyky,0.587
37,omituinen,0.545,luonnollinen,0.56,tuotanto,0.586
38,eroitus,0.543,rehu,0.559,laadultaan,0.586
39,elämä,0.54,vahingollinen,0.559,polkeminen,0.586
40,siwistys,0.539,maanlaatu,0.557,käytännöllisyys,0.585
41,laiskuus,0.538,epätasainen,0.555,lemiäminen,0.585
42,tapain,0.536,suhta,0.553,hedelmällisyys,0.584
43,kansallinen,0.536,mukainen,0.552,hienous,0.583
44,hengellinen,0.535,tuote,0.55,laajuutta,0.582
45,raakuus,0.533,kyky,0.55,wailulus,0.581
46,tasainen,0.532,säilyttäminen,0.547,tuottamaisuus,0.58
47,laji,0.53,turmelus,0.546,kehittyminen,0.58
48,voima,0.529,nautinto,0.545,alkuperäisyys,0.579
49,kristillisyys,0.529,tunteminen,0.543,lannoittaminen,0.579
50,oikia,0.528,tarkkuus,0.542,koloaminen,0.576
51,rinnalla,0.527,luonne,0.541,viljelys,0.576
52,suhteen,0.527,erilainen,0.539,menestyminen,0.576
53,tila,0.526,lannoitus,0.538,tärkeys,0.572
54,parannus,0.526,paljous,0.538,kuluminen,0.572
55,tunto,0.525,edistyminen,0.537,walmislus,0.572
56,luonto,0.525,lohko,0.536,laadusta,0.571
57,toimi,0.524,vaikutus,0.535,leweneminen,0.569
58,kaltainen,0.522,hyödyllinen,0.534,tasaisuus,0.569
59,harjoitus,0.521,laadun,0.533,viljeleminen,0.569
60,ansio,0.521,viljelykselle,0.533,aleneminen,0.568
61,sellainen,0.519,laadussa,0.533,lulutus,0.568
62,sisus,0.519,ymmärrys,0.532,malmistaminen,0.568
63,oma,0.518,päämaali,0.531,lewiäminen,0.567
64,kirjallisuus,0.517,poistaminen,0.53,kalleus,0.567
65,etu,0.517,elinkeino,0.529,säilyttäminen,0.561
66,sopima,0.517,waitutus,0.529,kasmaminen,0.56
67,tapa,0.517,lämpö,0.528,saanti,0.56
68,viljelys,0.516,haitallinen,0.527,karsiminen,0.559
69,köyhyys,0.516,ylimalkaan,0.526,pääehtona,0.559
70,kohtuullinen,0.515,lanta,0.526,hyödyllisyys,0.559
71,meno,0.515,maitutus,0.526,wiljeleminen,0.557
72,elatus,0.514,tarkotus,0.525,kestäwyys,0.557
73,totinen,0.514,moima,0.525,mertitys,0.557
74,yleisesti,0.512,liiallinen,0.523,maikulus,0.557
75,ajatus,0.51,laadultansa,0.523,ruokinta,0.556
76,paras,0.51,liikunto,0.523,muoto,0.555
77,ehto,0.509,wähyys,0.523,vähenemistä,0.554
78,laadun,0.509,aisti,0.522,muuttuminen,0.553
79,saanti,0.507,sekoitus,0.522,mäheneminen,0.553
80,järki,0.506,puuttuma,0.521,wailutus,0.553
81,raaka,0.505,maku,0.521,istuttaminen,0.552
82,arwo,0.504,maikutus,0.521,hävittäminen,0.552
83,käytös,0.503,kauneus,0.52,moninaisuus,0.551
84,epä,0.502,sonta,0.52,muokkaus,0.551
85,luontoa,0.502,terweydelle,0.519,onnistuminen,0.551
86,kone,0.501,erilaisuus,0.519,rehu,0.55
87,selwä,0.5,tarpeellinen,0.519,laswu,0.549
88,suus,0.5,suhde,0.518,wiljelys,0.549
89,luon,0.496,woima,0.517,lannoitus,0.548
90,esteeksi,0.495,huolimattomuus,0.516,miljeleminen,0.548
91,tarpeellinen,0.495,ydin,0.512,suosiminen,0.548
92,melmollisuus,0.495,tarkoitns,0.512,laswaminen,0.547
93,jako,0.493,niukka,0.511,merlitys,0.546
94,kansallisen,0.493,suhteeu,0.511,kulutus,0.546
95,kansakunnan,0.493,menekki,0.511,miljelys,0.546
96,siwistyksen,0.492,pyynti,0.511,lasmu,0.546
97,keskinäinen,0.492,laajempi,0.51,kannattamaisuus,0.546
98,merkki,0.49,varallisuus,0.51,muodostuminen,0.545
99,010,0.488,kirjanpito,0.509,alkuperä,0.545
