,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,luonnollinen,0.699,käytäntö,0.674,laatn,0.786
1,ulkonainen,0.69,ojittaminen,0.654,laalu,0.785
2,perustus,0.674,tuhlaus,0.642,muokkaaminen,0.69
3,moima,0.673,ojitus,0.629,runsaus,0.652
4,woima,0.667,parantaminen,0.624,laadulle,0.649
5,järjestys,0.649,rotu,0.623,punnitseminen,0.644
6,sisällinen,0.646,suuruus,0.618,jalostaminen,0.641
7,rikkaus,0.636,käyttäminen,0.616,laajuus,0.638
8,käyttäminen,0.634,kosteus,0.615,sekoittaminen,0.631
9,hyödyllinen,0.628,ruokkiminen,0.615,hymyys,0.624
10,muoto,0.628,viljeleminen,0.615,laadussa,0.624
11,taito,0.626,laajuus,0.609,tunteminen,0.621
12,nero,0.623,puhtaus,0.599,läyttäminen,0.62
13,wiljelys,0.62,täyttäminen,0.596,rawintoarwo,0.62
14,sowelias,0.619,pinta,0.593,kestämyys,0.618
15,aine,0.61,hedelmä,0.59,käytäntö,0.616
16,alainen,0.609,viljelys,0.585,hywyys,0.615
17,liikunto,0.605,muoto,0.584,ramintoarmo,0.613
18,tarkoitus,0.604,tasainen,0.582,valikoiminen,0.608
19,simistys,0.603,karjanhoito,0.573,monipuolisuus,0.606
20,oikea,0.596,juoksu,0.572,lanta,0.605
21,paljas,0.594,ulkomuoto,0.571,puhtaus,0.605
22,maallinen,0.591,raaka,0.571,mailulus,0.603
23,hoito,0.59,tärkeys,0.571,väheneminen,0.602
24,ahkeruus,0.586,ilman-ala,0.57,täyttäminen,0.601
25,puhdas,0.581,valmistaminen,0.569,suuruus,0.596
26,menestys,0.581,waikutus,0.569,pitoisuus,0.594
27,kieltämättä,0.576,termeydelle,0.566,laadun,0.594
28,parhain,0.575,toimeentulo,0.566,laajeneminen,0.593
29,ymmärrys,0.565,hoitaminen,0.565,läytäntö,0.591
30,kokemus,0.563,taito,0.564,runsaudesta,0.59
31,luonnossa,0.563,wiljelys,0.563,paremmuus,0.59
32,yhtäläinen,0.562,hoito,0.563,lameus,0.589
33,teko,0.555,nauttiminen,0.563,laaw,0.588
34,parahin,0.555,saanti,0.562,valmistaminen,0.588
