,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,hallitusmuoto,0.696,ajanjakso,0.788
1,herätys,0.681,wuosisata,0.754
2,järjestelmä,0.664,kehitys,0.724
3,jakso,0.658,kukoistus,0.723
4,katsantotapa,0.648,muosisata,0.715
5,lahkokunta,0.626,vuosisata,0.695
6,keksintö,0.619,herääminen,0.69
7,merkitys,0.618,hallituskausi,0.681
8,orjuus,0.617,ailalausi,0.681
9,kansallisuus,0.615,käännekohta,0.679
10,askele,0.611,murrosaika,0.674
11,pyrintö,0.611,edistys,0.668
12,riento,0.611,simistystyö,0.664
13,edistys,0.608,aate,0.657
14,aate,0.605,riento,0.656
15,laatuansa,0.605,miespolmi,0.654
16,silvistys,0.605,wirtaus,0.652
17,waltakunta,0.604,mullistus,0.651
18,perustus,0.597,uudistus,0.648
19,aamurusko,0.596,jakso,0.644
20,wihto,0.595,herätyshuuto,0.644
21,askel,0.594,kansallisuusaate,0.644
22,historia,0.594,tehitys,0.643
23,kansallinen,0.591,tunnussana,0.64
24,mieli-ala,0.591,ihanne,0.639
25,kirjallisuus,0.588,kehkeytyminen,0.637
26,miisaus,0.585,muinaisuus,0.632
27,valtiollinen,0.584,ilmiö,0.631
28,into,0.584,kehittyminen,0.627
29,simistys,0.583,kehto,0.625
30,toiminta,0.581,edistyminen,0.624
31,aika,0.581,lapsuus,0.621
32,tilasto,0.58,katsantokanta,0.621
33,tulewaisuus,0.58,historia,0.62
34,harrastus,0.574,tarkoitusperä,0.617
35,lahko,0.574,sankari,0.616
36,ilmiö,0.574,merkitys,0.613
37,kalewala,0.573,mitsaus,0.613
38,silmäys,0.573,maltakunta,0.613
39,katsaus,0.572,siwistystyö,0.613
40,rauhattomuus,0.572,mirtaus,0.611
41,välikappale,0.571,itsetajunta,0.611
42,waikutus,0.57,polttopiste,0.611
43,retki,0.57,waikutus,0.61
44,keskuus,0.569,ilojuhla,0.61
45,siwistys,0.569,uudistustyö,0.61
46,mieliala,0.566,alkulähde,0.61
47,kalewalan,0.565,elpyminen,0.61
48,hedelmä,0.565,mirkeys,0.609
49,mihto,0.563,maitutus,0.609
50,luonne,0.563,katsantotapa,0.609
51,kiihko,0.563,opinahjo,0.608
52,nios,0.562,kielitaistelu,0.607
53,erilaisuus,0.561,herätys,0.606
54,uskonto,0.56,unelma,0.606
55,sankari,0.559,pakanuus,0.606
56,uudempi,0.559,maikutus,0.605
57,asemamme,0.559,orjuus,0.602
58,tilamme,0.558,sukupolwi,0.601
59,kristillisyys,0.555,pesäpaikka,0.601
60,valtakunta,0.554,elinmoima,0.6
61,kansakunta,0.554,elinwoima,0.599
62,turmelus,0.553,entisyys,0.598
63,käytäntö,0.55,peri-aate,0.598
64,waitutus,0.55,taistelo,0.597
65,maikutus,0.55,hedelmänä,0.597
66,runo,0.55,mireys,0.596
67,elämä,0.549,maellus,0.596
68,lukukirja,0.548,elonaika,0.594
69,sanomakirjallisuus,0.548,sutupolwi,0.594
70,edistyminen,0.547,elin-ehto,0.593
71,alkn,0.546,realismi,0.593
72,kiista,0.545,ihmissuku,0.592
73,malistus,0.545,syntyminen,0.592
74,kalemala,0.543,tyyssija,0.591
75,ihmiskunnassa,0.543,heräys,0.59
76,muinainen,0.542,ihaileminen,0.589
77,sotalaitos,0.54,mapaamielisyys,0.588
78,uskonpuhdistuksen,0.539,kanso,0.588
79,ilmaus,0.539,aika,0.587
80,perustuslaki,0.539,kulttuuri,0.587
81,aikakautta,0.537,ihmetyö,0.586
82,suomenmaa,0.536,vitsaus,0.585
83,aine,0.536,kieliasetus,0.584
84,waltiollinen,0.535,päämaali,0.583
85,kirkolliskokous,0.534,runoteos,0.583
86,uudistus,0.533,kirjallisuus,0.583
87,yksimielisyys,0.533,waitutus,0.583
88,wiisaus,0.533,järjestelmä,0.583
89,muoto,0.533,simistys,0.582
90,temppeli,0.533,näkökanta,0.581
91,synnyttämä,0.532,pyrintö,0.581
92,runoilija,0.532,kohtalo,0.581
93,puolustaja,0.531,elämä,0.581
94,waatimus,0.531,witsaus,0.58
95,runoelma,0.53,puoluejako,0.58
96,pahe,0.53,mallankumous,0.578
97,kumaus,0.53,mastustaja,0.578
98,ehto,0.53,mahtamuus,0.578
99,käännös,0.53,sulupolmi,0.577
