,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,mirkamies,0.843,mirtamies,0.858
1,wirkamies,0.731,mirlamies,0.854
2,henkilö,0.708,wirkamies,0.85
3,nies,0.651,mirkamics,0.848
4,ylimys,0.65,mirkamies,0.839
5,jäsen,0.629,wirkamics,0.836
6,vanki,0.628,wirtamies,0.834
7,persona,0.589,wirlamies,0.813
8,sotilas,0.576,lakimies,0.731
9,mies,0.576,irlamies,0.708
10,käsityöläinen,0.575,virkakunta,0.7
11,mics,0.558,postimirkamies,0.669
12,sukulainen,0.557,hallitusmies,0.665
13,herrasmies,0.552,henkilö,0.644
14,lakimies,0.549,rahamies,0.644
15,vieras,0.548,sotaherra,0.644
16,nainen,0.544,wiranomainen,0.636
17,palkattu,0.541,käskyläinen,0.636
18,tutkija,0.54,luottamusmies,0.635
19,asukas,0.532,jäsen,0.634
20,upsieri,0.53,viranomainen,0.634
21,osakas,0.53,sotilas,0.631
22,valtuusmies,0.527,liikemies,0.629
23,vaatimus,0.525,aatelismies,0.622
24,hallitsija,0.524,pallvelija,0.618
25,kansalainen,0.524,juristi,0.612
26,tiedemies,0.522,upseri,0.609
27,lahkokunta,0.522,valtiomies,0.607
28,kerjäläinen,0.513,sotilashenkilö,0.606
29,mieö,0.512,ruotsitko,0.603
30,vanhempi,0.51,lainoppinut,0.599
31,kansakunta,0.51,ylimys,0.597
32,soturi,0.507,mirkakunta,0.593
33,vuori,0.505,apumies,0.588
34,väestö,0.505,palkkaama,0.582
35,valta,0.504,virkamiehistö,0.581
36,pohatta,0.503,upseeri,0.58
37,sotamies,0.5,miea,0.58
38,ulkomaalainen,0.498,poliisimies,0.58
39,aatelismies,0.497,nies,0.576
40,puolue,0.496,miranomainen,0.572
41,harjoittaja,0.496,sanomalehtimies,0.572
42,puolalainen,0.495,mahtimies,0.572
43,yksityinen,0.494,ammattimies,0.571
44,pariskunta,0.492,virkamiehenä,0.571
45,kantaja,0.49,virkamieheksi,0.567
46,syyttäjä,0.489,naine,0.567
47,micö,0.488,matkustavainen,0.561
48,vakinainen,0.485,luottamustoimi,0.561
49,vääryys,0.48,virasto,0.559
50,järjestelmä,0.479,asian-ajaja,0.559
51,este,0.476,lienkilö,0.559
52,vika,0.476,sukulainen,0.559
53,valita,0.475,asianosainen,0.558
54,viisas,0.474,merirosvo,0.558
55,ylhäinen,0.473,upsieri,0.556
56,perhekunta,0.473,liilemies,0.554
57,neekeri,0.472,koulumies,0.553
58,valtakunta,0.47,bramiini,0.552
59,mielinen,0.468,pohatta,0.551
60,opetuslaitos,0.468,vanki,0.548
61,maimaishoito,0.467,naisylioppilas,0.548
62,valittama,0.467,seikkailija,0.546
63,polmi,0.465,jäseu,0.546
64,muukalainen,0.464,päämies,0.545
65,vartija,0.463,sielunpaimen,0.544
66,mielipuoli,0.461,alkuasukas,0.544
67,kristitty,0.461,rikoksentekijä,0.544
68,valituksi,0.461,virkatoimissaan,0.542
69,virkamiehistä,0.461,kätyri,0.541
70,palmelia,0.461,tuomioistuin,0.541
71,virka,0.458,palvelija,0.541
72,maksaja,0.456,waltiomies,0.54
73,virasto,0.454,vastustaja,0.539
74,veitikka,0.454,arvonimi,0.538
75,ammatti,0.453,käsityöläinen,0.538
76,perillinen,0.452,rabbini,0.535
77,väli,0.449,mios,0.534
78,seurakuntalainen,0.448,hentilö,0.533
79,lahko,0.448,henlilö,0.533
80,pahantekijä,0.447,kansanmies,0.532
81,pappi,0.447,piiripäällikkö,0.531
82,vaaraan,0.447,yhtiömies,0.53
83,päämies,0.446,perheen-isä,0.529
84,kaupunkilainen,0.444,hcntilö,0.528
85,mielisen,0.443,sotamies,0.528
86,yhdistys,0.443,tuomio-istuin,0.527
87,lija,0.443,diplomaatti,0.526
88,vaimo,0.443,muukalainen,0.526
89,vaikutus,0.443,suurtilallinen,0.524
90,vapaus,0.443,heukilö,0.523
91,postilaitos,0.442,lääkäri,0.523
92,metsästäjä,0.442,herrasmies,0.522
93,varsi,0.441,meriupseeri,0.521
94,virkamiehen,0.44,palmclija,0.521
95,ies,0.44,lnies,0.521
96,palmelija,0.439,kemisti,0.52
97,hallinto,0.438,valtio,0.52
98,pettäjä,0.437,upscri,0.519
99,menettely,0.436,ammattilainen,0.519
