,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,valistus,0.71,kehkeytynyt,0.879
1,juurtunut,0.699,edistynyt,0.859
2,vaillinainen,0.683,marttunut,0.797
3,aineellinen,0.682,warttunut,0.793
4,edistys,0.681,varttunut,0.786
5,luonnollinen,0.679,maurastunut,0.779
6,kypsynyt,0.669,lehittynyt,0.778
7,supistettu,0.659,vaurastunut,0.777
8,malistus,0.655,laajennut,0.775
9,maikuttama,0.653,kehitetty,0.757
10,harrastus,0.653,laajentunut,0.754
11,täydellisin,0.652,kohonnut,0.744
12,walistus,0.652,kehittyi,0.734
13,muodostunut,0.65,kehittyneet,0.731
14,yksipuolinen,0.648,wakaantunut,0.729
15,synnyttämä,0.647,waurastunut,0.726
16,päämaali,0.646,muodostunut,0.723
17,waikuttawa,0.645,edistymä,0.716
18,kansallinen,0.636,kasmanut,0.715
19,erilainen,0.635,tasmanut,0.714
20,hyödytön,0.634,lasmanut,0.714
21,varallisuus,0.632,kehittyy,0.713
22,puuttuma,0.63,taswanut,0.713
23,pyrintö,0.63,paisunut,0.712
24,vaikuttama,0.627,kypsynyt,0.712
25,silvistys,0.625,edistytty,0.71
26,henkinen,0.623,kehittyneen,0.709
27,aisti,0.622,hittynyt,0.708
28,raittius,0.621,elpynyt,0.707
29,välttämätön,0.62,muuttunut,0.706
30,vaikuttanut,0.618,kaswanut,0.701
31,edistyminen,0.617,edistywä,0.691
32,wallitsewa,0.615,kasivanut,0.688
33,edistynyt,0.615,wahwistunut,0.686
34,runollinen,0.615,juurtunut,0.685
35,riittämätön,0.615,mirkistynyt,0.683
36,taipuma,0.614,kehittänyt,0.682
37,malttamaton,0.608,kaslvanut,0.681
38,toimeliaisuus,0.607,waituttanut,0.681
39,vahingollinen,0.607,virkistynyt,0.68
40,käsitys,0.606,osottautunut,0.675
41,simistys,0.603,voimistunut,0.675
42,katsantotapa,0.603,laswanut,0.675
43,supistunut,0.601,menestynyt,0.669
44,turmiollinen,0.601,muodostuma,0.669
45,edistymiseen,0.6,vakaantunut,0.669
46,voimallinen,0.595,kehittymässä,0.667
47,haitallinen,0.594,makaantunut,0.666
48,turmelus,0.593,leivinnyt,0.664
49,haitallisesti,0.592,sukeutunut,0.663
50,ulkonainen,0.589,heikontunut,0.662
51,välikappale,0.587,kohunnut,0.659
52,luonnoltansa,0.586,osoittautunut,0.659
53,herännyt,0.585,maituttanut,0.657
54,ydin,0.585,kehittyneenä,0.657
55,mälttämätöin,0.585,edistyy,0.654
56,kansassamme,0.584,maikultanut,0.654
57,vähäpätöinen,0.584,edistyneet,0.653
58,herätetty,0.584,mahmistunut,0.653
59,jalompi,0.581,vaikuttanut,0.65
60,tuote,0.58,kasmauut,0.649
61,surkuteltama,0.58,muuttuuut,0.649
62,tuhlaus,0.578,edistyi,0.647
63,ihmiskunnassa,0.578,huomattamissa,0.646
64,wälttämätöin,0.577,supistunut,0.644
65,yleisempi,0.577,leminnyt,0.644
66,kansallisuus,0.577,näyttäytynyt,0.643
67,saamutettu,0.576,osoittaunut,0.643
68,laajempi,0.576,järjestetty,0.642
69,kieltämättä,0.576,lcminnyt,0.641
70,valtiollinen,0.575,kehittynyttä,0.641
71,jonkinlainen,0.575,waikuttawa,0.641
72,toimeentulo,0.575,lohonnut,0.64
73,hyödyllinen,0.574,laimentunut,0.639
74,järjellinen,0.574,kehittymätön,0.636
75,malitettama,0.573,lewinnyt,0.635
76,sclmä,0.573,mailuttanut,0.634
77,lukuhalu,0.573,osottaunut,0.634
78,nurja,0.572,kaswannt,0.633
79,siwistys,0.572,kukoistanut,0.632
80,olemus,0.572,tunnustettu,0.632
81,edistyy,0.571,kasvanut,0.631
82,sitkeä,0.571,muuttumaisillaan,0.63
83,matama,0.57,herännyt,0.627
84,marallisuus,0.569,wanhentunut,0.626
85,ahkeruus,0.568,näyttäynyt,0.626
86,ihmiselämän,0.568,kehittymä,0.626
87,riento,0.566,huonontunut,0.623
88,luonne,0.566,laimennut,0.62
89,muuttunut,0.566,laslvanut,0.62
90,taloudellinen,0.565,lemennyt,0.618
91,vaikutus,0.564,kehittyneessä,0.618
92,raaka,0.564,lcwinnyt,0.617
93,vaikuttaa,0.563,waikuttauut,0.616
94,säilyy,0.563,kehkeytyy,0.616
95,tasmanut,0.563,jäljestetty,0.616
96,edistyi,0.563,maikuttanut,0.616
97,saawutettu,0.562,edistyneen,0.615
98,luonnoton,0.562,säilynyt,0.611
99,supistuu,0.561,kehittyisi,0.61
