,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,pykäle,0.885,pytälä,0.89
1,momentti,0.837,pylälä,0.877
2,kirkkolaki,0.718,momentti,0.861
3,mietinnössä,0.711,pykäle,0.847
4,sääntö,0.7,ponsi,0.771
5,esitys,0.691,asetusehdotus,0.766
6,pykälässä,0.684,säännös,0.762
7,artikkeli,0.678,ponsilause,0.751
8,§.ssä,0.672,kälä,0.745
9,laki,0.672,muutosehdotus,0.744
10,mom,0.657,säädös,0.737
11,säännös,0.656,artikkeli,0.728
12,muuttamatta,0.656,loppuponsi,0.706
13,ehdotus,0.654,sääntö,0.705
14,lumussa,0.649,pykälän,0.694
15,kys,0.641,muutos-ehdotus,0.692
16,8-n,0.638,§.n,0.685
17,esityksessä,0.638,pykälään,0.681
18,määräys,0.636,pykälästä,0.677
19,kysymys,0.636,lainehdotus,0.669
20,tz,0.636,§,0.668
21,perustuslaki,0.631,sananmuoto,0.667
22,ehdoitus,0.629,kirkkolaki,0.665
23,lisäys,0.628,vastalause,0.663
24,kirkkolaissa,0.625,§m,0.663
25,luwussa,0.624,määräys,0.659
26,asetns,0.623,asetus,0.659
27,momentissa,0.622,kirkkolakimme,0.658
28,§8,0.621,mastalause,0.658
29,pykälästä,0.621,momenttiin,0.657
30,tysymys,0.619,lainkohta,0.656
31,kirkkolain,0.618,momentin,0.65
32,ehdotns,0.615,w.-i,0.649
33,lumun,0.614,pykälässä,0.647
34,maliokunta,0.613,8-n,0.647
35,§,0.606,laki,0.646
36,chdoitus,0.606,chdolus,0.646
37,asemelmollisuus,0.604,asetusehdotuksen,0.642
38,lumuu,0.601,ehdotus,0.642
39,sääty,0.598,waltiopäiwäjärjestyksen,0.641
40,§.n,0.594,pykälät,0.64
41,vastalause,0.594,waltiopäiwäjärjestys,0.639
42,hymätsyttiiu,0.589,§.ään,0.639
43,§§,0.586,lause,0.638
44,äänestäessä,0.585,mastalausc,0.638
45,lulvun,0.584,sanamuoto,0.638
46,hymätsyttiin,0.583,elinkeinolaki,0.636
47,waliolunta,0.583,aään,0.635
48,hymäksyttiiu,0.58,ehdoitus,0.635
49,keskustelematta,0.579,kirkkolain,0.635
50,ehdotuksessa,0.578,lakiehdotus,0.631
51,kohdan,0.578,yhteensomitus,0.631
52,artikla,0.577,päimäjärjestys,0.631
53,semmoisenaan,0.577,z.n,0.627
54,asetus,0.576,§.ssä,0.626
55,mietinnöstä,0.576,kunnallisasetus,0.625
56,pykä,0.575,ohjesääntö,0.625
57,esityö,0.575,muodostelu,0.624
58,lmvun,0.574,mietinnössä,0.623
59,rajoitus,0.573,kunnallisasetuksen,0.621
60,pyyntöesitys,0.568,z§,0.618
61,luwun,0.568,perustuslaki,0.618
62,asetusta,0.567,§8,0.618
63,hywätsyttiin,0.567,ehdoilus,0.618
64,malio,0.566,wastalause,0.617
65,lysymys,0.565,maalitapa,0.617
66,päätös,0.564,kohdan,0.614
67,lali,0.563,yhteensowitus,0.614
68,perintökaaren,0.563,tz§,0.614
69,sääntöä,0.561,b'ssä,0.613
70,pöytäkirjassa,0.558,perussääntö,0.61
71,pykälään,0.557,waltiopäiwäjärjestylsen,0.609
72,hylväksyttiin,0.556,mietinlö,0.608
73,valiokunta,0.556,lumun,0.608
74,hymäksyttiin,0.553,eriuskolaislaki,0.607
75,valio,0.553,kysymys,0.607
76,oikeudenkäymiskaaren,0.553,esitys,0.606
77,miete,0.553,perustelu,0.606
78,pykälät,0.552,mietintö,0.606
79,naimiskaaren,0.552,pykälää,0.605
80,äänestyksessä,0.552,§z,0.605
81,dotus,0.551,märsy,0.605
82,koululaki,0.551,märssy,0.604
83,waliokunta,0.549,pylälän,0.603
84,perustuslaissa,0.549,momentissa,0.602
85,doitus,0.549,8-ssä,0.601
86,momentin,0.549,ehdotns,0.601
87,lause,0.544,§:3sä,0.601
88,ehdotetaan,0.542,periaate,0.601
89,järjestelmä,0.54,asewelwollisuuslain,0.601
90,pää-asiassa,0.539,asctus,0.6
91,mietinnön,0.539,päätös,0.6
92,wärsy,0.539,mielinlö,0.599
93,enemmistö,0.539,muodostus,0.599
94,ohjesääntö,0.539,kirkkolaissa,0.599
95,hywälsyttiin,0.538,elinkeinolain,0.597
96,waliotunta,0.538,luwun,0.597
97,asetuksessa,0.538,§tz,0.597
98,periaate,0.534,mallasjuoma-asetuksen,0.597
99,kohdassa,0.534,rajoitus,0.597
