,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,esitys,0.639,näyte,0.591,liede,0.659
1,kirjalli,0.624,kansallisuus,0.584,tiebe,0.645
2,kielten,0.622,kirjallisuus,0.584,tiede-,0.641
3,toimesta,0.599,käsite,0.577,käsite,0.624
4,senaatissa,0.591,pääte,0.576,yksis,0.598
5,tieteen,0.586,yliopistossamme,0.572,runous,0.593
6,historiassa,0.583,tieteen,0.569,jumaluusoppi,0.586
7,his,0.582,tieteellinen,0.563,ymmärre,0.585
8,suomalaisuuden,0.58,edistys,0.563,selite,0.581
9,jäsenille,0.572,simistys,0.563,edistymis,0.579
10,historian,0.57,siwistys,0.559,kehittymis,0.576
11,katsottu,0.57,taide,0.558,itses,0.575
12,yleisessä,0.569,miisaus,0.536,lääketiede,0.567
13,sääntö,0.564,yhteis,0.535,auktoriteetti,0.56
14,perus,0.563,ennes,0.532,tutkija,0.557
15,esittelee,0.557,ihmis,0.531,tieteen,0.555
16,suomenkieli,0.556,harrastus,0.529,fiwistys,0.553
17,mnkaan,0.552,silvistys,0.528,kaunokirjallisuus,0.551
18,rohmessori,0.55,historian,0.525,pelkäs,0.548
19,asetuksissa,0.55,lääke,0.524,kielitiede,0.544
20,esimies,0.544,tutkija,0.517,siwistys,0.541
21,esimiehenä,0.542,walistus,0.517,taloustiede,0.539
22,melmollisuus,0.539,kansallinen,0.515,simistys,0.538
23,maamiljelys,0.539,päämäärä,0.513,taide,0.538
24,yhteys,0.537,yleis,0.512,ediste,0.535
25,seurakuntien,0.536,mieli-ala,0.511,silvistys,0.534
26,yliopistossa,0.536,malistus,0.51,ylläpide,0.529
27,kouluin,0.536,runollinen,0.51,yleis,0.529
28,piplia,0.535,aate,0.509,järjeste,0.528
29,simis,0.532,tiedettä,0.509,tilastotieteen,0.527
30,yhdis,0.532,kieli,0.509,siwislys,0.526
31,jäsen,0.53,uskonto,0.508,mielipiteil,0.526
32,tohtor,0.529,tiedekunta,0.508,kehite,0.525
33,kansallisuuden,0.529,ihmiskunnassa,0.506,tuttija,0.525
34,toimi,0.527,kristillisyys,0.506,meis,0.525
35,tuksesta,0.525,käänne,0.506,nimite,0.521
36,osoituksia,0.525,nyky-ajan,0.506,yhteis,0.521
37,laisille,0.524,his,0.503,tiedemie,0.52
38,tystä,0.523,pääkaupungissamme,0.503,realismi,0.52
39,kansansa,0.523,ruotsalaisuus,0.503,ihmis,0.519
40,sääntöjä,0.523,sanomakirjallisuus,0.502,tähtitieteen,0.519
41,sääty,0.522,yksis,0.501,kiite,0.519
42,tys,0.522,itses,0.5,siivistys,0.517
43,snomen,0.521,kalewalan,0.496,näytelmätaide,0.516
44,jumaluusopin,0.521,nykyajan,0.495,syrjäyte,0.515
45,lönnrotin,0.521,runouden,0.493,uskonto,0.514
46,jäsenen,0.517,kieli-,0.492,vapaamielisyys,0.513
47,kirjallisuus,0.517,viisaus,0.491,ylsis,0.513
48,hyödystä,0.516,wiisaus,0.491,fimistys,0.513
49,jäseniksi,0.516,kielitieteen,0.491,elämäs,0.512
50,simistystä,0.516,alalla,0.49,kulttuuri,0.512
51,käyttämisestä,0.515,kirjallisuudessa,0.487,esite,0.512
52,toimittanut,0.515,kansakunta,0.484,täyte,0.512
53,hoitokunta,0.514,pyrintö,0.482,kansallisuus,0.511
54,tohtorin,0.512,edistyminen,0.482,heräte,0.511
55,talousseura,0.511,kirkollinen,0.48,yliste,0.51
56,yhteyden,0.511,päämaali,0.479,taloustieteen,0.51
57,yliopiston,0.51,pääasiana,0.478,sivistys,0.509
58,jäseneksi,0.509,silvis,0.474,tieteellisyys,0.507
59,uusien,0.508,nykyaikana,0.474,eläintieteen,0.507
60,suuden,0.508,tieteellisesti,0.472,tiedekunta,0.505
61,esimieheksi,0.508,etemin,0.472,tieteellisesti,0.504
62,kirjasto,0.508,ylimys,0.47,simislys,0.503
63,suomenkielellä,0.506,maantiedettä,0.47,tiedemies,0.503
64,ruotu,0.505,waitutus,0.468,kehitys,0.502
65,oikeastaan,0.504,järjestys,0.467,ennes,0.502
66,historiaa,0.501,järjestelmä,0.467,sääde,0.5
67,omituinen,0.5,opillinen,0.466,symbolismi,0.498
68,yhteisten,0.499,kirjailija,0.465,rauhanaate,0.498
69,kieleen,0.498,valistus,0.465,tieteilijä,0.498
70,käytöksestä,0.498,simis,0.463,itsetajunta,0.498
71,hallituksessa,0.498,toimeliaisuus,0.462,kirjallisuus,0.495
72,toimikunnan,0.498,toriaa,0.462,aate,0.492
73,ase,0.497,käsitys,0.461,hylä,0.491
74,suomeu,0.497,käyte,0.461,tieteitten,0.49
75,roh,0.496,merkitys,0.46,logiikka,0.489
76,edis,0.495,tansan,0.46,tiedettä,0.487
77,tie-,0.493,yhteiskunta,0.459,äidinkiel,0.486
78,eduksi,0.493,inhimillinen,0.459,väite,0.486
79,asettamisesta,0.493,tieli,0.458,darwin,0.486
80,hallituk,0.493,yliopistomme,0.458,kansallisuusaate,0.486
81,doktori,0.492,kielten,0.457,miisaus,0.486
82,kielelle,0.492,henkinen,0.457,sähköte,0.485
83,simistys,0.491,suomalaisuus,0.457,lahko,0.485
84,täydellinen,0.49,latina,0.457,pysyte,0.484
85,nille,0.49,ydin,0.456,lirjallisuus,0.484
86,todis,0.49,opettaminen,0.455,siweellisyys,0.483
87,olosta,0.489,kansal,0.455,ilses,0.482
88,asetusta,0.489,järjellinen,0.455,tieteellis,0.482
89,lutherin,0.487,histo,0.455,jestelmä,0.482
90,esityksestä,0.486,tieteessä,0.455,taiteiden,0.482
91,siwistyksen,0.486,merki,0.454,nero,0.481
92,maakunta,0.485,kieleen,0.454,miete,0.481
93,teri,0.485,kieleksi,0.454,kristinusko,0.48
94,todistuksella,0.485,ymmärrys,0.453,lasite,0.479
95,koululle,0.485,nyky-aikana,0.451,aines,0.479
96,tuomen,0.484,äly,0.451,historiallis,0.479
97,läänien,0.483,kansallisuuden,0.45,isänmaallisuus,0.479
98,magisteri,0.482,nimitys,0.45,yliopisto,0.479
99,toimituskunta,0.481,luonne,0.449,siivis,0.479
