,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,sääntö,0.657,sääntö,0.786,perustuslaki,0.83
1,asetus,0.628,lali,0.774,lali,0.81
2,parannus,0.626,kirkkolaki,0.767,lainsäädäntö,0.799
3,rikos,0.624,perustuslaki,0.735,kirkkolaki,0.796
4,kansallinen,0.609,asetns,0.704,asetus,0.796
5,suomenkieli,0.602,asetus,0.704,koululaki,0.751
6,oikeastaan,0.581,lakia,0.694,lakimme,0.746
7,laillinen,0.578,perustuslaissa,0.681,säädäntö,0.745
8,moima,0.577,pykälä,0.672,rikoslaki,0.742
9,simistys,0.575,lakina,0.663,elinkeinolaki,0.741
10,mapaa,0.573,järjestys,0.66,periaate,0.739
11,kristillisyys,0.573,lakimme,0.659,rikos,0.738
12,tällainen,0.57,pykäle,0.654,asetns,0.737
13,malta,0.566,perustus,0.648,metsälaki,0.734
14,laissa,0.565,asemelmollisuus,0.647,lakiehdotus,0.731
15,oikea,0.561,mapaus,0.642,painolaki,0.731
16,oikeus,0.561,oikeus,0.637,kunnallisasetus,0.73
17,totuus,0.559,hallitusmuoto,0.636,hallitusmuoto,0.726
18,sellainen,0.558,lati,0.631,kieliasetus,0.714
19,yhteinen,0.554,rikos,0.629,asetusehdotus,0.713
20,paljas,0.554,maimaishoito,0.626,waltiopäiwäjärjestys,0.706
21,tarkoitus,0.553,lain,0.625,lalimme,0.704
22,sääty,0.553,säätämä,0.619,eriuskolaislaki,0.704
23,ulkonainen,0.55,rajoitus,0.616,lakia,0.702
24,esimalta,0.55,wapaus,0.613,asemelmollisuuslaki,0.701
25,oikia,0.549,vaatimus,0.61,perustuslain,0.697
26,raamattu,0.549,järjestelmä,0.607,asemelmollisuus,0.697
27,tehtämä,0.549,rangaistus,0.607,kielto,0.696
28,welwollisuus,0.547,awioliitto,0.602,perustus,0.694
29,totinen,0.546,kuuliaisuus,0.593,esimalta,0.694
30,maallinen,0.544,liitto,0.592,säännös,0.688
31,yleinen,0.544,pyhyys,0.588,säädös,0.686
32,kirjallisuus,0.544,ohje,0.587,sääntö,0.686
33,tys,0.54,vapaus,0.585,perustuslakia,0.686
34,kokemus,0.534,periaate,0.583,lainehdotus,0.684
35,luonnollinen,0.533,säännös,0.583,lakiin,0.683
36,tarmis,0.531,määräys,0.581,waltiomuoto,0.682
37,senkaltainen,0.53,la'in,0.58,esiwalta,0.681
38,hengellinen,0.528,koululaki,0.577,ascwelwollisuus,0.681
39,tämmöinen,0.528,ohjesääntö,0.575,asetuskin,0.681
40,suus,0.527,menetys,0.574,yhteiskuntajärjestys,0.681
41,ymmärretään,0.526,lvalta,0.571,lainlaadinta,0.68
42,perustus,0.526,esitys,0.57,pankkilaki,0.68
43,perustettu,0.525,noudatettama,0.57,asctns,0.678
44,nykyinen,0.522,kielto,0.569,asctus,0.675
45,synti,0.52,lakiin,0.569,palkolaki,0.673
46,opetus,0.52,syytös,0.567,asewelwollisuuslaki,0.672
47,lause,0.52,säättynä,0.562,lati,0.672
48,maatii,0.519,esiwalta,0.562,maltiomuoto,0.672
49,siwistys,0.518,kirkkolaissa,0.562,latimme,0.672
50,pakko,0.517,laissa,0.56,perustuslaissa,0.67
51,toimi,0.516,asia,0.56,itsehallinto,0.67
52,todistus,0.515,walta,0.558,painomapaus,0.669
53,semmoinen,0.514,laiksi,0.555,lakikin,0.668
54,järjestys,0.514,asetukset,0.554,siwiiliawioliitto,0.665
55,erinäinen,0.514,nimenomaan,0.55,koulujärjestys,0.665
56,järki,0.513,suhta,0.55,laki-ehdotus,0.664
57,se,0.509,esimalta,0.55,asevelvollisuuslaki,0.664
