,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
58,sanottu,0.509,totuus,0.548,merilaki,0.663
59,lain,0.506,vääryys,0.547,järjestelmä,0.663
60,omituinen,0.505,säädetään,0.546,lainsäätäjä,0.66
61,tärkeä,0.503,lakeja,0.544,kirkkolakimme,0.658
62,oma,0.497,asewelwollisuus,0.544,lain,0.656
63,täydellinen,0.497,aate,0.541,asewelwollisuus,0.656
64,puheessa,0.495,oikeuksia,0.538,maalaki,0.655
65,ansio,0.494,noudattaminen,0.536,tieliasetus,0.655
66,melmollisuus,0.494,mieli-ala,0.535,laillisuus,0.653
67,walta,0.493,waatimus,0.535,perustuslakiin,0.652
68,tarkoittaa,0.492,waiwaishoito,0.535,lakeja,0.651
69,kansalla,0.491,yhteiskunta,0.534,kansakouluasetus,0.651
70,lakia,0.489,tanve,0.533,peri-aate,0.649
71,ihmisellä,0.487,keus,0.533,lakien,0.648
72,säätty,0.487,menettely,0.533,miina-asetus,0.647
73,tarwis,0.486,parannus,0.533,pykälä,0.646
74,ymmärrys,0.484,waltakunta,0.532,peruslain,0.646
75,pidettämä,0.482,kansakunta,0.532,tullitaksa,0.646
76,helppo,0.482,rikkominen,0.531,aselus,0.644
77,käyttäminen,0.481,laiu,0.531,määräys,0.644
78,kysymykseen,0.481,hallinto,0.53,amioliitto,0.644
79,yhteys,0.479,asetusta,0.53,tuomioistuin,0.643
80,linen,0.479,elinkeino,0.529,eriuskolais,0.643
81,käytös,0.479,valta,0.528,elinkeino,0.642
82,ajatus,0.478,hallitusmuodon,0.528,lakiehdoitus,0.642
83,rakkaus,0.478,lakien,0.527,täytäntöönpano,0.64
84,rahmas,0.477,listus,0.527,kuolemanrangaistus,0.64
85,sananlasku,0.476,perustuslain,0.527,tielto,0.638
86,selwä,0.476,oikens,0.527,perussääntö,0.637
87,aine,0.474,julistus,0.526,äänestystapa,0.636
88,asia,0.473,rangaistusta,0.525,ulosottolaki,0.632
89,kieli,0.472,asetuksessa,0.525,painolali,0.632
90,menestys,0.472,perustuslakia,0.524,painowapaus,0.631
91,harjoitus,0.471,asetuksia,0.524,metsästyslaki,0.63
92,määrää,0.468,hallitsija,0.524,lakina,0.628
93,sanassa,0.468,yhtäläisyys,0.523,simiiliamioliitto,0.627
94,semmonen,0.467,kansallisuus,0.523,däntö,0.627
95,rikkaus,0.466,pyhyyttä,0.523,pytälä,0.626
96,moitto,0.464,wääryys,0.523,eduskunta,0.626
97,asiana,0.463,asianlaita,0.523,wiinalaki,0.624
98,oikeutta,0.463,katsantotapa,0.522,aseius,0.624
99,sisällinen,0.462,kristillisyys,0.52,wirkawalta,0.623
