,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,mopisto,0.832,mopisto,0.887
1,iliopisto,0.801,mopista,0.863
2,miopisto,0.786,iliopisto,0.839
3,konsistori,0.747,uliopisto,0.839
4,tiedekunta,0.715,dliopisto,0.835
5,yliopistossa,0.692,miopisto,0.831
6,konsistorio,0.675,aliopisto,0.819
7,yliopiston,0.666,pliopisto,0.813
8,akatemia,0.635,nliopisto,0.809
9,yliopistosta,0.626,hliopisto,0.801
10,upsalan,0.621,mliopisto,0.787
11,koulukomitea,0.612,yliopista,0.764
12,mopiston,0.611,wopisto,0.763
13,dosentiksi,0.607,tiedekunta,0.753
14,osakunta,0.595,konsistorio,0.748
15,miopiston,0.593,konsistori,0.745
16,professoriksi,0.592,miopiston,0.727
17,kandi,0.592,iliopiston,0.719
18,dosentti,0.573,yliopiston,0.711
19,yliopis,0.569,yliopistossa,0.71
20,kielit,0.569,aliopiston,0.709
21,iliopiston,0.569,akademia,0.699
22,komitea,0.568,konsistoori,0.694
23,pipliaseura,0.566,dliopiston,0.689
24,mbl,0.563,konsistoriumi,0.686
25,yliopistoon,0.563,yliopistonsa,0.685
26,konsistoriumi,0.56,mopistossa,0.684
27,professori,0.56,tiedeseura,0.684
28,museoon,0.559,nliopiston,0.683
29,ylioppilastutkinnossa,0.557,kadettikoulu,0.677
30,opisto,0.555,uliopiston,0.676
31,muistojuhla,0.555,akatemia,0.673
32,sisäänkirjoitus,0.552,ylioppilastutkinto,0.673
33,fys.-mat,0.549,konsistoorio,0.672
34,hist,0.548,kruunausjuhla,0.672
35,toispäiwänä,0.548,mopiston,0.672
36,hbl,0.547,miopistossa,0.668
37,matkaraha,0.547,dosenteiksi,0.665
38,akatemian,0.545,tonsistoori,0.664
39,uusmaalainen,0.544,konsistorin,0.662
40,yhdistys,0.543,promotioni,0.66
41,kirkolliskokous,0.539,kansakoululaitos,0.653
42,kouluhallitus,0.534,p.lehli,0.653
43,yliopistomme,0.534,jumaluusopillinen,0.645
44,matkarahan,0.533,-us,0.642
45,tiedeseura,0.532,p.ti,0.64
46,ylio,0.531,pilehli,0.635
47,tiedekunnassa,0.528,promotsiooni,0.635
48,lähetysseura,0.527,iliopistossa,0.635
49,yliopistossamme,0.527,tarton,0.634
50,käytännölliset,0.526,p-lehli,0.633
51,prof.,0.525,kouluylihallitus,0.631
52,matka-apua,0.523,tiedeakatemia,0.631
53,arkkipiispa,0.515,lomakursfit,0.627
54,käsityökoulu,0.511,pilchti,0.626
55,opinnäytteen,0.51,koululaitos,0.626
56,tiedekunnan,0.509,kielitieteessä,0.625
57,muistopatsas,0.509,dosentiksi,0.623
58,kandidaatti,0.508,lainwalmistelukunta,0.62
59,palosammutuskunta,0.508,yliopistoon,0.617
60,kaarti,0.507,ylioppilaskunta,0.617
61,konsis,0.506,lääkärikunta,0.616
62,kunnialahja,0.506,muinaismuistoyhdistys,0.615
63,kansalliskokous,0.503,varakansleri,0.614
64,waltiopäiwät,0.502,dosentti,0.612
65,ylihallitus,0.502,lonsistoori,0.61
66,ylimääräiseksi,0.501,tiedekunnan,0.61
67,kand,0.5,polyteknillinen,0.61
68,senati,0.5,tiedekunnalle,0.609
69,prokuratori,0.499,lonsistori,0.607
70,vuosijuhlansa,0.498,professoreiksi,0.607
71,yliopistolle,0.498,professoriksi,0.604
72,parlamentti,0.498,kunnian-osoitus,0.603
73,kouluylihallitus,0.497,tiedelunnan,0.602
74,tutkijakunta,0.497,taiteilijaseura,0.598
75,yli-opiston,0.497,muinaismuisto-yhdistys,0.598
76,tarton,0.496,senaatt,0.598
77,professorin,0.496,taideyhdistys,0.598
78,vapaaehtoinen,0.495,konsistoria,0.598
79,yli-opistossa,0.494,sijaiskansleri,0.597
80,muistolahja,0.494,lääkintölaitos,0.596
81,teateri,0.493,imbl,0.595
82,piispa,0.493,lvluualta,0.594
83,muistopatsasta,0.493,tiedekunnassa,0.594
84,scnati,0.492,p.lehti,0.593
85,jumaluus-opin,0.492,matka-apuraha,0.593
86,filosofian,0.491,dekunta,0.592
87,haara-osasto,0.49,waltioarkisto,0.591
88,kanslerin,0.489,—us,0.591
89,toispäimänä,0.488,ylioppilaskirjoitukset,0.59
90,opettajakunta,0.487,lomalurssit,0.59
91,senatissa,0.487,teollisuuskoulut,0.589
92,amanuensi,0.487,kansallismuseo,0.588
93,osasto,0.487,polyteknillisen,0.588
94,filoso,0.487,konsistorille,0.588
95,tartossa,0.487,yliopistomme,0.586
96,matkue,0.485,kasmitieteen,0.586
97,konsistorin,0.484,hist,0.584
98,pedagogian,0.484,lääletieteen,0.584
99,taideniekka,0.484,waltiopäiwäwaalit,0.584
