,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,kuningas,0.79,prinssi,0.895,prinssi,0.914
1,prinsi,0.785,prinsi,0.823,kruununprinssi,0.877
2,kuninkaan,0.782,kuningas,0.817,prinsi,0.875
3,ministeri,0.776,tuningas,0.813,kuningas,0.87
4,päämies,0.774,luningas,0.809,arkkiherttua,0.86
5,kenraali,0.751,isabella,0.808,priussi,0.855
6,kuningatar,0.74,kuningatar,0.799,herttuatar,0.854
7,napoleon,0.738,ruhtinas,0.788,perintöprinssi,0.847
8,amiraali,0.735,arkkiherttua,0.786,herttuan,0.845
9,lord,0.719,herttuan,0.778,suuriherttua,0.837
10,kaarlo,0.717,kuuingas,0.766,kuningatar,0.829
11,greiwi,0.714,ruhtiuas,0.755,kuuingas,0.825
12,ruhtinas,0.712,prinsessa,0.752,ruhtinas,0.823
13,gas,0.7,prinssin,0.748,prinsessa,0.815
14,keisarin,0.694,herttualle,0.74,knningas,0.798
15,paawi,0.683,knningas,0.736,prinssessa,0.794
16,kuninkaalle,0.672,edinburgin,0.731,bonaparte,0.787
17,armeijan,0.666,lreiwi,0.728,suurherttua,0.785
18,pasja,0.666,tinas,0.716,markiisi,0.785
19,pääkaupunkiin,0.664,kuninkaaksi,0.716,kunirgas,0.784
20,keisarinna,0.664,burgundin,0.711,ruhtinatar,0.78
21,kaarle,0.66,kreiwi,0.709,kruununperillinen,0.777
22,sardinian,0.658,thicrs,0.709,tuningas,0.777
23,keisaria,0.657,douglas,0.705,lunirgas,0.776
24,paroni,0.656,presidentti,0.702,bernadotte,0.776
25,pietari,0.656,sir,0.701,tuningatar,0.775
26,kunin,0.655,lähettiläs,0.701,luningas,0.772
27,preussin,0.65,orleans'in,0.7,stanislaus,0.77
28,viktor,0.649,krciwi,0.7,luningatar,0.77
29,asiamies,0.648,prim,0.7,kuniugas,0.765
30,konstantin,0.648,thiers,0.699,nassaun,0.764
31,öwersti,0.645,treiwi,0.698,leskikuningatar,0.764
32,päällys,0.642,pääministeri,0.697,kardinaali,0.758
33,päällikkö,0.635,teisari,0.697,lnningas,0.753
34,puolan,0.635,treimi,0.697,isabella,0.753
35,ruh,0.631,lord,0.696,prinssin,0.753
36,päällysmies,0.63,kreimi,0.694,fernando,0.752
37,neapelin,0.63,sotaministeri,0.687,rnhtinas,0.752
38,keisarille,0.626,sotapäällikkö,0.686,bazaine,0.752
39,keisari,0.625,gambetta,0.685,herttuat,0.748
40,mainio,0.621,hallitsijaksi,0.681,suurherttuatar,0.747
41,kreiwi,0.62,suittani,0.674,balduin,0.746
42,paami,0.62,päämies,0.674,suurherttuan,0.745
43,kreimi,0.618,keisariksi,0.673,sigismund,0.745
44,raali,0.618,kuninkaan,0.672,herttuaa,0.743
45,sar,0.616,sultani,0.671,prinsessan,0.743
46,frans,0.616,sultaani,0.671,leisarinna,0.742
47,englantilainen,0.606,mac,0.666,sachsen,0.74
48,kuningasta,0.601,lreimi,0.665,arkkiherttuatar,0.74
49,poikansa,0.599,krcimi,0.663,sotamarsalkka,0.738
50,tyttären,0.597,amiraali,0.663,knningatar,0.738
51,persian,0.597,suuriruhtinas,0.663,andrassy,0.737
52,kiinan,0.596,garibaldi,0.661,perintöruhlinas,0.737
53,lian,0.591,kuninkas,0.66,ludmigin,0.735
54,kapteeni,0.59,hert,0.659,kruununprinsessa,0.734
