,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,opetuslaitos,0.849,oppikoulu,0.873
1,laitos,0.804,koulu,0.818
2,oppikoulu,0.784,opisto,0.814
3,koulu,0.781,opetuslaitos,0.804
4,opisto,0.759,konlu,0.796
5,alkeisopisto,0.747,kouln,0.791
6,naiskoulu,0.746,konln,0.781
7,realikoulu,0.741,pohjakoulu,0.768
8,alkeis-opisto,0.738,laitos,0.76
9,konlu,0.733,naiskoulu,0.76
10,seminari,0.733,yhteiskoulu,0.751
11,toulu,0.715,korkeakoulu,0.746
12,alkeiskoulu,0.712,yksityiskoulu,0.743
13,seminaari,0.705,lastenkoulu,0.743
14,tyttökoulu,0.705,toulu,0.742
15,lyseo,0.699,lyseo,0.736
16,järjestelmä,0.695,reaalikoulu,0.735
17,kansakoulu,0.679,kansakoulu,0.735
18,kouln,0.662,tyttökoulu,0.735
19,lyseoksi,0.653,opinahjo,0.732
20,epäkohta,0.652,jatko-opisto,0.729
21,hanke,0.651,reaalilinja,0.728
22,oppimäärä,0.644,seminaari,0.727
23,opetuskieli,0.641,tonlu,0.722
24,kouluksi,0.641,alkeiskoulu,0.715
25,normalikoulu,0.64,alkeisopisto,0.715
26,ala-alkeiskoulu,0.637,realilyseo,0.707
27,kaksiluokkainen,0.634,yksityislyseo,0.707
28,elinkeino,0.629,reaaliosasto,0.705
29,suomenkielinen,0.625,poikakoulu,0.704
30,loulu,0.619,loulu,0.702
31,oppijakso,0.613,kansan-opisto,0.698
32,kansankoulu,0.612,hante,0.696
33,opetus,0.61,mallikoulu,0.692
34,paikkakunta,0.609,touln,0.692
35,perustettaisiin,0.607,rinnakkaisosasto,0.69
36,kauppakoulu,0.607,kauppakoulu,0.685
37,seo,0.606,kausakoulu,0.683
38,opetuskielenä,0.602,oppiaine,0.683
39,ylempi,0.6,opetuskurssi,0.683
40,kotimainen,0.598,pikkukoulu,0.681
41,suomalaiseksi,0.598,oppikurssi,0.676
42,ylhäisempi,0.595,lukumuosi,0.672
43,neliluokkainen,0.595,tonln,0.668
44,iltakoulu,0.589,taidelaitos,0.667
45,menetystäpä,0.586,reaalilyseo,0.667
46,kiertokoulu,0.581,lansakoulu,0.665
47,lukukausi,0.578,realiosasto,0.663
48,perustettawa,0.576,teollisuuskoulu,0.663
49,sotalaitos,0.575,tyttöloulu,0.662
50,periaate,0.575,lansatoulu,0.661
51,perustetaan,0.574,naari,0.66
52,merikoulu,0.572,lastentarha,0.659
53,täydelliseksi,0.572,opetustapa,0.659
54,aikakauskirja,0.572,ammattikoulu,0.658
55,lukio,0.571,simistyslaitos,0.657
56,yhdistys,0.569,opetusaine,0.657
57,kirjallisuus,0.567,koulukin,0.656
58,edistys,0.567,kiertokoulu,0.655
59,perustaminen,0.566,seminari,0.655
60,perustettama,0.566,talouskoulu,0.653
61,ruotsinkielinen,0.564,tansatoulu,0.653
62,teaterihuone,0.564,keskuslaitos,0.652
63,opettajisto,0.561,maanmiljelyskoulu,0.651
64,laajentaminen,0.56,normaalilyseo,0.651
65,laajennettaisiin,0.559,käsityökoulu,0.651
66,järjestys,0.558,normalilyseo,0.65
67,koululaki,0.558,lysei,0.649
68,puuha,0.557,opistoksi,0.647
69,alempi,0.554,järjestelmä,0.647
70,käsityökoulu,0.552,oppijakso,0.645
71,katsantotapa,0.552,neliluokkaiseksi,0.642
72,korkeampi,0.551,lailos,0.641
73,opetuskieleksi,0.55,sunnuntaikoulu,0.639
74,opettaminen,0.55,pankkilaitos,0.638
75,suomenkieli,0.55,kansanopistoksi,0.637
76,reali,0.546,koeasema,0.637
77,alkeis,0.544,kansalaulu,0.637
78,alhaisempi,0.544,kansakoulukin,0.635
79,ruotsalaiseksi,0.543,tökoulu,0.634
80,suunta,0.542,kansakonlu,0.633
81,harrastus,0.542,opetus,0.633
82,pyrintö,0.54,tansaloulu,0.633
83,ruotsilla,0.54,tansakoulu,0.632
84,waltiowaroilla,0.539,oppilasmäärä,0.631
85,haara-osasto,0.539,lukuwuosi,0.631
86,muutos,0.538,hanke,0.63
87,opetuskielellä,0.537,iltakoulu,0.63
88,perustetuksi,0.536,lutumuosi,0.626
89,työhuone,0.534,käsityöläiskoulu,0.626
90,haara,0.534,lansaloulu,0.624
91,suomella,0.531,opislo,0.624
92,hallitusmuoto,0.53,minaari,0.623
93,asemelmollisuus,0.529,teollisuusloulu,0.622
94,hankaluus,0.527,kansakonln,0.622
95,kaswatus,0.525,alleisloulu,0.621
96,aimottu,0.524,meijeritoulu,0.62
97,maamiljelys,0.523,miesseminaari,0.62
98,ehto,0.522,opetussuunnitelma,0.619
99,yleisemmäksi,0.521,lukio,0.617
