,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,myöhäinen,0.595,ailainen,0.788
1,aikaista,0.581,aikanen,0.762
2,nykynen,0.568,aikaisen,0.703
3,vaarallinen,0.55,marhainen,0.7
4,nykyinen,0.55,aikaiseksi,0.679
5,epätasainen,0.548,varhainen,0.651
6,huono,0.539,warhainen,0.645
7,aikuinen,0.535,kireä,0.645
8,määrällinen,0.53,aikuinen,0.637
9,rasittama,0.528,aikaisena,0.617
10,toimottu,0.527,myöhäinen,0.613
11,pitkällinen,0.526,epämakainen,0.592
12,ahtaaksi,0.524,huono,0.591
13,lamea,0.521,hnono,0.588
14,luonnoton,0.513,aikaista,0.587
15,kehno,0.513,epäsäännöllinen,0.586
16,yksipuolinen,0.512,ailaisen,0.583
17,malttamaton,0.512,pitkällinen,0.579
18,ankara,0.511,lawca,0.578
19,haitallinen,0.511,kesäinen,0.578
20,waarallinen,0.51,kiireinen,0.571
21,tähdellinen,0.506,myrskyinen,0.569
22,sopimatoin,0.501,syksyinen,0.568
23,kiitettämä,0.5,aikaisesta,0.566
24,merkillinen,0.5,ankara,0.563
25,turmiollinen,0.499,mutkallinen,0.562
26,epätietoinen,0.491,merkillinen,0.562
27,tuntuma,0.49,lyhyt,0.561
28,myöhästynyt,0.488,kehno,0.561
29,arweluttawa,0.487,epäonnistunut,0.558
30,towa,0.486,lyhytaikainen,0.556
31,tawaton,0.486,myöhäiseksi,0.554
32,ahdas,0.486,suuntainen,0.554
33,tolva,0.485,mutkikas,0.553
34,jyrkkä,0.484,aikaiset,0.552
35,riittämätön,0.483,waiwalloinen,0.552
36,wähäinen,0.483,monimutkainen,0.552
37,synnyttämä,0.483,kriitillinen,0.551
38,tukala,0.482,ripeä,0.549
39,odottamaton,0.481,sotkuinen,0.548
40,sopimaton,0.48,epämääräinen,0.548
41,kestäwä,0.48,kiusallinen,0.546
42,mähäincn,0.48,aikaiselle,0.543
43,kowa,0.48,turmiollinen,0.543
44,muodostunut,0.479,koma,0.543
45,pikainen,0.479,laajaperäinen,0.542
46,aikakausi,0.478,waiwaloinen,0.541
47,sitkeä,0.475,oikullinen,0.54
48,vähäpätöinen,0.475,hyödytön,0.54
49,hirwittäwä,0.475,rasittama,0.537
50,mähäinen,0.472,huouo,0.536
51,mahtawa,0.47,maimaloinen,0.533
52,toiwottu,0.469,tukala,0.532
53,ollutkin,0.469,ainainen,0.531
54,tärkeä,0.468,aikaisia,0.531
55,huonoksi,0.468,epäsuotuisa,0.531
56,tärkiä,0.467,lopetettama,0.528
57,wälttämätön,0.467,sekawa,0.527
58,runsas,0.465,tärkeä,0.523
59,uhkaama,0.464,peräinen,0.521
60,wilkas,0.464,jyrkkä,0.521
61,suurena,0.463,talivi,0.521
62,luonnollinen,0.463,pitkäaikainen,0.52
63,rauhallinen,0.462,kewäinen,0.52
64,tuottama,0.461,aikaiselta,0.518
65,sopiwin,0.46,aikaisessa,0.515
66,wähäincn,0.46,sopimaton,0.515
67,hnono,0.459,merlillinen,0.515
68,wähäpätöinen,0.458,armoton,0.515
69,kesäinen,0.457,epäedullinen,0.514
70,välttämätön,0.457,rauhallinen,0.514
71,wiltas,0.457,talminen,0.513
72,valtiollinen,0.456,laatuinen,0.512
73,suuri,0.456,mähäincn,0.512
74,katkera,0.455,perusteeton,0.512
75,wälttämätöin,0.455,kcstämä,0.511
76,koma,0.455,suuritöinen,0.511
77,tuntuwa,0.454,kowa,0.511
78,alhainen,0.454,epäkäytännöllinen,0.51
79,päättynyt,0.454,eriskummainen,0.509
80,heikko,0.454,mahäinen,0.509
81,erinomainen,0.454,kummallinen,0.509
82,oiwallinen,0.452,määrällinen,0.509
83,taloudellinen,0.452,hajanainen,0.509
84,surkuteltawa,0.451,harwinaincn,0.509
85,sunri,0.451,wanhentunut,0.509
86,ylellinen,0.451,leuto,0.508
87,asemamme,0.45,kotva,0.508
88,liiallinen,0.449,suojainen,0.507
89,omituinen,0.448,vaarallinen,0.506
90,juhlallinen,0.448,tautinen,0.506
91,perätön,0.446,termeellinen,0.506
92,huouo,0.446,pitkänlainen,0.505
93,kiimas,0.445,ennenaikainen,0.504
94,isoksi,0.445,ankarn,0.504
95,loppunut,0.445,suuremmoinen,0.503
96,tauonnut,0.444,wähäincn,0.503
97,loma,0.444,suuriarmoinen,0.503
98,peräinen,0.443,ilettämä,0.503
99,lawea,0.443,huolestuttama,0.503
