,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,kertoa,0.71,julaista,0.819,julaista,0.934
1,lukijoille,0.702,oikaista,0.769,painattaa,0.881
2,lehteemme,0.689,painattaa,0.734,julaisla,0.873
3,pyydämme,0.676,ilmaista,0.729,jullaista,0.845
4,lukijoita,0.663,lausua,0.727,jnlaista,0.82
5,mainita,0.662,huomauttaa,0.717,jultaista,0.815
6,lukijat,0.659,esitellä,0.717,painaltaa,0.723
7,yleisölle,0.658,esiintuoda,0.71,suomentaa,0.701
8,suomettaressa,0.656,mainita,0.704,ilmestyä,0.698
9,muistuttaa,0.652,wiitata,0.691,kopioida,0.698
10,jutella,0.651,selittää,0.688,esitellä,0.69
11,lausua,0.648,maiuita,0.687,julkaistamaksi,0.689
12,selittää,0.646,esittää,0.673,esittää,0.689
13,moimme,0.644,muistuttaa,0.672,julaistamaksi,0.678
14,esitellä,0.643,selitellä,0.669,peruuttaa,0.677
15,seikoista,0.637,julkaisemme,0.667,esiintuoda,0.675
16,keksiä,0.633,julkaisemaan,0.667,oikaista,0.674
17,puhuneet,0.63,luetella,0.66,julkaisemaan,0.674
18,nimittää,0.629,lukea,0.626,uudistaa,0.669
19,tahdomme,0.628,kertoa,0.625,perustella,0.668
20,lukijamme,0.628,selwittää,0.622,julkaistawaksi,0.662
21,puhua,0.627,jutella,0.617,painattamaan,0.659
22,seikkoja,0.623,suomentaa,0.609,lukea,0.65
23,puhumme,0.621,lehteemme,0.608,sepittää,0.649
24,lukioita,0.618,tarjota,0.603,kyhätä,0.649
25,nöyrimmästi,0.618,miitata,0.603,laatia,0.647
26,epäillä,0.618,peruuttaa,0.593,kosketella,0.644
27,lukija,0.614,wastata,0.592,käsitellä,0.644
28,luetella,0.611,sanella,0.587,ilmaista,0.644
29,sanomalehtiin,0.61,kerromme,0.586,julaistawaksi,0.643
30,ilmottaa,0.606,lähettää,0.585,lähettää,0.64
31,lukia,0.606,tarkastella,0.584,tehdä,0.64
32,sanomalehdissä,0.602,lähettäjän,0.581,täydentää,0.633
33,selitystä,0.601,tehdä,0.58,lulca,0.629
34,lähettäjän,0.601,liittää,0.58,julkaistaan,0.628
35,kirjallisia,0.599,kirjoittaa,0.574,merkitä,0.626
36,luulemme,0.599,tehdessämme,0.568,lausua,0.625
37,päättää,0.598,seurata,0.567,julkaisisi,0.62
38,annamme,0.598,puhua,0.567,painettamaksi,0.62
39,jatkaa,0.595,ehdotella,0.564,julaistamalsi,0.62
40,suomenkielen,0.591,selmittää,0.563,tekaista,0.616
41,sanomme,0.589,huomautamme,0.563,tebdä,0.614
42,selkoa,0.587,lähettäjää,0.561,selmittää,0.614
43,yleisö,0.585,merkitä,0.561,ulosantaa,0.613
44,voimme,0.582,piirtää,0.56,mainita,0.613
45,pidämme,0.578,tarita,0.557,maistamaksi,0.611
46,makuuttaa,0.571,viitata,0.555,painetuksi,0.61
47,julkisuuteen,0.571,lisätä,0.55,näytellä,0.609
48,likemmin,0.569,ulosantaa,0.55,jakaa,0.607
49,tarkemmin,0.568,hymäksyä,0.55,jättää,0.606
50,mekin,0.563,silmäillä,0.549,selwittää,0.604
51,selittämään,0.563,lukijoillemme,0.549,piirtää,0.604
52,lukeneet,0.562,lukioillemme,0.545,sidottaa,0.602
53,moittia,0.562,päättää,0.545,julkaistavaksi,0.601
54,esimerkkiä,0.559,näytellä,0.544,lemitellä,0.6
55,toimoa,0.558,kirjottaa,0.543,selittää,0.599
56,esimerkin,0.557,sanoa,0.543,tulkita,0.599
57,luulla,0.556,mainitsemaan,0.542,selmitellä,0.595
58,kirjoitusta,0.556,ilmoitetuksi,0.539,julkaistaisiin,0.595
59,edeltäpäin,0.553,jättää,0.538,julkaisin,0.594
60,tärkeitä,0.553,lukioille,0.538,julaistaisiin,0.593
61,pyydän,0.55,lukijoille,0.537,seurata,0.589
62,saamme,0.548,mastata,0.537,leimata,0.588
63,lyhykäisesti,0.548,lertoa,0.534,ratkaista,0.588
64,mannaan,0.543,nimittää,0.534,toistaa,0.587
65,sanomain,0.541,kumota,0.531,jutuistaan,0.587
66,tarkoin,0.541,tertoa,0.527,painatetaan,0.586
67,kohtia,0.539,lyhykäisesti,0.527,julaistawalsi,0.586
68,kirjoituksia,0.539,käsittää,0.526,sclmittää,0.586
69,olisimme,0.539,käsitellä,0.523,painettawaksi,0.585
70,emmekä,0.538,kirjoituksesta,0.523,ulosautaa,0.585
71,kuulleet,0.536,lukialle,0.521,kertoa,0.585
72,tuntea,0.536,ilmoittaa,0.52,tarjota,0.584
73,toiwomme,0.536,kaiun,0.519,toteuttaa,0.584
74,edeltäkäsin,0.535,sulkea,0.518,julaistaan,0.584
75,otamme,0.535,ilmottaa,0.517,tehoa,0.582
76,toimomme,0.535,antaa,0.516,julalsta,0.581
77,yleisön,0.534,kirjoituksessani,0.515,tehdii,0.581
78,tella,0.531,epäillä,0.515,painettamalsi,0.58
79,toimista,0.531,teroittaa,0.514,julaistuksi,0.58
80,selityksiä,0.531,autaa,0.514,lutea,0.579
81,ilmoittaneet,0.531,julaistaan,0.513,ilmituoda,0.577
82,ehken,0.53,painatamme,0.513,sclwittää,0.577
83,lähetettyjä,0.529,hywätsyä,0.513,esiytyä,0.574
84,semme,0.528,puhella,0.512,kirjoittaa,0.574
85,toimitukselle,0.527,noudattaa,0.512,esiltää,0.573
86,maininneet,0.526,ehdoitella,0.512,jullaisemaan,0.572
87,kertomuksen,0.526,mauttaa,0.511,lehdä,0.572
88,lukea,0.526,nita,0.511,ulosantamiseen,0.571
89,muistutuksia,0.525,hywäksyä,0.51,julkaise,0.571
90,maarin,0.525,lausumme,0.51,kumota,0.569
91,syistä,0.523,kerron,0.509,käännättää,0.568
92,syyttää,0.523,julistamaan,0.508,lulea,0.568
93,sanomalehtiä,0.523,tunnustaa,0.507,lumata,0.568
94,kirjoittaa,0.521,täyttää,0.507,lnlea,0.568
95,sanoa,0.521,palstoille,0.507,määritellä,0.568
96,kirjoituksesta,0.52,annamme,0.506,ilmestymään,0.567
