,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,ministeri,0.83,kuningas,0.762,bonaparte,0.764
1,kuningatar,0.795,prinssi,0.746,alfonso,0.749
2,keisaria,0.783,keisariksi,0.735,hallitessa,0.744
3,napoleonin,0.782,pius,0.72,napo,0.743
4,prinsi,0.776,aleksanteri,0.719,augustus,0.741
5,amiraali,0.776,alfonso,0.717,kuningas,0.727
6,keisarin,0.755,murad,0.717,petosi,0.724
7,keisarinna,0.753,kuuingas,0.708,stanislaus,0.72
8,sardinian,0.748,knningas,0.706,herttua,0.718
9,itäwallan,0.748,hallitessa,0.703,kuuingas,0.71
10,lord,0.745,prinsi,0.701,muhamed,0.707
11,wienissä,0.74,napoleonin,0.701,sigismund,0.704
12,herttua,0.738,napo,0.694,pedro,0.704
13,keisari,0.738,kuninkaaksi,0.687,knningas,0.699
14,kuninkaalle,0.736,teisari,0.687,wolfgang,0.699
15,kiinan,0.732,kuningatar,0.681,balduin,0.698
16,ruhtinas,0.729,arkkiherttua,0.681,poleon,0.697
17,keisarille,0.727,ruhtiuas,0.664,ludmig,0.693
18,neapelin,0.725,keisari,0.664,napoleonin,0.69
19,itämallan,0.723,tuningas,0.659,kruunattiin,0.69
20,preussin,0.719,ruhtinas,0.658,aleksanteri,0.688
21,kenraali,0.717,isabella,0.656,sotamarski,0.688
22,preussi,0.714,sotapäällikkö,0.654,pojanpoika,0.685
23,ranskan,0.711,leo,0.654,ludmik,0.683
24,englannin,0.71,paawi,0.649,lerome,0.679
25,raali,0.707,ix,0.646,bonaparten,0.678
26,kuningas,0.706,louis,0.646,herttuaksi,0.678
27,ruh,0.703,herttua,0.644,prinssi,0.678
28,pääkaupunkiin,0.7,virman,0.639,moltke,0.678
29,franskan,0.695,paami,0.638,ludwik,0.677
30,persian,0.691,sultaani,0.638,napoleonille,0.677
31,greiwi,0.688,garibaldi,0.635,prinsi,0.675
32,nenäen,0.687,prinssin,0.629,priussi,0.673
33,paawi,0.685,spanian,0.629,kossuth,0.673
34,turkin,0.679,kuninkaan,0.628,angelo,0.673
35,konstantin,0.679,neapelin,0.627,aadolf,0.669
36,aleksanteri,0.675,favre,0.626,thiers,0.665
37,kuninkaan,0.674,suitani,0.625,marski,0.665
38,asiamies,0.672,mahmud,0.624,leifari,0.664
39,pariisissa,0.671,franskan,0.623,lcisari,0.664
40,parisissa,0.671,rooman,0.62,tuningas,0.663
41,franska,0.67,sotaministeri,0.62,ruhtinas,0.662
42,kuningasta,0.669,kardinaali,0.616,isabella,0.661
43,tanskan,0.669,sachsin,0.616,pushkin,0.66
44,armeijan,0.658,sankari,0.615,hallitusaikana,0.66
45,italiasta,0.656,hallitsia,0.615,sprengtporten,0.658
46,julistanut,0.654,luningas,0.615,humbert,0.658
47,sotajoukon,0.653,hispanian,0.615,nikolaus,0.655
48,wenäjä,0.652,gambetta,0.615,arkkiherttua,0.653
49,paami,0.648,skobelem,0.614,keisariksi,0.652
50,englanti,0.646,kuuiugas,0.614,grant,0.652
51,nikolai,0.642,prim,0.614,teisari,0.65
52,päämies,0.641,herttuan,0.613,lelsari,0.65
53,pasja,0.639,lincoln,0.612,keisari,0.648
54,kreimi,0.633,sultani,0.612,battenberg,0.648
55,danskan,0.632,suttani,0.61,byron,0.647
56,lannin,0.631,hallitsijaksi,0.61,kuniugas,0.647
57,italiassa,0.631,istuimelle,0.61,aletsanteri,0.647
58,sotajoukko,0.626,edinburgin,0.609,philippe,0.645
59,gas,0.625,khan,0.609,alelsanteri,0.645
60,italian,0.624,roman,0.609,isoisänsä,0.645
61,kreiwi,0.621,italian,0.608,cesare,0.644
62,itämältä,0.62,grant,0.607,sotapäällikkö,0.641
63,liitto,0.62,pääministeri,0.606,farao,0.641
64,wcnäjän,0.619,vismarck,0.606,fernando,0.638
65,eng,0.618,lakub,0.605,alelsanterl,0.638
66,turkinmaalta,0.617,ruh,0.605,bismarck,0.638
67,laimasto,0.616,hallitsija,0.604,diaz,0.638
68,krimissä,0.616,ylipäällikkö,0.604,murad,0.638
69,sotaan,0.612,poleon,0.602,bismarct,0.638
70,ranskalaisten,0.611,presidentti,0.602,sotamarsalkka,0.638
71,sotamäki,0.609,meksikon,0.602,joseph,0.637
72,krimiin,0.608,portugalin,0.6,luningas,0.637
73,liittokunnan,0.608,tasawalta,0.6,nassaun,0.636
74,puolan,0.607,preussin,0.6,caesar,0.636
75,rans,0.607,pedro,0.599,bazaine,0.634
76,keisa,0.606,sardinian,0.598,lunirgas,0.633
77,sardinia,0.603,skobelew,0.598,leisari,0.633
78,kapina,0.602,egyptin,0.597,hessin,0.633
79,päällysmies,0.602,hayes,0.595,wellington,0.633
80,sar,0.599,kardinali,0.594,lnningas,0.632
81,suostunut,0.595,stanley,0.593,bernadotte,0.632
82,italia,0.593,bis,0.593,valloittaja,0.632
83,hh,0.592,abdul,0.591,kaliisi,0.632
84,käskenyt,0.591,brasilian,0.591,kunirgas,0.631
85,sotawäki,0.589,walesin,0.591,xlll,0.63
86,kiinaan,0.588,bismarek,0.59,nismarck,0.63
87,kunin,0.582,marsalkki,0.59,hallitusaika,0.63
88,majest,0.582,ministerinsä,0.59,kruununprinssi,0.629
89,parisin,0.579,kuningattaren,0.589,andrassy,0.628
90,sota,0.579,tasamallan,0.589,blsmarck,0.627
91,lontoossa,0.575,pascha,0.587,mohammed,0.627
92,wenäen,0.573,xiii,0.586,sigismundin,0.626
93,hallitusta,0.572,hamid,0.585,louis,0.625
94,paroni,0.571,ruhtinaaksi,0.583,suuriherttua,0.625
95,laiwasto,0.571,prinsessa,0.583,aleksander,0.625
96,saksanmaalta,0.571,ruhtinaan,0.581,ismail,0.623
97,itäwalta,0.571,presi,0.579,keisari,0.623
98,englannista,0.57,marsalkka,0.578,humberto,0.623
99,englandin,0.566,liittokunta,0.578,cesar,0.621
