,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,rohkeutta,0.747,tutea,0.801
1,turmaa,0.735,tulea,0.799
2,moimaa,0.729,vakaumusta,0.743
3,woimaa,0.726,puollustusta,0.732
4,armoa,0.719,maikutusmaltaa,0.729
5,kunniaa,0.719,kannatustaan,0.714
6,johtoa,0.718,yllykettä,0.712
7,kehoitusta,0.713,mirikettä,0.711
8,käsitystä,0.71,itsenäisyyttä,0.71
9,parannusta,0.705,vaikutusalaa,0.709
10,kannatusta,0.705,virikettä,0.707
11,lujuutta,0.704,käsitystä,0.705
12,luottamusta,0.704,makaumusta,0.7
13,lvoimaa,0.701,puolustusta,0.698
14,intoa,0.69,simistystä,0.688
15,täydellisyyttä,0.689,tyydytystä,0.686
16,armoansa,0.684,tunnustusta,0.685
17,ymmärrystä,0.682,selmyyttä,0.677
18,huolenpitoa,0.679,moimaa,0.676
19,puolustusta,0.674,kannatusta,0.675
20,lohdutusta,0.673,kannatnsta,0.673
21,yksimielisyyttä,0.673,itsehallintoa,0.668
22,kunnioitusta,0.671,armoa,0.668
23,kuntoa,0.671,suojelusta,0.667
24,uskallusta,0.668,vastapainoa,0.661
25,tuntoa,0.668,itsetietoisuutta,0.656
26,kunniata,0.667,turmaa,0.656
27,oppia,0.666,simislystä,0.653
28,rikkautta,0.666,warmuutta,0.653
29,walistusta,0.666,selwyyttä,0.651
30,kokea,0.664,woimaa,0.649
31,ohjetta,0.664,toiminnalleen,0.648
32,voimaa,0.661,edustusoikeutta,0.646
33,malistusta,0.66,siwislystä,0.646
34,wiisautta,0.659,mielipiteilleen,0.646
35,pysywäistä,0.659,siwistystä,0.646
36,ohjausta,0.658,kaunatusta,0.644
37,hyötyä,0.657,wakawuutta,0.643
38,suosiota,0.657,sytykettä,0.641
39,itsenäistä,0.656,herätystä,0.641
40,epäluuloa,0.656,simistyslä,0.64
41,turwaa,0.653,sananmaltaa,0.639
42,ulkonaista,0.652,ryhtiä,0.638
43,simistystä,0.652,ohjausta,0.636
44,wirwoitusta,0.649,elinmoimaa,0.635
45,neroa,0.647,johdatusta,0.634
46,humitusta,0.646,kunnioitusta,0.634
47,hämiötä,0.645,ivoimaa,0.634
48,mapautta,0.645,siwistysta,0.632
49,miisautta,0.643,lujuutta,0.631
50,totista,0.642,muimaa,0.629
51,johdatusta,0.642,waltaa,0.627
52,henkistä,0.641,eheyttä,0.627
53,kuuliaisuutta,0.641,simistysta,0.625
54,lepoa,0.641,harrastukselle,0.625
55,arwoa,0.64,mireyttä,0.624
56,moimia,0.639,koulusimistystä,0.624
57,mielisuosiota,0.639,luottamusta,0.622
58,pelastusta,0.638,rohkeutta,0.621
59,maltaa,0.638,lvoimaa,0.621
60,häiritä,0.637,waikutuswaltaa,0.621
61,rauhaa,0.636,yltyä,0.621
62,loukkausta,0.636,perustusta,0.619
63,aineellista,0.634,yksimielisyyttä,0.618
64,maallista,0.633,katsantokantaa,0.618
65,miettimistä,0.632,tunvaa,0.618
66,siunausta,0.631,siivistystä,0.618
67,kohtelua,0.63,luottamustansa,0.618
68,rakkautta,0.628,sananwaltaa,0.616
69,nöyryyttä,0.627,lohdutusta,0.615
70,kansallista,0.626,apua,0.614
71,huwitusta,0.625,paheelle,0.614
72,silvistystä,0.625,rauhaa,0.614
73,kartuttaa,0.625,maltaa,0.614
74,wapautta,0.624,onnellisuutta,0.614
75,viisautta,0.624,oppia,0.613
76,etua,0.623,anvoa,0.613
77,itsenäisyyttä,0.62,mirkeyttä,0.613
78,tietoansa,0.619,fimistystä,0.612
79,imeä,0.618,järkähyttää,0.611
80,pelkoa,0.618,anuoa,0.611
81,ramintoa,0.617,elinwoimaa,0.61
82,pysymäistä,0.616,elonmoimaa,0.609
83,maaraa,0.616,pontewuutta,0.608
84,heikkoutta,0.615,turmallisuutta,0.608
85,waltaa,0.615,simcellistä,0.607
86,uskollisuutta,0.614,toiminta-alaa,0.607
87,mielipahaa,0.613,silvistystä,0.607
88,neulvoa,0.613,pontemuutta,0.607
89,ylenkatsetta,0.612,käsityskantaa,0.606
90,jonkinlaista,0.612,jalansijaa,0.606
91,totea,0.611,malistusta,0.605
92,järjellistä,0.61,parannusta,0.605
93,pahennusta,0.61,kiihotusta,0.605
94,moittoa,0.609,kannatustansa,0.605
95,onnellisuutta,0.609,tietoisuutta,0.605
96,kehittää,0.608,käsitykselle,0.605
97,kokemusta,0.607,itsetajuntaa,0.605
98,murhetta,0.606,ymmärrystä,0.604
99,yhteyttä,0.606,miisautta,0.604
