,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,luonnollinen,0.745,erillainen,0.879
1,epätasainen,0.689,toisellainen,0.776
2,toisenlainen,0.676,toisenlainen,0.763
3,yhtäläinen,0.673,yhdenlainen,0.757
4,muodostunut,0.658,yksipuolinen,0.753
5,yksipuolinen,0.654,puutteellinen,0.752
6,supistettu,0.652,luonnollinen,0.729
7,sopimaton,0.65,epätasainen,0.717
8,sclmä,0.648,mitätön,0.711
9,yksinkertainen,0.648,vaillinainen,0.706
10,moitittawa,0.637,päinmastainen,0.705
11,kehittynyt,0.635,silmiinpistämä,0.702
12,haitallinen,0.635,monenlainen,0.699
13,supistunut,0.634,pintapuolinen,0.692
14,itsessään,0.634,hajanainen,0.692
15,hyödyllinen,0.632,yhtäläinen,0.69
16,lamea,0.63,maillinainen,0.689
17,sellvä,0.629,waillinainen,0.68
18,runollinen,0.629,silmäänpistämä,0.679
19,surkuteltama,0.626,ristiriitainen,0.671
20,hnono,0.626,erilaiset,0.668
21,yleisempi,0.626,tamallisin,0.667
22,mitätön,0.625,häilymä,0.667
23,tasainen,0.624,mähäpätöinen,0.666
24,vaillinainen,0.622,epäsäännöllinen,0.666
25,laajempi,0.622,tumallisin,0.665
26,ilman-ala,0.622,samankaltainen,0.66
27,tähdellinen,0.621,päinvastainen,0.659
28,käsitetty,0.62,luonnoton,0.652
29,kiitettämä,0.617,sopimatoin,0.652
30,hyödytön,0.617,epäwarma,0.648
31,törkeä,0.617,lawca,0.645
32,kieltämätön,0.617,tylsistynyt,0.645
33,milt'ci,0.616,epäkäytännöllinen,0.643
34,sopimatoin,0.613,sopusointuinen,0.642
35,mitätöin,0.613,säännötön,0.641
36,aineellinen,0.612,ahtaampi,0.64
37,malitettama,0.609,epätäydellinen,0.639
38,luonnoltaan,0.608,omiminen,0.639
39,luonne,0.608,tarpeetoin,0.639
40,miellyttämä,0.607,perusteellinen,0.638
41,riittämätön,0.606,kehkeytynyt,0.638
42,selmä,0.606,päinwastainen,0.638
43,luonnoton,0.606,tasainen,0.636
44,kehno,0.605,ylimalkainen,0.636
45,kohtuullinen,0.603,wapaampi,0.635
46,wähäpätöinen,0.603,vähäpätöinen,0.635
47,sclwä,0.602,mähäpätöincn,0.632
48,kieltämättä,0.602,kehittymätön,0.632
49,rasittama,0.601,sopusuhtainen,0.632
50,muodoltaan,0.6,kehittyneempi,0.631
51,yleisin,0.599,ymmärrcttämä,0.628
52,nurja,0.598,epämakainen,0.627
53,laaja,0.598,epämarma,0.627
54,epäiltämä,0.597,termeellinen,0.626
55,jokseenki,0.597,epäluotettama,0.626
56,tärteä,0.596,mahingollinen,0.626
57,ymmärrettämä,0.596,suhteellinen,0.626
58,jonkinlainen,0.596,tawallisin,0.626
59,turmiollinen,0.595,luonnollisin,0.625
60,huomattawa,0.593,kehno,0.625
61,mähäincn,0.593,epäselmä,0.625
62,suhta,0.59,maaraton,0.624
63,liiallinen,0.59,taivallinen,0.624
64,huomattama,0.59,haitallinen,0.622
65,vähäpätöinen,0.59,huono,0.622
66,arweluttawa,0.589,ala-armoinen,0.622
67,arwattawa,0.588,silminnähtämä,0.622
68,luonnoltansa,0.588,kummastuttama,0.621
69,ajateltu,0.588,moninainen,0.621
70,erinomainen,0.587,johdonmukainen,0.62
71,milkas,0.587,matillinen,0.619
72,wallitsewa,0.587,sekama,0.618
73,ulkonainen,0.586,epämääräinen,0.618
74,ymmärrettäwä,0.584,loogillinen,0.617
75,esitystapa,0.584,sopimaton,0.616
76,heikompi,0.583,perusteeton,0.615
77,juurtunut,0.583,mutkikas,0.614
78,jonkunmoinen,0.583,simuasia,0.614
79,lawea,0.581,tarpeeton,0.614
80,malttamaton,0.58,poikkeama,0.613
81,liikunto,0.58,tylsynyt,0.613
82,luonnollista,0.58,mahäinen,0.613
83,luonnostansa,0.577,pääasiallinen,0.613
84,kansoilla,0.576,tyydytlämä,0.613
85,nähtäwä,0.575,turmiollinen,0.612
86,asuttu,0.575,mitätöin,0.612
87,käsitys,0.575,edistyneempi,0.612
88,ollutkin,0.574,tamallinen,0.611
89,toimeentulo,0.573,huonoin,0.611
90,jalompi,0.573,yhtäsuuri,0.61
91,laiminlyöty,0.573,yksinkertainen,0.61
92,synnyttämä,0.573,järjetön,0.609
93,merkillisesti,0.573,mallikelpoinen,0.609
94,edustettu,0.572,muodollinen,0.609
95,harmoilla,0.572,mähäiuen,0.608
96,erilaiset,0.571,sellvä,0.608
97,ylipäätään,0.571,vahingollinen,0.606
98,ylimalkaan,0.57,wakaantunut,0.606
99,ihmisissä,0.57,riippumainen,0.605
