,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,etu,0.786,haitta,0.796,hyöly,0.899
1,haitta,0.719,rasitus,0.794,hyöiy,0.868
2,moitto,0.701,hankaluus,0.748,haitta,0.783
3,rikkaus,0.695,puutos,0.68,hankaluus,0.736
4,woitto,0.695,käsitys,0.679,tulolähde,0.731
5,menestys,0.649,moitto,0.675,merkitys,0.716
6,voitto,0.647,etu,0.671,rasitus,0.712
7,maakunnalle,0.626,hyötyä,0.668,mertitys,0.695
8,ansio,0.625,merkitys,0.663,helpoitus,0.692
9,hyödyllinen,0.62,puute,0.656,hyötyä,0.69
10,köyhyys,0.619,marallisuus,0.655,hyöiyä,0.684
11,luonnollinen,0.619,maakunnalle,0.655,hyölyä,0.677
12,eroitus,0.614,tulemaisuus,0.653,huolenpito,0.676
13,maallemme,0.612,menestys,0.646,koituma,0.672
14,seuraus,0.597,eroitus,0.643,koitunut,0.671
15,tärkeä,0.596,mahinko,0.642,uhraus,0.671
16,hyötyä,0.591,huolenpito,0.637,mahinko,0.667
17,simistys,0.589,maikutus,0.633,edistyminen,0.666
18,paras,0.588,toimeentulo,0.627,hämiö,0.661
19,nähtämä,0.579,huolettomuus,0.627,menestys,0.66
20,mahinko,0.574,seuraus,0.627,menestyminen,0.656
21,tehtämä,0.571,tarwe,0.623,maurastuminen,0.656
22,halu,0.571,maallemme,0.615,rahantulo,0.655
23,moima,0.568,epäkohta,0.614,työ-ala,0.653
24,maallinen,0.566,warowaisuus,0.613,huolehtiminen,0.651
25,puutos,0.564,ansio,0.613,tosihyötyä,0.649
26,pahin,0.563,woitto,0.608,puute,0.647
27,huolimattomuus,0.561,hyödyllinen,0.607,työala,0.645
28,taito,0.557,edistykselle,0.606,etuisuus,0.644
29,hyödystä,0.555,määryys,0.604,helpotus,0.644
30,syntyisi,0.553,rikkaus,0.604,maikulus,0.644
31,warma,0.552,tarkotus,0.603,senraus,0.642
32,nähtäwä,0.552,erotus,0.602,waileus,0.642
33,hengellinen,0.549,silvistys,0.602,ansio,0.641
34,este,0.547,waitutus,0.6,moitto,0.64
35,yhteinen,0.545,kiusaus,0.6,mahinto,0.639
36,mahdoton,0.543,edistymiselle,0.599,seuraus,0.637
37,snuri,0.541,tulewaisuus,0.599,edistys,0.636
38,selwä,0.541,edistyminen,0.597,merlitys,0.636
39,yleinen,0.541,wiljeleminen,0.596,maikeus,0.634
40,hoito,0.539,hyödyn,0.596,velkaantuminen,0.633
41,tarmis,0.537,tietämättömyys,0.596,waikeus,0.632
42,vahinko,0.537,turmio,0.595,taloudelle,0.631
43,wika,0.536,warallisuus,0.594,elinehto,0.629
44,sisällinen,0.535,edistys,0.594,elin-ehto,0.629
45,tarpeellinen,0.533,tarmc,0.593,lulemaisuus,0.626
46,tarkoitus,0.531,menetystäpä,0.593,edistysaskel,0.626
47,ulkonainen,0.53,tarme,0.591,kannattamaisuus,0.624
48,helppo,0.529,hyödyllisempi,0.59,maikutusala,0.621
49,kohtuullinen,0.527,elinkeino,0.59,eroitus,0.621
50,teollisuus,0.525,tuhlaus,0.589,vaurastuminen,0.621
51,melmollisuus,0.523,waikutus,0.588,säästäminen,0.619
52,into,0.522,pahennus,0.587,puutos,0.618
53,turha,0.522,kieltämättä,0.587,croitus,0.616
54,luulo,0.522,hyödystä,0.586,tuhlaus,0.615
55,hylvä,0.519,tieteelle,0.586,eroilus,0.615
56,kristillisyys,0.518,croitus,0.582,koituu,0.614
57,tunto,0.515,päämaali,0.58,tappio,0.614
58,täydellinen,0.515,säästäwäisyys,0.579,maanmiljelytselle,0.612
59,mielestä,0.514,epäjärjestys,0.578,epäwarmuus,0.611
60,siwistys,0.513,varallisuus,0.578,säästämäisyys,0.61
61,kieltämättä,0.513,malistus,0.577,hyötyäkin,0.609
62,kansallinen,0.512,teino,0.577,mahinlo,0.606
63,aine,0.512,simistys,0.577,ausio,0.605
64,arwo,0.51,omituisuus,0.577,hyödyksi,0.604
65,suus,0.509,ahdinko,0.576,elinkysymys,0.604
66,kallis,0.509,waatimus,0.576,moilto,0.603
67,sopima,0.506,menekki,0.574,pnute,0.603
68,ahkeruus,0.504,paikkakunta,0.572,maikntus,0.603
69,sowelias,0.504,erhetys,0.572,huojennus,0.602
70,mikä,0.503,wääryys,0.57,turmio,0.602
71,toimottama,0.502,edesmastaus,0.57,marmuus,0.601
72,suurempi,0.501,wika,0.569,vaikutusala,0.601
73,luonnosta,0.501,epäilemättä,0.568,marallisuus,0.601
74,parahin,0.499,siwistys,0.568,haittaa,0.599
75,sopiwa,0.499,perikato,0.565,hywinwointi,0.599
76,mika,0.498,sopiwin,0.565,mastuunalaisuus,0.599
77,meno,0.498,haittaa,0.563,amunanto,0.597
78,nero,0.498,voitto,0.562,vaurastumiselle,0.597
79,oikea,0.498,mielestämme,0.561,toimeentulo,0.597
80,todistus,0.497,waiwa,0.561,hyminmointi,0.596
81,waiwa,0.497,pää-asia,0.559,maitutus,0.594
82,seuraisi,0.496,hulluus,0.559,käsitys,0.593
83,tys,0.495,tyhmyys,0.558,jalostaminen,0.592
84,kalliimpi,0.495,pääasia,0.557,mailutus,0.591
85,raakuus,0.494,poikkeus,0.557,koituisi,0.591
86,tällainen,0.494,nautinto,0.556,hyötyi,0.591
87,tilaisuus,0.491,ojittaminen,0.555,työwoima,0.591
88,kuitcnki,0.49,tarpeellisuus,0.555,kohotus,0.591
89,hyma,0.49,haitallinen,0.555,maiteus,0.591
90,järjestys,0.489,odotettawa,0.555,kypsyys,0.591
91,puute,0.489,armattama,0.554,tehtamä,0.59
92,mielestämme,0.489,hämiö,0.554,maileus,0.59
93,saanti,0.488,seurauksena,0.551,maikutus,0.59
94,monelle,0.488,katsantotapa,0.55,ahdinkotilasta,0.59
95,kirjallisuus,0.487,lisääntyminen,0.55,erotus,0.589
96,laiskuus,0.485,tärkeys,0.549,lasitus,0.589
97,tarkka,0.483,tanve,0.548,merlilys,0.589
98,käytös,0.483,hanke,0.548,onnistuminen,0.588
99,ajatus,0.483,huolimattomuus,0.547,tuottamaisuus,0.586
