,words,absolutism,administrativ,akademi,allmoge,allmän,allmänna,alternativ,amerikanism,anakronism,anarkism,annan,annorlunda,antagonism,antisemitism,arkiv,artikel,assosiera,ateism,autonomi,avtal,barbarism,befattningshavare,begrepp,bilda,bonapartism,byråkratism,byta,central,cesarism,chauvinism,dagstidning,del,dela,delstat,delta,demokrati,demokratism,despotism,diskutera,dogmatism,dynastisk,ekonomi,ekonomisk,epok,era,europa,europeisk,fanatism,fatalism,federalism,fennicism,finans,finland,finlandism,finländare,finländsk,finne,finsk,finska,folk,folkrepresentation,form,formalism,fred,fråga,furstendöme,förbi,fördrag,förena,föreställning,författning,förhandla,förra,försvara,förvaltningssystem,förändring,gemensam,general,gensaga,geografisk,gestalt,grundlag,gräns,gränslandet,gränslinje,gudasaga,hertig,hertigdöme,hisoriograf,historia,historie-,historieskrivning,historiker,historisk,human,humanism,huvud,härskare,hävdateckning,idea,idealism,ifrågasatta,imperialism,imperium,indifferentism,individualism,inre,inrikes,integritet,intellectual,intern,intresse,invändning,invånare,jämförelse,jämlikhet,karelare,karelen,karelsk,karta,katolicism,kejsardöme,kejsare,kejserling,klerikalism,knutpatriotism,kombinera,kommunism,koncept,konservatism,konstitution,konstitutionalism,kontroversiell,kosmopolitism,krig,kultur,kung,kynne,lag,land,landområde,landtag,liberal,liberalism,lokal,lokalpatriotism,makt,marskalk,materialism,medborgare,medeltid,medlem,militarism,mobilisering,modern,monark,mynt,myt,napoleon,nation,naturalism,nature,nepotism,nihilism,nordiska,nutida,nyhetstidning,offentlig,officiell,olik,område,omtvistad,orts-,panslavism,paragraf,parlament,parlamentarianism,parlamentarisk_regering,partifanatism,partikularism,patriotism,pengar,penning,period,pest,pietism,polism,politik,positivism,princip,protektionism,protest,provins,publicera,radikalism,rationalism,realism,regel,regent,regering,regeringsform,region,representation,republikanism,res_publica,retorik,retorisk,rike,riksdag,risk,ryska,ryss,ryssland,rätt-,rättighet,samarbete,samband,samfund,samhällelig,samhället,samhällsform,sankt_petersburg,schism,sedel,sekel,sekterism,senat,separatismen,servilism,självstyrelse,skandinavien,skandinavism,skapa,skede,skepticism,skilja,slant,social,socialism,språk,språkdualism,språkfanatism,stat,statsform,statsorganism,statsskick,status,storfurstendöme,styre,styresman,ställning,stånd,stödja,stötta,suverän,suveränitet,svenska,sverige,swensk,system,talet,territorium,terrorism,tid,tidig,tidigare,tidstrogen,tjänsteman,trakt,tsar,tvistig,underståte,universitet,utforma,utilitarism,utvecklad,utverka,valuta,vandalism,vaxlä,vetenskap,välde,ämbetsman,århundrade,åsikt,överenskommelse,överlåta,year
1951,10719943,0,989,1073,8,27391,8577,1598,0,1,0,9078,460,0,0,624,626,3,0,2,4349,0,3392,814,2187,0,2,491,4606,0,0,3,125221,32552,16,3340,1253,0,1,1392,1,0,10511,8701,26,69838,837,357,2,8,0,0,5714,245,0,0,7,5962,120,97,11291,21,12347,5,4886,49720,2,2734,132,1228,307,2560,191,1406,241,5,2159,2441,1372,57,103,168,299,9573,0,25,0,38,0,0,220,162,41,14,329,208,1,13868,1,0,37414,0,687,15,0,0,0,1285,986,20,0,11697,4764,830,291,2042,17,0,0,1,813,30,0,6,0,0,0,253,49,46,10,0,1,11,0,4742,949,38564,14,172746,59040,2,0,151,10,5303,1,3343,31,2,765,11,3694,1,147,923,60,142,31,1,4232,0,60,0,0,269,86,2,1361,283,11506,12540,7,14143,0,1924,379,35,1,0,0,2,1334,3403,2821,49,1,531,4498,1,5875,0,94,595,182,2,0,6,3915,5,6668,371,287,602,0,0,2,8,6926,33835,9400,142,149,58,56657,835,877,4939,0,157,1066,0,0,1,1074,36,0,42,0,0,22,18,0,2527,398,2,814,217,5329,21,2839,0,0,74538,2,0,17,28,0,32890,62,16728,34785,673,3,27,15,9195,6605,11697,4013,9279,21,0,53278,10101,6959,0,1526,8224,7366,30,0,1544,1109,0,126,336,960,0,598,1220,481,48,45,1611,2320,326,1951
1952,10326388,0,1232,1517,14,27926,7992,1273,0,0,0,8017,438,0,0,1279,804,8,0,1,4912,0,3425,494,1927,0,4,527,5444,0,0,5,123712,32926,17,3316,1518,0,1,1388,1,0,8523,6984,26,67556,869,587,2,1,0,0,4399,239,0,2,1,6475,112,77,13811,37,11827,1,4535,47992,0,2576,174,1214,386,1662,281,1472,229,2,2520,2441,1310,47,136,172,523,8814,0,20,0,66,1,3,212,196,37,11,414,303,0,13551,1,0,38352,1,571,11,2,0,1,1140,1041,16,0,8827,5290,597,251,2425,32,1,1,0,768,0,0,2,0,0,0,240,84,30,14,0,0,13,0,4448,749,37575,44,173570,56241,5,0,276,77,5076,1,3350,34,3,679,21,1900,2,150,849,32,234,25,14,4035,0,210,0,0,954,67,0,1118,241,10396,13373,7,13613,0,1230,550,55,2,0,0,5,949,3683,1914,59,0,542,3955,1,5360,0,84,331,146,3,1,5,3929,80,6417,355,176,597,0,0,0,8,6275,35420,8308,120,160,76,59735,532,1245,4960,0,174,1491,1,0,5,822,32,0,37,0,0,45,11,0,2554,316,1,757,115,7488,131,2708,0,0,77109,3,0,43,36,0,35113,49,16645,32164,519,2,30,16,6662,5543,8827,4593,9077,70,0,53538,10060,6999,0,1511,8551,8503,24,0,2465,1079,0,131,353,896,1,347,1536,490,49,35,1057,2523,180,1952
1953,10236273,0,1216,1070,6,25625,8100,1372,0,0,0,7795,415,0,19,1168,2582,13,0,0,4666,0,2181,626,1919,0,1,373,4950,0,0,5,123258,32172,10,3416,1274,0,1,1399,1,0,8115,6813,6,69594,920,533,3,1,0,0,4368,453,0,3,3,6758,646,475,12353,65,13963,5,4504,46362,0,2882,384,1121,308,2417,140,1264,266,1,2199,2630,1112,57,147,162,495,10607,0,27,0,41,3,0,320,193,25,12,390,738,7,14060,1,0,38708,1,521,3,0,0,3,1203,890,18,5,10260,5055,674,496,1538,32,0,1,0,740,0,2,4,0,0,0,178,34,11,27,0,2,10,0,5717,756,35861,18,167156,58024,0,0,402,133,4864,0,4409,23,1,1322,22,2971,4,40,954,11,176,9,1,4981,0,169,0,0,811,88,0,1299,348,10139,13588,5,14442,0,1286,329,68,4,0,0,2,1077,4104,2310,12,0,418,3371,0,5953,3,92,634,122,2,1,4,4138,32,4941,374,337,717,0,0,0,3,6032,34399,9008,149,248,99,58991,730,1295,4589,0,275,1542,5,0,0,1274,27,0,40,0,0,120,30,0,2452,326,3,639,156,7457,101,3000,0,0,74419,5,0,26,65,0,33587,260,15943,31296,599,3,64,52,7977,6241,10260,5132,9086,100,4,52391,9903,7012,0,866,8023,8377,12,0,1835,1163,0,190,350,1173,0,401,1279,507,44,38,1006,2790,231,1953
1954,11820359,11,2004,1408,16,30792,9476,2675,0,1,0,9765,459,1,0,955,693,5,0,0,3929,0,2982,734,2578,0,3,381,8298,0,0,10,143524,38103,16,3710,1070,0,0,1645,2,0,8060,6814,6,80043,581,434,2,0,7,0,4347,431,0,0,14,9002,314,247,15400,35,16122,8,5765,58014,0,2885,266,1545,375,2939,217,1565,256,7,2610,3187,1269,106,130,173,467,10183,0,27,0,50,1,0,345,166,30,9,361,353,1,16896,1,0,42306,4,584,1,0,0,1,1471,1126,7,0,10117,6484,823,426,2048,36,0,1,1,756,0,0,4,0,0,0,312,26,10,11,0,0,18,0,6209,613,41447,14,199609,68717,0,0,210,26,6892,3,4056,16,0,1107,10,2350,2,150,1035,4,436,14,1,3873,0,129,0,0,1094,104,2,1239,219,13063,14758,21,14223,0,1936,361,46,2,0,2,3,1331,4936,2747,18,0,1962,3714,0,7418,1,88,379,182,0,0,10,4731,44,5353,488,479,647,0,0,0,3,7204,36898,10791,109,71,29,70331,1029,1475,6633,0,314,1749,8,0,3,524,45,0,27,0,0,70,10,0,3034,454,1,857,67,7939,24,3460,0,0,81051,1,0,30,71,0,45257,58,18827,40379,676,2,34,18,7925,6076,10117,6589,10884,40,0,65059,11912,8263,0,1906,8609,10023,48,0,3148,1424,0,228,287,1259,0,414,1910,539,42,33,1120,2254,372,1954
1955,11142708,2,1409,1358,7,26847,7939,1936,0,0,0,9014,383,0,0,837,1203,5,0,0,5188,0,2352,552,2661,0,1,361,6203,0,0,9,136006,36801,16,3495,925,0,0,1559,0,0,10276,8510,13,74073,1060,878,0,0,3,0,5652,311,0,2,4,7468,288,186,12805,26,13415,8,5557,51230,0,2849,818,1397,316,2380,198,1592,247,1,2652,2723,1173,76,130,155,213,10492,0,23,1,63,3,0,395,193,27,8,463,332,2,17271,1,0,38933,0,527,1,0,0,0,1288,728,9,0,11148,5452,766,270,1962,24,0,0,1,724,0,0,8,0,0,0,257,3,9,5,1,0,28,0,3123,739,37935,16,185194,60128,3,1,305,20,5927,1,3354,16,3,1125,20,1965,3,100,1093,4,187,19,12,5169,0,293,0,0,1581,56,0,1340,220,11203,13265,13,15264,0,2551,438,14,0,0,0,1,1431,3795,3341,3,0,933,4188,0,5768,9,106,351,153,2,0,10,5321,61,6027,311,299,368,0,1,0,18,6515,32777,9763,74,150,31,63111,909,1506,5210,0,243,1659,1,0,2,753,41,0,26,0,0,24,11,2,2790,324,1,709,78,8641,20,3170,0,0,77308,2,0,8,44,0,36728,33,15958,35244,551,8,17,8,8266,6226,11148,5060,11229,44,0,55104,11392,8044,0,1338,6509,11405,42,0,2307,1408,0,199,351,1454,0,397,1443,481,41,34,1506,2276,351,1955
1956,11475140,1,1668,1748,21,31703,9969,1695,0,0,1,8706,419,0,0,971,1881,5,0,0,7599,0,2123,648,2568,0,2,330,7241,0,0,10,133138,33479,5,3440,1231,0,1,1655,0,0,9608,8044,27,77845,672,461,1,0,0,0,4593,379,0,3,6,8562,239,171,14529,46,15185,8,6011,54790,0,3134,373,1348,430,2209,168,1533,335,4,2583,3089,1347,62,263,159,485,10589,0,20,0,45,1,0,427,168,31,8,431,371,2,16643,2,0,40591,4,426,3,0,1,2,1394,785,22,0,10649,5899,717,505,1727,18,0,2,0,865,2,0,0,0,0,0,266,21,21,9,0,0,20,0,3314,932,37303,8,178276,63763,3,1,198,19,8003,1,3369,26,4,1295,24,3734,0,113,1234,15,377,53,4,4654,0,114,0,9,1201,68,0,1952,347,12006,16116,7,15370,0,1531,417,40,2,0,0,1,1473,2963,3250,26,0,1219,3933,0,6893,1,97,502,153,9,1,6,4173,31,6320,566,1026,652,0,0,1,9,6257,36222,9848,128,116,41,60626,808,2172,5530,0,292,2275,2,0,5,647,57,1,39,0,0,119,4,0,3065,444,1,741,102,6428,37,3261,0,0,82824,1,0,14,71,0,38828,168,18312,36008,544,2,50,25,7845,7030,10649,4927,12256,76,0,59145,11573,8122,0,1229,6424,9207,23,3,3279,1434,0,203,276,787,0,423,1832,499,46,49,1064,2774,226,1956
1957,10857188,7,1634,1352,2,28829,9074,2382,0,1,0,8286,353,0,2,1167,1048,3,0,0,5489,0,2010,567,2479,0,1,397,5748,0,1,12,130407,31953,5,3272,1142,0,0,1452,0,0,10553,8437,14,75543,835,722,0,0,0,0,5098,699,0,3,24,8055,254,142,15172,27,15835,9,5190,52263,0,2706,431,1395,596,2189,124,1402,311,0,2760,3197,1577,58,183,125,562,9433,0,8,0,56,2,0,455,158,17,9,394,492,4,16396,6,0,36490,6,427,2,0,0,1,1468,937,23,0,10081,5137,790,443,1496,20,0,0,0,662,2,0,7,0,0,0,400,11,24,7,0,0,40,0,3162,717,37366,8,185121,58713,8,0,189,10,7581,1,3298,15,0,966,36,2588,2,44,1143,21,223,30,24,4776,0,96,0,1,1880,86,1,1697,243,11187,14305,2,16009,0,1864,406,58,0,0,1,1,1570,1861,2580,33,0,688,3581,0,6738,5,112,332,141,1,1,11,4082,51,5620,393,803,355,0,0,1,9,6745,35611,8482,204,212,68,64596,623,1878,5765,0,272,1873,6,0,0,564,45,0,23,0,0,74,13,0,2945,441,1,721,72,7293,29,3311,0,0,83247,0,0,15,83,0,37328,36,17438,34232,599,3,46,22,7245,6238,10081,4666,11427,110,0,55933,10768,7469,0,1172,7760,13398,83,1,3216,1433,0,235,283,1742,0,384,2898,392,61,35,1254,2167,344,1957
1958,11325375,0,1453,1742,9,28652,8289,1507,0,0,1,9076,387,0,0,895,1244,12,0,1,5058,0,1862,734,2056,0,1,405,4702,0,0,8,132049,33426,8,3418,1731,1,0,1612,1,2,10511,9011,24,80751,889,1229,4,0,0,0,6060,391,0,0,16,8192,150,113,14647,27,16448,7,5665,52854,0,2761,240,1224,222,2572,206,2436,371,6,2793,3324,1432,48,243,174,420,9172,0,20,0,63,4,0,353,182,29,5,406,489,1,15984,3,0,42704,2,357,2,0,0,0,1564,939,42,0,12265,4730,793,293,1574,21,0,1,1,665,0,0,4,0,0,0,367,47,79,9,0,0,43,0,5113,596,35569,18,179973,58735,3,0,324,33,6980,0,3866,54,5,1042,10,2011,2,96,1664,232,148,20,16,5448,0,143,1,2,2877,67,0,1327,206,11466,14116,11,15580,0,1260,603,90,5,0,1,1,1892,2902,2783,11,0,818,4289,1,6818,18,104,612,176,9,0,10,4463,47,7427,504,457,318,1,1,1,7,7096,37026,10082,109,229,63,57537,399,1433,5409,0,221,2009,2,0,2,370,48,0,30,0,0,25,18,0,3209,395,1,743,90,7180,37,3100,0,0,80216,9,0,50,54,0,32808,47,16746,35115,526,2,27,14,9384,7350,12265,6241,10448,85,0,54902,11516,7980,0,851,6509,9810,36,0,3090,1522,0,366,301,902,1,385,2127,437,45,54,1336,2024,179,1958
1959,11182087,0,1497,1419,0,32979,9141,2521,0,1,0,8276,393,4,1,927,1060,25,1,1,5860,0,1452,743,2279,0,3,352,5443,0,0,42,135140,32708,22,3298,1488,0,0,1696,0,0,10133,8208,25,77430,934,1010,0,2,1,0,7217,658,0,1,22,7723,398,277,12858,19,15837,6,5667,52118,0,2775,130,1125,578,2722,287,1553,224,0,3019,3287,1683,42,194,157,307,11696,0,25,0,48,0,0,306,169,35,10,380,643,4,15962,3,0,39976,1,352,0,0,0,0,1815,842,14,0,11661,5098,643,237,1523,40,0,0,0,682,0,0,12,0,0,0,302,27,9,11,0,0,40,0,4664,948,36959,23,185513,57571,3,0,253,8,7020,4,3576,43,4,1018,26,2551,8,87,1132,49,204,50,2,5117,0,121,0,0,1802,66,72,1446,355,11201,16359,6,14078,0,1840,403,26,0,0,2,4,1756,2284,3945,28,0,476,5154,0,6690,9,110,384,143,0,0,12,4172,58,7228,353,983,593,0,0,0,13,7026,36351,9297,174,197,80,54255,475,2346,5966,0,193,1912,6,0,1,546,27,0,26,0,0,20,44,0,3450,582,2,729,146,7535,30,3768,0,0,77672,0,0,10,88,0,35388,191,17233,32721,709,5,46,17,8433,7080,11661,4904,10864,159,0,59538,12097,8412,0,940,6642,10710,26,0,3622,1753,1,383,266,1830,1,370,2495,471,69,33,1353,2683,206,1959
1960,12337855,0,2073,2025,7,36440,10583,2003,0,0,0,10602,400,0,47,1178,1484,16,0,2,6683,0,1832,881,3947,0,0,469,7229,0,0,10,145227,34881,16,3106,1764,0,0,1755,0,0,10408,8530,27,87785,1181,1212,1,1,0,0,5736,411,0,0,20,8479,198,143,13101,15,18719,16,6587,58907,19,2600,234,1326,352,3155,161,1728,207,0,3018,3860,1893,55,390,159,701,11901,0,30,1,60,0,0,368,146,26,6,713,1144,2,17610,1,0,44746,1,409,3,1,0,4,1560,1087,43,0,13238,6324,809,300,1547,17,0,0,0,1010,0,0,6,0,0,0,254,66,10,17,0,0,47,0,3294,1565,40896,32,207326,62255,1,0,390,32,8091,1,3612,31,3,1220,24,2909,3,131,1445,16,161,21,12,6025,0,143,0,0,1978,64,40,2275,421,12905,21773,2,15829,0,3051,480,30,1,0,1,3,1640,2570,3223,23,0,911,3922,0,8175,16,128,360,229,0,1,13,5005,83,5345,552,2753,571,0,0,1,11,7023,38315,9866,74,271,55,74912,943,2301,6740,0,307,2491,3,0,2,733,41,0,31,0,0,77,29,2,4261,606,1,958,259,8285,35,3561,0,0,86617,2,0,22,79,0,42474,17,18274,38773,622,9,52,27,9470,8115,13238,5480,13164,117,1,60799,12280,8487,0,978,9752,11460,19,0,5162,1940,0,597,222,871,1,404,2796,546,65,32,1627,2194,339,1960
1961,10958116,2,1765,1397,11,32789,10704,2169,0,1,0,8275,352,0,1,1021,883,52,1,7,5619,0,1777,613,2393,0,1,352,6682,0,2,18,131566,30470,2,3404,1233,0,2,1645,2,0,10565,8738,55,81895,1293,1502,0,0,0,0,5264,639,0,10,21,7493,264,200,11792,13,17212,3,6254,51469,10,2302,255,1371,233,2637,214,1510,176,1,2866,3779,1791,49,375,100,319,9016,0,15,0,59,2,0,249,108,18,4,357,445,1,15687,2,0,36525,3,331,5,1,0,0,1299,986,17,0,12276,6092,709,440,1355,16,0,0,0,1154,46,0,4,0,0,0,292,26,16,9,0,0,52,0,3816,1102,38221,22,172815,58224,6,0,369,14,7846,3,3527,12,1,938,24,2909,2,69,1275,15,232,26,17,6124,0,268,0,0,1575,79,21,1375,539,11887,18511,3,15803,0,1130,407,16,0,0,0,5,1313,1846,2572,22,0,762,3602,1,6984,20,104,996,161,2,0,9,3852,77,4848,310,1110,597,0,0,0,8,6443,35043,9619,83,162,31,57046,514,2726,5927,0,259,1708,3,0,1,418,50,0,32,1,0,129,29,1,3952,674,0,669,85,7313,33,3092,0,0,75076,1,0,14,46,0,36254,6,16431,33382,642,3,101,73,9118,7961,12276,6395,10919,56,0,52309,11235,7611,0,907,6494,9321,16,1,3616,1448,0,520,231,615,0,330,2268,424,80,43,1753,1906,252,1961
1962,12347715,0,1890,1375,25,36403,11103,2148,0,0,0,10310,392,1,1,1146,1582,49,4,6,7295,0,1791,1391,3022,0,0,504,8117,0,0,20,146996,32538,12,4221,1529,0,0,1954,1,0,10253,8717,106,90419,1293,1130,2,0,0,0,5381,912,0,3,32,8433,382,228,14803,5,21567,7,7187,57214,0,2710,368,1455,189,2642,153,1580,212,0,3228,4104,1618,53,403,139,467,11365,1,30,0,60,1,0,326,139,30,13,765,851,3,14695,0,0,47898,0,209,1,0,0,1,1431,1731,92,0,13951,6424,769,503,1525,13,0,0,0,880,0,1,8,0,0,0,313,20,10,25,0,0,65,0,4306,1688,40260,20,195776,63633,10,0,496,47,8211,2,4133,30,6,1065,29,2449,4,109,1343,48,154,79,0,6615,1,157,0,0,2334,145,18,1549,252,13351,19501,4,16529,0,3156,329,19,3,0,0,4,1254,4129,3529,119,0,644,4483,0,8224,2,120,476,213,2,0,12,5336,86,5494,398,1717,596,0,1,0,5,9007,37564,11375,63,128,26,69956,604,2972,6728,0,326,2856,4,0,0,687,48,0,17,0,0,309,18,0,4329,558,1,821,69,9467,68,3635,0,0,81523,4,0,38,118,0,39112,73,17767,37984,586,11,63,41,9877,10114,13951,5840,12350,123,0,62598,12904,8788,0,1023,12712,11746,32,0,3308,1951,0,321,287,814,0,407,2077,544,130,60,1377,2307,359,1962
1963,11779142,4,1970,1929,11,33709,10471,2383,0,0,0,8928,407,1,0,1032,1265,12,1,3,7131,0,1685,807,3021,0,3,437,7792,0,0,12,135472,29948,39,3681,1257,0,1,1987,2,0,10713,8962,45,87448,1062,952,3,1,0,0,5581,538,0,4,14,7569,252,122,11828,9,19314,3,7052,55514,0,2684,707,1344,225,2224,152,1485,207,0,3039,3454,1890,48,507,156,225,9737,0,24,0,106,0,0,285,156,27,38,953,852,3,13961,1,0,48800,3,264,4,0,0,0,1342,1578,61,2,13339,7247,777,405,1395,31,0,1,1,1054,0,0,5,0,0,0,328,7,12,18,0,0,74,0,3920,2901,38019,15,182661,60540,8,0,537,12,8471,1,4093,12,1,807,27,2644,6,120,1660,52,212,48,2,7046,0,379,0,0,2824,94,3,1661,415,13035,20673,8,15345,0,1500,657,24,2,0,0,1,1373,2034,3313,36,0,843,4825,0,7808,5,96,381,184,2,0,37,4429,127,6373,356,1995,1709,0,0,0,2,8003,37150,10091,63,293,39,64787,619,2657,6418,0,485,2856,1,0,4,756,59,0,36,0,0,75,17,0,4663,570,0,792,58,8815,28,3915,0,0,77629,0,0,21,127,0,35274,73,16435,36373,843,4,44,24,10076,8669,13339,6585,12565,107,0,65596,12448,8597,0,1094,7469,10006,25,1,4825,1523,0,336,183,1803,1,366,2202,572,40,44,1759,2432,293,1963
1964,12710712,0,3121,2434,2,37771,10958,2390,0,2,0,10430,497,0,4,742,1014,26,1,5,5543,0,2095,894,3278,0,5,368,9512,0,0,22,147404,33287,24,3650,2157,0,0,2395,0,0,11643,9688,66,95449,958,717,7,0,0,0,5868,672,0,2,35,9039,261,172,12467,34,24460,8,7559,61532,0,2762,221,1494,308,3285,113,1595,340,2,3628,4532,1882,35,647,133,1331,11002,0,13,0,103,0,0,667,398,29,10,701,1042,1,15085,2,0,47823,0,197,1,0,0,0,1355,1856,82,0,13851,6976,791,295,1568,52,0,0,0,861,0,0,7,0,0,0,248,22,28,25,0,0,74,0,5549,1884,40226,52,198758,64549,5,0,397,8,14546,3,4582,29,1,1182,38,2800,4,202,1592,215,201,74,17,7084,0,534,2,1,2005,126,0,1748,289,14337,22874,5,14504,0,2023,780,55,3,0,0,3,1361,2069,3349,27,0,2134,6042,0,8705,8,167,169,232,1,0,23,4879,285,8900,1184,3056,698,0,0,0,4,8529,40775,9860,157,250,50,75409,923,2569,6860,0,600,3801,4,0,0,810,38,0,33,0,0,227,28,0,4846,740,1,793,74,11497,23,4228,0,0,82934,23,0,84,143,0,36410,58,18351,38375,777,18,74,40,9847,9242,13851,7500,12389,26,0,63096,12734,8415,0,1104,10221,11854,17,0,8911,2018,0,311,217,908,2,358,4111,664,59,47,1937,2458,451,1964
1965,10704297,0,1587,1561,9,33565,9316,1960,4,4,0,7948,339,1,6,627,1288,11,4,5,7937,0,898,776,2128,0,0,300,6753,0,0,35,119690,24917,50,3588,2674,0,0,2126,1,0,9476,7807,58,81915,1016,582,10,2,0,0,7013,494,0,9,33,5573,153,95,10473,16,18157,12,6460,51176,0,2808,240,900,272,2123,266,1484,231,4,2991,2951,1593,31,338,132,681,8864,1,14,0,94,0,0,288,163,20,10,555,631,1,11303,3,0,39970,6,124,5,0,0,2,1168,1895,182,0,12071,6055,621,471,1209,31,0,0,0,626,0,0,6,0,0,0,319,33,11,13,0,0,104,0,2339,1737,33554,22,161515,53406,4,1,547,21,8572,2,3318,16,1,844,35,2652,2,34,1239,15,109,38,1,7246,0,290,0,0,2343,72,4,2502,296,11126,18003,10,12820,0,1321,727,20,0,0,0,3,1759,2114,3149,35,0,796,5819,0,6599,1,136,250,230,2,0,26,4091,163,7124,537,2162,492,0,0,0,11,7618,39223,7513,33,130,24,54535,798,2279,5127,0,379,2858,3,0,0,794,39,0,64,0,0,99,11,0,3841,481,0,747,46,8171,28,2869,0,0,74583,0,0,30,115,0,26749,24,14886,30359,760,18,77,31,9011,7418,12071,6327,10863,53,0,51022,11031,7525,0,2781,6025,10066,16,2,6872,1392,0,260,133,806,0,282,2409,356,66,54,1179,1956,203,1965
1966,11260550,0,1521,1140,3,34758,8789,2030,3,5,0,9646,363,0,0,1023,1095,6,1,5,5689,0,793,1347,2073,0,0,363,5464,0,0,77,121663,26476,35,3168,2685,0,0,2296,1,0,11148,9277,25,85657,1230,852,2,1,0,0,6645,551,0,5,22,5839,434,253,9596,13,19709,2,6185,54985,0,2771,213,1132,229,2777,170,1734,217,3,3090,4610,1210,43,465,114,549,10271,0,16,0,81,0,0,265,160,27,7,376,642,4,11765,1,0,43746,4,138,0,0,0,2,1498,1837,86,0,14140,6475,849,212,1240,63,0,0,0,684,0,0,4,0,0,0,303,24,2,26,0,0,107,0,3687,1863,32490,6,167236,54606,31,0,567,35,9879,4,3393,14,2,1153,19,2231,3,254,1301,240,214,47,1,7401,1,252,0,1,2627,68,1,2357,411,11943,18338,6,13944,0,2048,862,130,2,0,0,4,1660,3830,3343,7,0,1073,7793,0,7245,9,106,148,243,8,0,23,5665,134,7351,277,2429,566,0,0,0,13,7449,39148,9357,34,84,27,63568,1024,1918,6156,0,496,3529,1,0,3,418,60,1,36,0,0,199,18,0,4000,641,2,707,43,8561,41,3386,0,0,68867,73,0,121,110,0,25391,9,14248,32664,657,8,104,56,10078,10008,14140,6775,10453,194,0,60040,11985,8178,0,884,7585,10231,20,2,3624,1735,0,241,121,1141,1,401,1586,366,32,32,1884,2410,359,1966
1967,12524292,0,1691,1122,15,38925,10025,2125,1,5,0,10382,469,0,0,455,1030,50,2,3,7968,0,653,1056,2564,0,1,376,6912,0,0,32,139322,31314,15,3295,3413,0,0,2793,13,0,13094,11052,66,95736,1527,1013,2,1,0,0,9083,651,0,19,63,5800,311,211,10927,23,23064,7,7118,60794,0,2859,351,1185,202,2027,290,1946,247,3,3013,4306,1222,27,345,99,650,12347,0,24,0,111,0,0,263,151,56,10,714,609,3,12371,3,0,47541,5,135,7,0,0,1,1174,1951,74,0,15800,7592,769,250,1575,37,0,0,0,673,0,0,26,0,0,0,447,40,6,21,0,0,108,0,2610,1838,35523,27,170893,62433,4,1,627,43,9714,2,3512,7,3,1213,15,2806,3,77,1299,90,131,95,2,7885,0,304,0,0,2652,72,0,2256,404,14003,19963,11,15086,0,1902,878,25,0,0,0,2,2237,2943,3704,30,0,1013,10093,0,7776,18,141,136,259,13,2,34,5835,202,10750,237,2732,737,0,0,1,15,7647,40270,10919,43,269,21,66118,644,2738,6386,0,643,4383,2,0,5,794,59,0,30,0,0,229,8,0,5132,799,0,830,65,11003,36,3306,0,0,74535,14,0,48,87,0,28399,14,15462,34800,830,10,80,46,11441,9584,15800,7742,11833,118,0,64976,13580,9134,0,1019,5681,11979,28,1,4214,2116,0,331,103,923,1,280,1879,468,39,41,2380,2200,469,1967
1968,12349452,0,1614,1016,4,38802,10078,3329,4,8,0,10796,454,0,3,460,2008,14,2,3,9732,0,352,1022,2680,0,0,347,7369,0,2,52,134671,29805,32,3677,4425,0,0,2861,0,0,12386,10575,32,95420,1729,949,2,0,0,0,7359,774,0,3,31,5309,359,242,10012,53,26694,5,7329,58110,0,3498,537,1209,235,2708,204,1977,428,1,2996,4090,1263,31,381,102,1772,11524,0,68,0,98,1,0,241,142,51,6,415,682,5,11673,4,0,50580,7,70,29,0,0,0,1352,1579,102,0,18028,7620,677,329,1630,465,0,0,0,853,4,0,13,0,0,0,375,23,3,20,0,0,94,0,3496,1706,34323,10,169256,61713,7,0,668,30,9334,0,4192,12,0,1927,11,3395,1,92,1336,51,617,34,1,9243,1,530,2,4,3036,65,17,2635,382,14125,20041,9,15713,0,2532,1459,127,3,0,0,1,1622,2745,5074,16,0,1042,9316,1,7974,10,204,213,259,8,1,22,5697,188,9513,612,3629,748,0,0,5,16,8158,43768,11766,93,260,23,68725,1134,3409,6192,0,554,4720,3,0,2,1114,62,0,48,0,0,140,29,0,5172,769,4,762,43,10267,35,3285,0,0,77945,7,0,76,182,0,24168,5,16652,37396,899,19,60,23,12614,10968,18028,8825,13443,134,0,63813,13380,8973,0,690,8583,12082,13,8,3116,2329,0,341,106,1758,0,364,1853,567,48,47,2041,2047,470,1968
