,politik,finland,stat,finsk,finne,nation,folk,gräns,modern,ryss,rike,författning,grundlag,fred,ryssland,makt,representation,styre,regel,rättighet,monark,regent,provins,system,krig,land,stånd,regeringsform,regering,riksdag,parlament,lag,kung,kejsare,senat,medborgare,historia,begrepp,europeisk,universitet,sekel,århundrade,förändring,byta,historisk,swensk,inre,inrikes,europa,tidig,fråga,delta,ställning,bilda,form,del,skilja,dela,hertig,offentlig,allmän,tid,period,era,språk,olik,annorlunda,stötta,stödja,styresman,publicera,princip,förbi,förra,föreställning,petersburg,akademi,samfund,annan,skapa,artikel,trakt,medlem,gemensam,ämbetsman,officiell,förena,jämförelse,general,allmoge,valuta,sedel,mynt,penning
rike,0.4123598039150238,0.3309364318847656,0.5554170608520508,0.33691608905792236,0.254960834980011,0.49959471821784973,0.2226063758134842,0.48250675201416016,0.07275135815143585,0.32809242606163025,1.0,0.5305975079536438,0.45603737235069275,0.2933824956417084,0.45260706543922424,0.3864805996417999,0.31610897183418274,0.3537966310977936,0.39157554507255554,0.3781963288784027,0.3469834625720978,0.5508056282997131,0.5084756016731262,0.4310259521007538,0.40754958987236023,0.38147976994514465,0.3300360441207886,0.4435431957244873,0.37871238589286804,0.4039589464664459,0.3713022768497467,0.303200900554657,0.3024396002292633,0.3035825788974762,0.3665207028388977,0.5067351460456848,0.3308253586292267,0.3513525426387787,0.42110520601272583,0.4589621126651764,0.4155745804309845,0.4364432394504547,0.4060070812702179,0.16876304149627686,0.39259180426597595,0.19414477050304413,0.32869020104408264,0.3327119052410126,0.5602556467056274,0.30972176790237427,0.2667405903339386,0.31557393074035645,0.4377991557121277,0.40169504284858704,0.3727187514305115,0.19659888744354248,0.43099290132522583,0.23729819059371948,0.2718461751937866,0.3702464997768402,0.42791494727134705,0.24928073585033417,0.4410035014152527,0.32682299613952637,0.3815714120864868,0.32790273427963257,0.3172299861907959,0.46644753217697144,0.25844091176986694,0.4130336046218872,0.43894776701927185,0.4159260094165802,0.20469164848327637,0.13960441946983337,0.3789626657962799,0.31022417545318604,0.3856779932975769,0.5101932883262634,0.23776862025260925,0.4064794182777405,0.46320465207099915,0.2942766845226288,0.508747398853302,0.4863443672657013,0.4819171726703644,0.3878011107444763,0.359358012676239,0.3924061357975006,0.20882046222686768,0.5305309295654297,0.3907015025615692,0.23080985248088837,0.2500810921192169,0.18180041015148163
författning,0.4804753363132477,0.2616916298866272,0.5102197527885437,0.23423099517822266,0.14732851088047028,0.4882661998271942,0.25039517879486084,0.42072293162345886,0.15961366891860962,0.3448227643966675,0.5305975079536438,1.0,0.5967061519622803,0.3591109812259674,0.4969432055950165,0.4750651717185974,0.40059176087379456,0.4297027289867401,0.5025281310081482,0.5079252123832703,0.4165390431880951,0.5148858428001404,0.4315095841884613,0.5320638418197632,0.3473471999168396,0.2568010091781616,0.5011441111564636,0.6527332067489624,0.4438224136829376,0.5128011703491211,0.44865790009498596,0.5704200267791748,0.30337440967559814,0.27200058102607727,0.44129401445388794,0.4727034270763397,0.3308229148387909,0.4614091217517853,0.4940749704837799,0.591435968875885,0.518145740032196,0.4638141691684723,0.5276921987533569,0.2177674025297165,0.47931206226348877,0.267805814743042,0.2759135067462921,0.49795615673065186,0.4022738039493561,0.28869304060935974,0.43209871649742126,0.34346282482147217,0.45443618297576904,0.36360928416252136,0.4508935213088989,0.2324962317943573,0.4737343192100525,0.18030844628810883,0.27707692980766296,0.5408737659454346,0.515424907207489,0.2884007692337036,0.4983711540699005,0.316973477602005,0.359300434589386,0.5331605672836304,0.5240559577941895,0.49533411860466003,0.285922110080719,0.505659282207489,0.6239117383956909,0.483413964509964,0.22466988861560822,0.2551860809326172,0.5613924264907837,0.2746938169002533,0.6171673536300659,0.5280609130859375,0.3345176875591278,0.5206519365310669,0.6401193141937256,0.29477500915527344,0.6076582670211792,0.6254534125328064,0.5095407366752625,0.490537166595459,0.32644423842430115,0.4882352650165558,0.19373880326747894,0.5407012701034546,0.5561202168464661,0.3661256730556488,0.3885436952114105,0.2589713931083679
grundlag,0.7540215849876404,0.40007004141807556,0.5498940944671631,0.46274706721305847,0.3981936573982239,0.5416969060897827,0.3343513011932373,0.6292622089385986,0.32773035764694214,0.631543755531311,0.45603737235069275,0.5967061519622803,1.0,0.42820557951927185,0.6903077960014343,0.6918804049491882,0.5636844038963318,0.7854108810424805,0.6282780766487122,0.49867871403694153,0.6172336935997009,0.6267240047454834,0.656722903251648,0.7058966755867004,0.5292593240737915,0.3799287676811218,0.40763404965400696,0.8613035082817078,0.5271176099777222,0.5652707815170288,0.6326671838760376,0.49768930673599243,0.4760369062423706,0.4536546468734741,0.7559666037559509,0.49435919523239136,0.43499425053596497,0.6012173295021057,0.8098377585411072,0.8524060845375061,0.8116278052330017,0.7809186577796936,0.6047934293746948,0.47886595129966736,0.723240852355957,0.5168680548667908,0.49506744742393494,0.5768242478370667,0.4996539354324341,0.5548747181892395,0.5321313142776489,0.39810362458229065,0.5680544376373291,0.7188873887062073,0.6035350561141968,0.4187834560871124,0.6416435241699219,0.44203245639801025,0.4593789875507355,0.7220827341079712,0.44016405940055847,0.3695926368236542,0.8445900678634644,0.6668510437011719,0.4185987114906311,0.661611020565033,0.6050922274589539,0.8448948264122009,0.6172173619270325,0.7330635786056519,0.8052740693092346,0.77925044298172,0.4767642617225647,0.402648001909256,0.6308085918426514,0.5242339968681335,0.8574930429458618,0.6567936539649963,0.44133275747299194,0.7624143362045288,0.6948228478431702,0.35597702860832214,0.6803949475288391,0.6557936668395996,0.5226369500160217,0.806912899017334,0.5648886561393738,0.7004444599151611,0.45655617117881775,0.5210009813308716,0.806049108505249,0.40511026978492737,0.5127619504928589,0.41854268312454224
fred,0.34133532643318176,0.3559793531894684,0.38640227913856506,0.18339377641677856,0.20129165053367615,0.2950950860977173,0.16066184639930725,0.4783276617527008,0.0595245398581028,0.3727639615535736,0.2933824956417084,0.3591109812259674,0.42820557951927185,0.9999999403953552,0.6001591682434082,0.4155438542366028,0.20642870664596558,0.34579238295555115,0.32659411430358887,0.20334471762180328,0.38784271478652954,0.46631941199302673,0.4579973518848419,0.30319592356681824,0.4972449243068695,0.10891013592481613,0.30733031034469604,0.3899175524711609,0.4092501103878021,0.3496602773666382,0.36250415444374084,0.21593527495861053,0.28173258900642395,0.43808692693710327,0.4162488281726837,0.2335600107908249,0.20354709029197693,0.18634536862373352,0.38391849398612976,0.419575959444046,0.32194727659225464,0.400554895401001,0.3078889846801758,0.16627448797225952,0.2635917067527771,0.19074362516403198,0.34101399779319763,0.3075906038284302,0.35114601254463196,0.31020307540893555,0.2358180433511734,0.27811720967292786,0.33348986506462097,0.3252418339252472,0.2589133679866791,0.18926095962524414,0.32524704933166504,0.20716294646263123,0.33320119976997375,0.34143394231796265,0.27455389499664307,0.2472819834947586,0.4039022922515869,0.36848753690719604,0.16930873692035675,0.23453788459300995,0.3324793577194214,0.4193763732910156,0.29215696454048157,0.2888224124908447,0.4115782380104065,0.28521454334259033,0.416223406791687,0.27997809648513794,0.41432100534439087,0.44256556034088135,0.40135306119918823,0.26860183477401733,0.2224828600883484,0.26780709624290466,0.3020467460155487,0.2954908609390259,0.25141116976737976,0.4802510142326355,0.21637974679470062,0.5131757855415344,0.4355035424232483,0.4840155839920044,0.3382258713245392,0.3228214979171753,0.3449564278125763,0.16523626446723938,0.2230391502380371,0.16563251614570618
ryssland,0.5156255960464478,0.48331567645072937,0.5845984816551208,0.34690529108047485,0.28321248292922974,0.5149255990982056,0.18177677690982819,0.6689699292182922,0.15195265412330627,0.5814351439476013,0.45260706543922424,0.4969432055950165,0.6903077960014343,0.6001591682434082,1.0,0.5133456587791443,0.4180503785610199,0.4844374358654022,0.43888309597969055,0.38921085000038147,0.5669280886650085,0.6079409718513489,0.7337062954902649,0.5708233714103699,0.6566065549850464,0.27064022421836853,0.43371185660362244,0.6238641738891602,0.5562308430671692,0.5415024757385254,0.6343533992767334,0.2872467637062073,0.38976356387138367,0.555370569229126,0.650988757610321,0.37349390983581543,0.4127732217311859,0.39940395951271057,0.6345471143722534,0.6069994568824768,0.5056661367416382,0.6154621243476868,0.5139599442481995,0.253118097782135,0.5176417231559753,0.34082186222076416,0.442370742559433,0.5163695216178894,0.5166618227958679,0.403394877910614,0.37368398904800415,0.2197914868593216,0.5585861206054688,0.49922847747802734,0.4677431285381317,0.3518705368041992,0.49709004163742065,0.36875292658805847,0.5106530785560608,0.5609725713729858,0.3188285231590271,0.20816662907600403,0.5736131072044373,0.454349547624588,0.29019537568092346,0.45411649346351624,0.36507588624954224,0.7044200301170349,0.4316312372684479,0.5053964853286743,0.5870755314826965,0.5489871501922607,0.46282604336738586,0.31694507598876953,0.6346907615661621,0.6336597800254822,0.6238900423049927,0.37595778703689575,0.246986985206604,0.4470584988594055,0.5528280735015869,0.29022637009620667,0.43775755167007446,0.6133646368980408,0.4108455181121826,0.6813281178474426,0.5756773352622986,0.6275792121887207,0.5580073595046997,0.4521486461162567,0.5074789524078369,0.31742045283317566,0.3356536626815796,0.25281429290771484
makt,0.7212830781936646,0.24517816305160522,0.36968138813972473,0.381269633769989,0.38547712564468384,0.43632835149765015,0.3244397044181824,0.483294814825058,0.28569352626800537,0.5086421966552734,0.3864805996417999,0.4750651717185974,0.6918804049491882,0.4155438542366028,0.5133456587791443,1.0,0.4075481593608856,0.6459038853645325,0.6901195049285889,0.49788716435432434,0.5703113079071045,0.604897677898407,0.4824414849281311,0.5792673826217651,0.4223180115222931,0.28630298376083374,0.301838755607605,0.6956449747085571,0.4715634286403656,0.3305715024471283,0.49831995368003845,0.3758617341518402,0.4871537685394287,0.3878009617328644,0.6473795175552368,0.3545585572719574,0.31406909227371216,0.6423541307449341,0.6778052449226379,0.6918172836303711,0.6784937977790833,0.6456118822097778,0.5434767603874207,0.42386165261268616,0.42997443675994873,0.4832496643066406,0.417965829372406,0.3062048852443695,0.468536376953125,0.555832028388977,0.6276130676269531,0.3543039858341217,0.548869252204895,0.6909975409507751,0.537077009677887,0.27915841341018677,0.5088906288146973,0.32754087448120117,0.3354616165161133,0.5384817719459534,0.328592985868454,0.3118259310722351,0.7352508902549744,0.6385015249252319,0.3952065706253052,0.5370743274688721,0.5735204815864563,0.6780634522438049,0.5355498790740967,0.6871505975723267,0.5945530533790588,0.6982374787330627,0.4538474678993225,0.34618276357650757,0.5923689007759094,0.3990227282047272,0.6530102491378784,0.5859593749046326,0.3771096169948578,0.7274580001831055,0.4229619801044464,0.31305867433547974,0.5451648235321045,0.49263840913772583,0.3817111551761627,0.66081702709198,0.43358081579208374,0.6567708253860474,0.30913570523262024,0.35775211453437805,0.586730420589447,0.21042858064174652,0.2704775631427765,0.2761034369468689
representation,0.4587308168411255,0.3306547701358795,0.4223243296146393,0.3674160838127136,0.21604984998703003,0.38346484303474426,0.23683425784111023,0.28141599893569946,0.3437677323818207,0.3570091128349304,0.31610897183418274,0.40059176087379456,0.5636844038963318,0.20642870664596558,0.4180503785610199,0.4075481593608856,1.0,0.5622174143791199,0.400068998336792,0.3451002836227417,0.48746350407600403,0.3999652862548828,0.49535438418388367,0.48896002769470215,0.35832980275154114,0.22133590281009674,0.30094775557518005,0.5997547507286072,0.3504001200199127,0.5061119794845581,0.47162359952926636,0.27534016966819763,0.3335154354572296,0.34501543641090393,0.5662533044815063,0.3170638382434845,0.5577560663223267,0.38407620787620544,0.5530269742012024,0.6511546969413757,0.534957230091095,0.5598122477531433,0.5275620818138123,0.2555580735206604,0.5554264783859253,0.5040051937103271,0.3491542339324951,0.42154383659362793,0.40767383575439453,0.3069424033164978,0.4185560345649719,0.33912089467048645,0.32141900062561035,0.4736751914024353,0.42661866545677185,0.4010449945926666,0.393509179353714,0.3175581693649292,0.49524208903312683,0.642971932888031,0.38275080919265747,0.2385128140449524,0.6079029440879822,0.32139456272125244,0.3173418343067169,0.3394763767719269,0.23341186344623566,0.5342879891395569,0.4285937249660492,0.47801658511161804,0.5269325971603394,0.5696620345115662,0.28854691982269287,0.21208027005195618,0.4086804687976837,0.3681207299232483,0.5680177211761475,0.5533294081687927,0.17369745671749115,0.4822486639022827,0.5214613080024719,0.29199671745300293,0.5066609978675842,0.38795047998428345,0.4253651797771454,0.4743538498878479,0.3220754861831665,0.5165996551513672,0.37367725372314453,0.2963904142379761,0.5864379405975342,0.33671480417251587,0.3356572985649109,0.15815559029579163
styre,0.6527549028396606,0.44107091426849365,0.38892439007759094,0.6135834455490112,0.46078920364379883,0.3774622678756714,0.34203413128852844,0.4920082986354828,0.5279924869537354,0.5609961748123169,0.3537966310977936,0.4297027289867401,0.7854108810424805,0.34579238295555115,0.4844374358654022,0.6459038853645325,0.5622174143791199,1.0,0.5785868167877197,0.3893977403640747,0.5459005832672119,0.5014814734458923,0.4488789737224579,0.6119758486747742,0.3152318000793457,0.3781663775444031,0.37204229831695557,0.7732643485069275,0.3957860469818115,0.4464474618434906,0.5419268608093262,0.3782331347465515,0.5193346738815308,0.42365869879722595,0.6699166893959045,0.4302893877029419,0.37436559796333313,0.5313316583633423,0.7345870733261108,0.831506609916687,0.7502632737159729,0.7402370572090149,0.47433382272720337,0.597165048122406,0.6495181918144226,0.5557311773300171,0.49249526858329773,0.5269815921783447,0.41426175832748413,0.48411136865615845,0.46840226650238037,0.4033176004886627,0.4740511476993561,0.7339115142822266,0.5868596434593201,0.3262806832790375,0.6104946136474609,0.4865606427192688,0.3657507598400116,0.6677953600883484,0.39922988414764404,0.3741433918476105,0.8611931204795837,0.715220034122467,0.40007710456848145,0.48201724886894226,0.5102866291999817,0.7788555026054382,0.5890763998031616,0.649355947971344,0.7267225384712219,0.6675059795379639,0.4617072343826294,0.3725723326206207,0.49101370573043823,0.4894941747188568,0.785801887512207,0.5364847183227539,0.38619789481163025,0.7301780581474304,0.47239330410957336,0.41533756256103516,0.5471811890602112,0.48873233795166016,0.48450568318367004,0.755596399307251,0.4158383011817932,0.6178096532821655,0.35960420966148376,0.40568578243255615,0.7993221879005432,0.4084439277648926,0.41574883460998535,0.39629319310188293
regel,0.7080515623092651,0.2576078772544861,0.4604398310184479,0.2736821174621582,0.23902232944965363,0.456582248210907,0.3290988504886627,0.4308731257915497,0.2004898190498352,0.4007394015789032,0.39157554507255554,0.5025281310081482,0.6282780766487122,0.32659411430358887,0.43888309597969055,0.6901195049285889,0.400068998336792,0.5785868167877197,1.0,0.5047494173049927,0.523809015750885,0.53466796875,0.4519364535808563,0.5069843530654907,0.4159867465496063,0.2341800481081009,0.18880409002304077,0.6973274350166321,0.40539735555648804,0.26991191506385803,0.43743884563446045,0.444217324256897,0.39814725518226624,0.31928735971450806,0.6217665076255798,0.42297449707984924,0.33903586864471436,0.6632091403007507,0.5496863126754761,0.6562776565551758,0.6667076945304871,0.5435056686401367,0.47695043683052063,0.34314998984336853,0.4653280973434448,0.33520302176475525,0.45639926195144653,0.303112268447876,0.42726507782936096,0.4481230080127716,0.6057845950126648,0.32300254702568054,0.43254029750823975,0.6371699571609497,0.39939960837364197,0.3156030476093292,0.5367330312728882,0.4175911247730255,0.24393649399280548,0.4695452153682709,0.3022151291370392,0.33690884709358215,0.7107008099555969,0.5641881823539734,0.3456236720085144,0.5410048961639404,0.5687198042869568,0.6239607930183411,0.4365220069885254,0.6664875149726868,0.6066935062408447,0.7215912342071533,0.36758390069007874,0.26099473237991333,0.5455994606018066,0.3077673316001892,0.6359619498252869,0.5241124629974365,0.39224931597709656,0.712236762046814,0.5284463167190552,0.3128587007522583,0.5659545063972473,0.4987237751483917,0.34585264325141907,0.538772463798523,0.44888344407081604,0.6992843151092529,0.28086790442466736,0.44863247871398926,0.621191143989563,0.2787352204322815,0.20934540033340454,0.29353439807891846
rättighet,0.4804900288581848,0.11153952032327652,0.4532822370529175,0.26274222135543823,0.19879701733589172,0.46202296018600464,0.19520696997642517,0.31498268246650696,0.09657527506351471,0.17296651005744934,0.3781963288784027,0.5079252123832703,0.49867871403694153,0.20334471762180328,0.38921085000038147,0.49788716435432434,0.3451002836227417,0.3893977403640747,0.5047494173049927,1.0,0.33056890964508057,0.4248943626880646,0.3574833571910858,0.3915400505065918,0.25912103056907654,0.13713613152503967,0.3643009662628174,0.555048406124115,0.43217208981513977,0.2382335513830185,0.3062961995601654,0.4045286476612091,0.26595214009284973,0.30503126978874207,0.37473157048225403,0.38186565041542053,0.2914978265762329,0.4423094391822815,0.48789581656455994,0.5112168192863464,0.4343612492084503,0.3453942537307739,0.30088043212890625,0.26875171065330505,0.35016167163848877,0.27378222346305847,0.3431556224822998,0.3169057369232178,0.273588091135025,0.2341233193874359,0.32535630464553833,0.2665080726146698,0.3736066222190857,0.4115051329135895,0.28392550349235535,0.21298538148403168,0.4851021468639374,0.3230859339237213,0.16318891942501068,0.4408724009990692,0.31332817673683167,0.19114936888217926,0.4597999155521393,0.30437496304512024,0.31714701652526855,0.3739508390426636,0.35014885663986206,0.4305722713470459,0.2246176153421402,0.5790979862213135,0.4459293484687805,0.5193796157836914,0.05975111946463585,0.26991236209869385,0.3670412600040436,0.19903424382209778,0.4980275332927704,0.44143691658973694,0.2705809473991394,0.501764714717865,0.4139325022697449,0.19414077699184418,0.5617159605026245,0.4795647859573364,0.3967714011669159,0.4034181237220764,0.25586557388305664,0.40408003330230713,0.13316930830478668,0.4358861744403839,0.5031923055648804,0.25528091192245483,0.256001353263855,0.29616689682006836
monark,0.6665608286857605,0.2601397931575775,0.4203009307384491,0.22775864601135254,0.17974068224430084,0.45194631814956665,0.28314268589019775,0.5540727376937866,0.23210011422634125,0.5467406511306763,0.3469834625720978,0.4165390431880951,0.6172336935997009,0.38784271478652954,0.5669280886650085,0.5703113079071045,0.48746350407600403,0.5459005832672119,0.523809015750885,0.33056890964508057,1.0,0.5722247362136841,0.5337750911712646,0.593928337097168,0.44316455721855164,0.2797815799713135,0.31467241048812866,0.6103761792182922,0.5028212070465088,0.44147613644599915,0.5820094347000122,0.2346549928188324,0.48240166902542114,0.5992637276649475,0.7183153033256531,0.4533350467681885,0.3595895767211914,0.5867559909820557,0.6369081735610962,0.6580631136894226,0.6419790387153625,0.6265069246292114,0.49252986907958984,0.21905694901943207,0.422500342130661,0.40202203392982483,0.3669254779815674,0.2560082972049713,0.5411497950553894,0.42568784952163696,0.5201146006584167,0.2754557728767395,0.5671116709709167,0.6733196973800659,0.49271953105926514,0.2866158187389374,0.4459362030029297,0.32415494322776794,0.5133688449859619,0.5545527935028076,0.28612110018730164,0.2337934374809265,0.6793658137321472,0.45979055762290955,0.2069132775068283,0.508641242980957,0.4178552031517029,0.7345525026321411,0.5313016772270203,0.6298513412475586,0.5055375099182129,0.6987259387969971,0.4034118950366974,0.2695142328739166,0.6167911887168884,0.4895951449871063,0.5378151535987854,0.6042070388793945,0.27918827533721924,0.6053230166435242,0.48558545112609863,0.20738281309604645,0.4932217597961426,0.510744035243988,0.363940954208374,0.5595489144325256,0.48534223437309265,0.6311377882957458,0.5220657587051392,0.3475733995437622,0.5076209902763367,0.21435387432575226,0.22643855214118958,0.2754196524620056
regent,0.6223869919776917,0.42758214473724365,0.5049713850021362,0.25778716802597046,0.34026020765304565,0.5752784609794617,0.39611750841140747,0.6204667687416077,0.06288136541843414,0.5617574453353882,0.5508056282997131,0.5148858428001404,0.6267240047454834,0.46631941199302673,0.6079409718513489,0.604897677898407,0.3999652862548828,0.5014814734458923,0.53466796875,0.4248943626880646,0.5722247362136841,1.0,0.5989581346511841,0.5470495223999023,0.4906615614891052,0.34845060110092163,0.34139570593833923,0.5933595895767212,0.5752557516098022,0.5001774430274963,0.5518572926521301,0.3864157497882843,0.5540918111801147,0.5483292937278748,0.6370019316673279,0.5638283491134644,0.26187220215797424,0.522262454032898,0.6532688736915588,0.6279506683349609,0.5985107421875,0.6106863617897034,0.47672125697135925,0.17853021621704102,0.41741350293159485,0.34219786524772644,0.45858097076416016,0.3763837218284607,0.5320613384246826,0.4285871386528015,0.34629151225090027,0.24673111736774445,0.5043361783027649,0.637703537940979,0.40910422801971436,0.28928378224372864,0.5339043736457825,0.38991579413414,0.5063174366950989,0.5231829285621643,0.4900822937488556,0.24465979635715485,0.6582897305488586,0.44710543751716614,0.30111071467399597,0.4346923232078552,0.4620932638645172,0.6523319482803345,0.4365749955177307,0.6711447834968567,0.5517159104347229,0.6398084759712219,0.3956321179866791,0.3520141839981079,0.6235711574554443,0.5318496823310852,0.5913249254226685,0.5581362247467041,0.28395527601242065,0.5481394529342651,0.4566124975681305,0.1805536150932312,0.5976712107658386,0.6531626582145691,0.5264887809753418,0.5344449877738953,0.5967780947685242,0.6592323780059814,0.37364664673805237,0.5612623691558838,0.5221182107925415,0.11726018041372299,0.2277376502752304,0.2482120245695114
provins,0.4759214520454407,0.4731486141681671,0.6042393445968628,0.33208411931991577,0.2510034441947937,0.4949822425842285,0.26983514428138733,0.675043523311615,0.05890955775976181,0.6983350515365601,0.5084756016731262,0.4315095841884613,0.656722903251648,0.4579973518848419,0.7337062954902649,0.4824414849281311,0.49535438418388367,0.4488789737224579,0.4519364535808563,0.3574833571910858,0.5337750911712646,0.5989581346511841,1.0,0.5172812342643738,0.6549506187438965,0.3792211413383484,0.2700648605823517,0.6367872953414917,0.5437204837799072,0.5430722236633301,0.6095595359802246,0.28773507475852966,0.34428367018699646,0.5094709396362305,0.6340241432189941,0.415060430765152,0.3723476827144623,0.3638123571872711,0.6362545490264893,0.58851557970047,0.5658326148986816,0.6182482242584229,0.5579348802566528,0.21596980094909668,0.4642792344093323,0.35193300247192383,0.4879380166530609,0.42304641008377075,0.656457245349884,0.41436776518821716,0.3750251531600952,0.28363531827926636,0.605798065662384,0.4918016195297241,0.4592430591583252,0.3938036262989044,0.5529854893684387,0.3325449824333191,0.5516211986541748,0.5178593993186951,0.29156947135925293,0.29741162061691284,0.6074020862579346,0.4197748899459839,0.33245012164115906,0.49265754222869873,0.29569849371910095,0.650061845779419,0.5222451090812683,0.5045271515846252,0.5417377948760986,0.5421658158302307,0.47038534283638,0.26043930649757385,0.5193807482719421,0.6045446991920471,0.550733208656311,0.48180121183395386,0.2861262857913971,0.41701164841651917,0.5742590427398682,0.4651018977165222,0.5184558033943176,0.516032338142395,0.48446574807167053,0.5977492332458496,0.5095244646072388,0.594987690448761,0.5557107925415039,0.468816876411438,0.46808433532714844,0.26977837085723877,0.34475257992744446,0.23627160489559174
system,0.6612275838851929,0.1975449174642563,0.4311877191066742,0.39168697595596313,0.24336564540863037,0.4658634066581726,0.30746006965637207,0.6146618127822876,0.3903006613254547,0.5835760831832886,0.4310259521007538,0.5320638418197632,0.7058966755867004,0.30319592356681824,0.5708233714103699,0.5792673826217651,0.48896002769470215,0.6119758486747742,0.5069843530654907,0.3915400505065918,0.593928337097168,0.5470495223999023,0.5172812342643738,1.0,0.47284477949142456,0.32021939754486084,0.36446413397789,0.7276808023452759,0.41907694935798645,0.41512608528137207,0.5946999788284302,0.43478816747665405,0.36838498711586,0.3913496434688568,0.6670713424682617,0.3927128314971924,0.4641988277435303,0.6202658414840698,0.7034813761711121,0.6782354116439819,0.658000111579895,0.6257755160331726,0.5408542156219482,0.29987475275993347,0.6033429503440857,0.40259212255477905,0.3824646770954132,0.46532243490219116,0.477863073348999,0.47779232263565063,0.4751584529876709,0.2871810495853424,0.5676348805427551,0.637664794921875,0.619935154914856,0.2597201466560364,0.5004870295524597,0.284616082906723,0.3838219940662384,0.6166111826896667,0.40500226616859436,0.3352913558483124,0.6847237944602966,0.4177705943584442,0.4573018252849579,0.6159210801124573,0.4830089211463928,0.7318373918533325,0.5426880717277527,0.6232089996337891,0.5937067866325378,0.6915417313575745,0.3075058162212372,0.36484992504119873,0.5962052345275879,0.4575267434120178,0.6507464647293091,0.5381066799163818,0.3489883244037628,0.6676333546638489,0.5921671986579895,0.2841223180294037,0.4949451684951782,0.5701462030410767,0.41580405831336975,0.587743878364563,0.43946975469589233,0.5831964015960693,0.3677530586719513,0.4273582398891449,0.5795369744300842,0.23981758952140808,0.4144706130027771,0.28197193145751953
krig,0.45767995715141296,0.2941460907459259,0.49123939871788025,0.2099764496088028,0.22370456159114838,0.4533034861087799,0.27258536219596863,0.5070764422416687,0.10685129463672638,0.49383658170700073,0.40754958987236023,0.3473471999168396,0.5292593240737915,0.4972449243068695,0.6566065549850464,0.4223180115222931,0.35832980275154114,0.3152318000793457,0.4159867465496063,0.25912103056907654,0.44316455721855164,0.4906615614891052,0.6549506187438965,0.47284477949142456,0.9999999403953552,0.20102182030677795,0.2446284145116806,0.49439868330955505,0.5016788840293884,0.3567611575126648,0.5173287987709045,0.24760083854198456,0.2913384735584259,0.49485206604003906,0.5305466055870056,0.31832408905029297,0.43968892097473145,0.33335205912590027,0.482797771692276,0.4537563621997833,0.44897809624671936,0.47000235319137573,0.4805324673652649,0.16896480321884155,0.3697732388973236,0.22298932075500488,0.4368916451931,0.3416202664375305,0.4867275059223175,0.36384034156799316,0.30326640605926514,0.2304021716117859,0.4462382197380066,0.4085911214351654,0.3612515330314636,0.2843911647796631,0.3574417233467102,0.23638619482517242,0.4384475648403168,0.38365358114242554,0.22602303326129913,0.21472321450710297,0.48129257559776306,0.28206849098205566,0.33455991744995117,0.35601791739463806,0.29226213693618774,0.5484223961830139,0.32761844992637634,0.3958382308483124,0.4169233441352844,0.4645671546459198,0.3738184869289398,0.23318806290626526,0.4244367778301239,0.4185112714767456,0.44283437728881836,0.3975539207458496,0.22783564031124115,0.3557789623737335,0.4786502420902252,0.2340802699327469,0.38434505462646484,0.4961388111114502,0.28645285964012146,0.4608743190765381,0.42807692289352417,0.5376347303390503,0.4132145643234253,0.32390081882476807,0.3447047173976898,0.148514524102211,0.2571539878845215,0.19604149460792542
land,0.3018149435520172,0.4481937885284424,0.34524860978126526,0.3400585949420929,0.17102457582950592,0.370810329914093,0.2573350965976715,0.38173654675483704,0.19308625161647797,0.3702670633792877,0.38147976994514465,0.2568010091781616,0.3799287676811218,0.10891013592481613,0.27064022421836853,0.28630298376083374,0.22133590281009674,0.3781663775444031,0.2341800481081009,0.13713613152503967,0.2797815799713135,0.34845060110092163,0.3792211413383484,0.32021939754486084,0.20102182030677795,1.0,0.13254186511039734,0.38875648379325867,0.21831142902374268,0.2279110848903656,0.23973198235034943,0.15470390021800995,0.255158394575119,0.25166240334510803,0.31172269582748413,0.2926294505596161,0.19097444415092468,0.277729868888855,0.3421468138694763,0.3746446371078491,0.3735477924346924,0.3658561706542969,0.268877238035202,0.2490401715040207,0.3209056258201599,0.08495326340198517,0.3735700249671936,0.24570651352405548,0.38772544264793396,0.24919243156909943,0.25832656025886536,0.2090323269367218,0.3734357953071594,0.345633864402771,0.30346357822418213,0.12987452745437622,0.47521695494651794,0.2220948040485382,0.24836553633213043,0.28791916370391846,0.2548585832118988,0.19564791023731232,0.41539305448532104,0.31520524621009827,0.285210520029068,0.2710992097854614,0.24797146022319794,0.4053271412849426,0.33054283261299133,0.3092496395111084,0.3240838348865509,0.3081253170967102,0.2244882881641388,0.15870825946331024,0.3072611689567566,0.37577107548713684,0.324256032705307,0.28297001123428345,0.2708125710487366,0.30814164876937866,0.2651093006134033,0.3345758616924286,0.32696518301963806,0.26315000653266907,0.3425501585006714,0.33943870663642883,0.22613489627838135,0.29047921299934387,0.21304365992546082,0.35296183824539185,0.29425206780433655,0.1111258789896965,0.19142860174179077,0.17436380684375763
